Date,LAG_02,LAG_06,LAG_07,LAG_17,LAG_19,LAG_23,LAG_27,LAG_50,LEAD_05,LEAD_33,LEAD_37,NOISE_007,NOISE_008,NOISE_011,NOISE_019,NOISE_020,NOISE_025,NOISE_028,NOISE_029,NOISE_035,NOISE_036,NOISE_037,NOISE_039,NOISE_040,NOISE_043,NOISE_045,NOISE_049,NOISE_051,NOISE_063,NOISE_066,NOISE_068,NOISE_078,NOISE_081,NOISE_084,NOISE_086,NOISE_095,NOISE_103,NOISE_109,NOISE_117,NOISE_120,NOISE_124,NOISE_132,NOISE_135,NOISE_142,NOISE_143,NOISE_149,NOISE_150,NOISE_156,NOISE_157,NOISE_160,NOISE_164,NOISE_167,NOISE_169,NOISE_170,NOISE_176,NOISE_179,NOISE_185,NOISE_188,NOISE_192,NOISE_207,NOISE_229,NOISE_230,NOISE_235,NOISE_242,NOISE_243,NOISE_244,NOISE_255,NOISE_256,NOISE_258,NOISE_260,NOISE_262,NOISE_263,NOISE_264,NOISE_266,NOISE_274,NOISE_275,NOISE_285,NOISE_286,NOISE_299,NOISE_300
2024-01-02,-0.020105814496610024,0.01795661494840076,0.013117678470913248,-0.046321715259194755,-0.026028840458040374,-0.0009324843065296926,0.00915210926610418,-0.003068052408674971,-0.02211892072700215,0.013923202868897458,0.01506438908399923,0.026033511122277902,0.011724555976993218,0.016877694781446476,0.0674909272834972,0.008405859067855175,-0.02225520786696717,-0.0080473591719209,-0.025998398550238173,-0.00036938354647146816,-0.006065394074797319,-0.028324233887073832,-0.04015373264052435,-0.0003644080311624192,0.00021220838607655768,-0.01183592279664996,0.016577316612426646,0.020424891927264564,0.01140667130689784,-0.0038492334454672196,-0.011982620353514753,0.009544934005798922,-0.0017868486377052531,-0.0004194716912161903,0.005992161758591921,0.04348699495577401,-0.009586775227647799,0.011111340317726228,-0.01695637439930387,-0.0098961904890884,-0.0091218691990794,0.0055317321522942746,-0.04106547483532099,-0.03146284999438099,0.004759889721127898,-0.019475128542311614,0.007168786038349255,-0.020909808667653632,-0.01784063355462537,-0.010006687922258135,0.02656038163523489,0.02341522071326555,-0.03434194374059313,0.007018795527023667,-0.015955567908834473,-0.014814669081636873,-0.04310456525233278,-0.02380498519461284,0.015736910561949535,0.0017576581845189967,0.008162003000956812,0.01988955896279342,0.023661180908828034,-0.00857124381332309,0.029716484929551715,-0.01910665565690435,-0.01473782146011303,0.019878311351412985,-0.025065485383630723,0.019657048340730402,0.010168681569415024,-0.03179988294674766,-0.008978529889985931,0.02689489976395622,0.007928768986891058,0.01631223606148964,0.026870827416851487,0.02878908184781611,0.034831062014035706,0.006993531746597468
2024-01-03,-0.0002918895729424975,0.020862817617705066,-0.0065562533254920384,-0.008613567639539434,0.019961574375856717,0.00023987724089762335,-0.022915676164957273,-0.00843686308247801,0.028460680871131593,0.012935020944314996,-0.01353431599379508,0.03212846787849224,-0.04430003876678327,0.019349843732312626,0.013895634171850253,-0.0023284395338786855,0.022843669778103592,-0.03321402303735936,-0.01533398945316802,-0.011860258399295978,0.008568732409092434,-0.010364454262017176,0.018692605368782086,0.010159727343482342,0.02198997747277062,0.010979071355519373,0.009492707202526526,0.008231554289391412,-0.009604294059467111,0.0269594504858524,-0.007398060863377919,0.04371291567212059,-0.007106254907426134,-0.03169213138961322,-0.030038970471308934,-0.01541713797248945,-0.001864403076712718,-0.008625796434644487,-0.003555773397138352,0.03225213958903615,0.03050883656151539,0.027938754687278498,-0.005410831458282534,-0.01543139249088986,0.023317529244006877,-0.00600533658633671,-0.003613269684142641,0.04147968455533056,-0.01005926178606167,-0.014373650065717548,0.008839036432966761,-0.01392102318837003,-0.008211970034641166,-0.015931252069947742,-0.002818759196795044,-0.019964423489991025,-0.010548049021356563,-0.007648131551754537,-0.009187040797563148,-0.017340686884564954,0.025090410660312434,0.005405085596755314,0.0035094182400371744,-0.019491577472122615,0.01983686831676892,0.003071245656976311,0.002242757768298963,-0.0270211106616581,-0.0033847614220917682,-0.017114072228589756,-0.005403562474287308,0.009896606994407786,-0.009691632352445472,-0.011990943599543722,-0.005608253241449526,0.0043931342107271084,0.005768711915023285,-0.013017874395001912,-0.04381133700766147,-0.010343083634044301
2024-01-04,0.01040675644516688,0.02074360751270428,-0.0436463452212506,0.02798370134803118,0.009544356883680778,-0.009530758461700524,-0.014287852813330015,-0.02616871644234346,-0.01714662366360443,0.03746873670161244,0.011212095837651615,0.010809143925083538,0.022391834350422732,0.0006314006599886969,-0.012588000909091393,0.003905228243402515,-0.029928010177292467,0.008319441919307946,0.026364509924823865,0.0032274506568403666,0.032306145018131116,0.015624887841929813,0.005129660240904121,-0.011083377654081836,-0.046202774410291934,-0.003831405271615,-0.013115142117511691,-0.009844171889197843,0.009510300009004801,-0.03973921121948034,-0.007724418742293262,-0.005610339970392175,0.027520612538340344,-0.01507842340278976,-0.0028460133838049363,-0.004171144951757824,-0.010240572314505154,-0.018751868506612826,-0.01636185877972704,0.016070948221695355,0.010259664767979845,0.008549653380048122,0.0419183024858661,-0.029086085648741662,-0.018695562241522648,0.015288929128678148,0.010094360044813844,0.03481895222789859,-0.027212657696550315,-0.005097437752913223,0.016990976275650355,0.002886386027416944,-0.027215872244593292,0.023947422468710868,-0.006694255094815574,-0.03252305619815902,0.017273613130867733,0.026323583197698383,0.011413106915152672,-0.002172123846259951,0.027598332414062208,0.027820787938791294,-0.005631318181826485,-0.014139420526100297,0.007640538856649447,-0.03182451033350698,0.0031699800973791397,-0.005376004882970861,0.03113312857407652,0.00035544647423965106,0.010268573168372,-0.012129013740674549,-0.011123898467344007,-0.005566235545567586,-0.016376229316057193,0.01323747082362357,0.008962715063984343,-0.03829615178433418,-0.004707104731466528,-0.017278165066945166
2024-01-05,0.035591467355325396,0.01983148968242813,-0.00910610024087031,0.009075326871172226,-0.024556766492992457,0.0025604372931021264,0.03685555305071753,-0.03408962016408598,-0.007571762270381937,-0.0044924592271102315,-0.003812784532186847,-0.052979156486186674,-0.005227189593930985,-0.0068785471392810915,-0.004149023119593417,0.0046452651948056395,-0.02322443670225257,-0.009230806482896313,-0.009148688033754224,-0.03652660339081295,0.008516526338891335,0.028665699835729887,-0.00329081249676109,-0.023171420296600673,0.029636941873669928,-0.009666221820061258,-0.02268171866056387,0.004065061766273249,0.004909689070295356,-0.010564315801371713,0.01434775458868069,-0.02167157714035188,0.01642344293587634,0.006015864247723308,0.0395462324292817,0.05088221715606402,-0.00028201966794700234,-0.01695238966391452,-3.6148151851981036e-05,0.009074538485789324,-0.005984971312865926,-0.0024590951019317856,-0.02437499181484513,-0.03714425186717319,-0.001448426042223748,0.04523942300931,-0.015342853601651746,-0.00446204744834188,-0.03577471498337436,0.013555902225405092,-0.016660978174164853,0.025643706211414853,0.0202668809232128,-0.0030364791354544067,0.0036617873073057283,-0.025601462398797094,0.007487228156619978,0.008221359353290358,-0.012714783806378813,0.0006779065483102061,-0.07233600683597474,0.015156575200794907,0.0038121195570398696,0.01721847121377109,-0.017024434935876145,0.013168442140502654,-0.03609614069082583,0.009962881473988713,-0.013249504357788324,-0.014860767079322705,-0.019736283976182253,-0.025462456997559217,0.01058629211640046,0.023558292565198164,0.010245661626394058,0.01945812031639422,0.012609332819141134,0.012184931581107212,-0.022637656595650892,0.02690807345935971
2024-01-08,0.024514547223005573,-0.00378006479630129,-0.014335218546454332,0.026437632078488302,-0.017739935984558065,-0.01697469559082712,-0.008883666315140204,0.009643158065920294,-0.012112530618939134,-0.023896745060644355,-0.029876282663919725,-0.0009026856179272092,0.010070621409680102,0.0035629910488791795,-0.007695850519856054,-0.04129669470110344,-0.025823721792318694,-0.007953669248876524,-0.010918565308009498,-0.0030332011727841578,0.03442686736284768,0.03144926449015021,0.02197144087982033,0.02376356514037036,0.0028709328979490034,0.003011544546381578,-0.014718698650033325,0.04622209977920729,-0.02534990793882787,0.012742795575773356,0.016312179207824757,0.031249939497102305,0.005454407366524823,0.014690692595658177,-0.01814055614442057,0.013000886260911053,0.018021099942319454,0.012093293070666634,0.010085096409180056,-0.0012980263907720298,-0.023601413569742213,0.010912333936028107,0.0037602691656024316,0.009340613468759227,0.03228539344831673,0.01669886665330172,0.004500804340800304,0.020258218842398326,0.002624306660357704,0.004160788223347041,-0.019074295713719065,-0.001340845788339024,-0.020651496112214885,-0.025825571797039894,-0.02966225175007223,-0.0034424468422676203,-0.002733805545514211,0.0034848544669054686,0.00207810229263177,-0.029436705387952938,0.005846334207405731,-0.012056117313294812,-0.013870790923818743,-0.025594964063075855,0.016683566916851827,0.008260501719354225,-0.005570085744095447,-0.0011760059859538324,0.014649536378910413,-0.010706449530567779,0.023923477505684115,-0.05051695495670187,0.007387260336038523,-0.00685996870651004,0.020264461760043578,-0.04236967735756487,0.02787904062128753,0.03134401775738272,0.0027924996841989158,-0.0012519082810071008
2024-01-09,-0.02525961318246385,-0.00016446223580963504,-0.003544051796018884,-0.002005085530581602,-0.025370033144660686,9.703325626466905e-05,0.012650694316884457,-0.010821048794355989,0.005928971652450734,0.028617172754371662,0.005761610255977752,0.02387281793446698,0.010376925724110966,-0.0215338924743167,-0.001262914022824658,-0.037266321824260824,-0.01918386071636939,-0.008618697111777365,0.01739298287366548,0.03395184160424589,-0.00770151858381765,-0.01190901751135179,0.01116322538365026,-0.005004732040133197,-0.02985291505396425,0.013944957535350145,0.001656645384578287,-0.013907879527669609,-0.0004318132630384378,0.018771170861452455,0.005475461874096547,0.012878495138922075,0.01820211605182232,-0.02364485245581633,0.003655340443145765,-0.009228156334275829,-0.0053513009779160205,-0.005667267337129906,0.008864135766348097,-0.0019019145212816385,0.02720588160145732,0.0002935034452912372,0.0051794561796357046,0.02116556412206787,-0.01016256452268054,-0.018164367336265738,0.027513387616901357,0.013710686292466634,-0.02418414483048717,-0.039454804081107304,-0.001144238143433565,-0.013716567946050362,-0.017564254464858407,-0.011530649244539566,0.025905281050562678,0.009376855027643412,0.007691723705961461,0.012615337709870306,-0.026495907565188898,0.00546580163179813,0.0014227975959641144,0.0013498565823987438,-0.001682852710371017,0.011081267315215988,-0.013213511132978965,0.007151608402263229,-0.03078599127487868,-0.014168915492496189,0.03474687031559452,-0.016111438071308846,-0.007954625501512862,-0.030487653924508536,0.038358623869063295,-0.014073896539648077,0.005839479424074166,0.01740511872537744,-0.0006079586813031376,0.016816316226440163,0.0035383740162597994,0.009406472901746767
2024-01-10,0.00044245539282613926,-9.361830646257077e-05,-0.0056894925119527,0.017975007131002987,0.02300728205491564,-0.001932558549186487,-0.018292176210497176,-0.009879716626554671,-0.00135410824208413,-0.02724504345409619,0.0034314346329525425,0.03899580786634669,-0.023075622729898732,0.002920535694621374,0.005103615131428145,-0.0063357527136749135,0.0020345241070110014,-0.007165630792137596,-0.016467433778509767,0.02675294400493362,-0.011693870704056544,-0.005983275852180363,-0.0015722859144627604,0.008941446507919837,-0.003944990889565831,-0.039465104406266216,0.02372647798248758,0.017619596259902833,-0.01898988545445323,-0.017270762194216735,-0.00887643776808832,0.03472954191988721,0.00015117696710168686,0.013828302735773679,0.026816343106927897,0.028398984516561802,0.001967988574302587,-0.012063910669146789,-0.010053804645666457,0.0308116740641081,-0.0023343616742715814,0.012443941327281816,-0.009455859918003328,0.008499327595260816,0.014783387603210657,0.03365587236111055,0.004872728564526114,-0.022918818387702825,0.0253026611670898,0.014353925638430614,0.010294907803715666,-0.011666777645897389,-0.006815404723947055,-0.025403888588050524,-0.013312467619974525,-0.006571173843039002,0.007771718479184245,0.012041478061504487,0.017912260486850115,-0.024641667908084256,0.0012294543145197898,0.014093993673775276,0.02715955701259875,4.934983399004765e-05,-0.008039728049770217,-0.04229263519067172,-0.01529910867772763,-0.004641872439185963,0.019935242100245013,0.02656603795469625,-0.03728864796302959,0.0010323796715766965,0.026135376817320338,0.006264522908263831,-0.03527711068820104,-0.026366130456154786,0.02633974753611057,0.020656368585989068,-0.0024125260226478622,0.005466497631600252
2024-01-11,0.018405673968063085,0.018842257839604876,0.03235530456333459,0.010620278065860876,-0.017905868996723837,-0.02343231193172285,-0.039318424839945645,-0.013598440664415148,-0.012161349743445222,-0.01721044704612816,-0.010660509061991388,-0.021138390864625843,-0.018635023409482164,-0.013752745230071544,-0.01573436003309148,0.036198537333969376,0.007553113556546313,-0.009684009959758672,0.00448962577571193,-0.023036097310703944,0.0034471899191929702,-0.007551516935420804,0.0029664896104227875,0.011452414077272193,-0.018208514164728788,-0.031953849470748336,-0.02028332468081595,-0.008347299184746946,0.029564229849323675,-0.0063014700460077835,-0.014030385689037167,-0.002371184142333881,0.009961189591213839,0.006012996765871365,-0.015192004505482757,-0.03261564567381706,-0.003512554760344508,-0.007814638429908915,0.012067169165527764,-0.0038954184205099393,0.010944540692011931,-0.00947936180945732,-0.01953925031646972,-0.003512382348000255,-0.021263056494491048,0.01911547870205566,-0.03975531140874074,0.0031250066716389286,-0.008784253169053636,0.007601818657936265,-0.00415509257792496,0.0109769297719512,-0.03549941908695386,-0.02028679520949364,-0.019118157701478556,-0.013003592014685258,-0.0072616736180028535,-0.014445127139460225,0.0039057411265703353,0.0024842067451679383,-0.01735502307543365,0.007960129013904664,0.03271404065890178,-0.007040326478290744,-0.0036370477430946995,0.014352199976080485,0.005989079690544958,-0.004672937637483589,-0.026261879342364156,0.00849306211133971,0.003743950398037592,0.004188630226315569,0.02973128639298988,0.012291589321732823,0.00784614491009364,0.0018773538873965126,0.025856512329271174,0.04061041564012317,0.0008849745670100129,0.007820491917302915
2024-01-12,0.028467300294396446,-0.013449565765054369,-0.023014781384619834,-0.008638131054445317,-0.01823521641775329,-0.0037471767116179456,0.01161696977765364,0.0015858400187498804,-0.00070130273428685,-0.0024702378774084993,0.011363339461309789,0.02445534079112984,0.025418900421349977,0.012264287158978465,-0.002510619172442693,0.02449688461700044,0.026707047089062828,-0.01407692277840335,0.011720695699490096,0.014908408468560862,0.008771415216014445,-0.0020033635608521093,-0.02280291084537748,0.004343531895961981,0.041071578099488394,0.013375941485052006,0.012984150074303416,0.014726362207776275,-0.016923833091092248,-0.020349060242430744,0.018867769561907576,0.01135447329934796,0.029258483095036945,0.025162412425091128,-0.01903659911045338,-0.017304352423528718,-0.011129101369813052,0.03751506891315407,0.00445610052395811,-0.02135601000507291,0.013844983129457686,0.02007644240290807,0.00336818367490753,0.01740606238242993,-0.01502644587281934,0.005012790700414429,0.019104229583591353,-0.02565440365640713,-0.008123765856003327,0.030477460072857766,-0.015754999994938144,0.00041309792522278003,-0.008715943488248813,0.010020799684097704,-0.01140391544547671,0.009303690283129355,0.027988796937047953,-0.035155187579639285,-0.007270165804216937,-0.00794856510512448,-0.019554346050803396,0.021534539386792888,-0.008999972235301334,-0.013913225599729684,0.003966505837128572,0.009987581179694387,0.01388861489024979,-0.005818217431454104,0.02414915762374899,-0.027806587338526922,-0.0018818589143039602,-0.001131930091678522,0.010828544413080943,-0.02009630265093619,0.02839627823013459,0.010157792414343239,0.019261611580963376,-0.008127316883335936,-0.013045052544449043,0.004611890794839192
2024-01-16,-0.018039842984305395,-0.004890918787870918,-0.059260226262814894,0.0003474465616172418,-0.015624286890342585,-0.027969272718351368,-0.06112219710057889,-0.02913370519347894,-0.027005981974645984,0.0008871156205885425,-0.03874985113505972,-0.007702698561711563,0.009996642457298822,-7.185372620811313e-05,-0.022306494478147525,-0.0052574686911674605,-0.06636743713957807,-0.002314438825283778,-0.015178742356128734,0.008702368637225106,-0.0203817963709895,0.002948551469080577,-0.0070556353325662655,0.00528253036312509,0.024050420192193053,0.013450651762565616,0.017619350057194942,-0.017615500154861376,0.023681694831426073,-0.0040975681975399325,-0.05116694559374694,-0.022993037326904515,0.01439950825182301,-0.02286265069740956,-0.017358263721200515,0.01651755774363236,0.0300747657301752,0.0166891940663371,0.015252322977056683,-0.035934769092731,0.005132049260211199,-0.035519175228266746,0.018568642716585183,-0.013541367556681248,0.037448614846379395,-0.015090921701650082,0.007874411261680517,0.01001693268899814,-0.0049427423129192495,0.0053101476609601315,0.018523484520621504,-0.03607271137277529,-0.03628223144869016,-0.01734902063299202,-0.011259535616112974,-0.011207775982940036,0.025272691265878375,0.004595826642776911,0.01067589879344497,-0.01927430520651609,0.01845966122370962,0.01725274557278507,0.004039365566384566,0.013616990632348487,0.010395864126918283,0.013583934844639442,0.01207824579027029,0.008216819763016893,-0.03174455612990083,0.005660396666235511,-0.012066909205366025,0.009000614039658563,0.02381241952626448,0.0338270479055558,0.008407130156796944,0.004250875962489417,-0.02943431447435128,-0.02587668483440851,0.006608157797065457,0.01903502436603344
