Date,LAG_17,LAG_39,LAG_43,LAG_48,LEAD_03,LEAD_06,LEAD_09,LEAD_12,LEAD_13,LEAD_19,LEAD_36,LEAD_37,LEAD_39,LEAD_40,NOISE_001,NOISE_004,NOISE_005,NOISE_016,NOISE_024,NOISE_025,NOISE_026,NOISE_039,NOISE_051,NOISE_052,NOISE_057,NOISE_060,NOISE_075,NOISE_081,NOISE_085,NOISE_094,NOISE_097,NOISE_103,NOISE_115,NOISE_117,NOISE_120,NOISE_122,NOISE_124,NOISE_125,NOISE_129,NOISE_133,NOISE_142,NOISE_147,NOISE_150,NOISE_160,NOISE_161,NOISE_165,NOISE_167,NOISE_169,NOISE_171,NOISE_186,NOISE_192,NOISE_195,NOISE_196,NOISE_198,NOISE_205,NOISE_206,NOISE_212,NOISE_213,NOISE_214,NOISE_215,NOISE_218,NOISE_219,NOISE_225,NOISE_227,NOISE_228,NOISE_230,NOISE_232,NOISE_233,NOISE_236,NOISE_241,NOISE_248,NOISE_253,NOISE_254,NOISE_259,NOISE_269,NOISE_278,NOISE_285,NOISE_296,NOISE_297,NOISE_298
2022-01-03,0.022816835932584656,-0.023002771618132363,0.008438628207564455,-0.04340561301142121,-0.03182764826316189,-0.00455202459578971,-0.019325131998200226,-0.00328480264150324,0.027584988523247814,-0.012482546949683615,0.003139959819191757,-0.0019173453466973264,-0.002918683904091739,0.026570837046987195,-0.004883224810241072,-0.01865814685055436,0.03180178450873014,-0.007538230476663383,0.02308591339530235,0.006495217297167961,0.02693792282692114,-0.0198071828082928,0.040799026591457344,0.006945405330505292,-0.030368350716992256,0.01208708280953681,-0.050589477697820094,0.035644362512079954,-0.01142457360020974,0.040460479547855796,0.022293882222122287,0.0022181024892134354,-0.011528627474844344,-0.022887036423033833,0.03252768707466733,0.008238374365823024,0.04856119709608476,-0.02365707466722928,-0.014388250190127358,0.016101326679435552,0.007476581219742735,0.004989444457024195,-0.02223319809022729,0.010783085832406428,-0.006653332561326365,0.008417457825709459,-0.015996115151932614,0.010936474694504197,0.00015785922733778515,-0.03412453427066589,0.029789578910592057,-0.014601014661268997,0.02969351932630642,-0.001348882737102384,-0.013672890185689781,0.02298321315577857,-0.023487037138925224,-0.0060293923089431226,0.011452596108584678,-0.0010978495885539496,-0.0016372245647948913,-0.010653258870669155,-0.01695990276490907,-0.018684731947385732,0.006333042422405501,-0.016866761350425533,0.009901468010805933,0.05490367022482467,0.03222893754976336,-0.010112282436215078,0.019287599897489956,-0.0026783179254122468,-0.007943766896818125,-0.011078265200425574,-0.017420152257230165,0.009001783183088998,-0.029292895152442894,-0.012409895340078721,-0.028806932224348013,0.031649981422731205
2022-01-04,0.009821755804016482,0.008201008787697292,0.004402023454585204,0.021600154792904922,-0.01846638107247328,-0.024260054007511935,0.011156996425279895,-0.023156731774465675,0.017230603930176953,-0.00529831833362839,0.018527750888893996,0.024872351356755754,-0.013813566100691508,0.018152175126151852,0.007826258718091863,0.023093711540840212,-0.0070631771667203,0.013721998373286623,-0.004305624446878414,-0.007048433632542234,0.012596913721855015,0.024003486441087258,-0.038684403901413096,-0.015080404734440086,0.0004458179397955642,0.011609103192542485,0.0018161214922997931,-0.009688344242622946,0.026304046865971775,-0.0021618016421563573,-0.01004107914714842,-0.0035176167600333486,-0.008326571239132045,-0.03013257022313001,0.003287671795374236,-0.01520046322856586,-0.011075883990735598,-0.006316419272634244,-0.006127615838818701,0.012674924307712193,2.2806321229606173e-05,-0.039286858909879936,-0.03671772733841025,0.024666295209160145,0.01197970838993805,-0.02107572899520595,0.023059342939566553,-0.018842936079358337,0.005094846320175337,0.00950040049251094,-0.007964982344707015,-0.016538637723706485,-0.030259354079120726,-0.03584106411760692,-0.010817974450536026,0.007499213810917789,0.002281758917199289,0.00018315147909651547,-0.00669480103637167,0.025875629490220393,0.031946541069014865,-0.025173474368797237,-0.016140497544157983,-0.005905405870918343,-0.00034990782502041,-0.006950629987350817,-0.0355523836863885,-0.03693348351942555,0.007409537029238752,-0.009920422522995303,-0.0033492196279520598,-0.022648585775448787,0.009056884116780082,-0.0005217698436352585,-0.002781847520770441,0.024200132058133452,-0.03309725793415987,0.031167383245667053,-0.00026899669806907083,-0.0011069947946848395
2022-01-05,0.013290442712548967,-0.016721097652467844,-0.04206750216743044,-0.0044614698792570595,-0.03737795941777248,-0.02694849934917387,0.01337601670728477,-0.036355131949060406,-0.004198806924467873,-0.024153072119514514,-0.03197147123807353,0.021733397976860705,-0.006171830429726878,0.008969181237852631,0.018066698194492713,-0.033950103632581406,0.04120270806613445,0.009060807975298046,0.004129717740576169,-0.013867462757993656,-0.0018565803664370834,0.03296175097919417,-0.014771282918863031,0.023902550425420027,-0.020251806766911924,0.005815483575761389,0.016733902558143676,-0.0027598637982760178,-0.0013766024126912054,0.015384120136264858,-0.020127659031875897,0.02876990785581654,-0.00660024230504297,0.035700942878894484,-0.012390663074902055,0.010992705595892927,0.059897732972773045,-0.0039053084449515176,0.038553087798499724,0.008052231477516542,0.019520229728198866,-0.008603995237093588,0.012622345875736872,-0.016985084835635652,-0.03389110825663354,-0.015483088580589301,-0.009344917125220786,0.001509050548558115,-0.01805772588413868,-0.0009535047033079328,0.010553551646036384,0.024946186074288747,-0.035993070103592595,0.019615112340577202,0.0033252121135551108,-0.000633923047947792,-0.0033538944815454416,-0.014686637166476722,-0.02199724659710513,0.0004751503035157264,-0.027296989902574675,0.018018238933490804,0.011257112705579771,-0.05204381312812168,-0.0010617149359113563,0.013129528257112314,0.015949629069319116,-0.025965365317981097,3.8231079584252546e-05,0.03121539565934512,-0.018761138879006167,0.008943248873709134,-0.012986013091687563,0.01730644092234448,0.021507598766323875,-0.01521782716144664,-0.003480200748603266,-0.0127359030074649,-0.03654329334835308,0.019324410236942136
2022-01-06,0.018868522846941738,-0.0030675393934101354,-0.04226280878065529,0.007253281170128894,-0.011741039302450667,-0.024319339901036213,-0.0008334547082807678,-0.0029273235299553313,-0.00016501938800953127,0.008391585953970089,-0.01154508111588745,-0.03305660441569462,0.00622607211974238,0.00026206516556594113,-0.014746687566363879,-0.029724495779977624,-0.01198619455730955,0.017041082923956487,-0.007400385160616066,-0.02749610599899497,-0.006664144842220099,-0.004690724311766474,-0.017036456724514173,0.010954963973835144,0.006688269085049991,-0.024229697237369025,0.02947107353043478,0.0027757544174861234,-0.0043753492085711315,0.005834721342681378,-0.014094395563152456,0.021118624023823897,0.006848415214706386,0.012275519498763576,0.0008360336308909539,-0.0007428444781416531,-0.035476672467114806,-0.018052303248165903,0.027408244919641014,0.000794635138436446,-0.001262415187829381,-0.0029763806473348713,0.01671342305252794,0.050696070443640606,-0.003938220790494402,-0.0033688554222960475,0.009366319777443068,-0.013556910520000345,-0.01828416315290436,0.00045417929134555584,0.008202019131689508,0.024520961414419184,-0.025822653270353026,0.0012938959695164177,-0.006292982679071578,-0.016619621798924285,0.008864587857091802,0.0347736237969233,-0.001987521670216137,-0.02672084601913538,0.043814058328043796,-0.00807026718555764,-0.006980750624408465,0.003831726871625983,0.017881500412324912,0.020781856276377117,0.035752904520928476,0.019679779458226538,-0.017879774296575307,0.0016744852949949326,-0.005612709673841806,0.000822064696066305,0.023283423229950185,-0.004354727845655453,-0.009486335363006549,0.0003993758552169082,0.041556302054744865,0.01767762268726321,0.0006053103982270073,0.005071864309482834
2022-01-07,-0.0019383758924006352,-0.006609213247992009,-0.024188256321796955,0.022256291204570768,-0.018703531920570466,0.0008625352422737171,-0.017870442499866808,-0.010496993036983855,0.0016005194707930989,0.01707326014130758,-0.00931355877237647,0.007441555653941032,-0.002148525064257841,-0.01637194998646549,0.04366269057244076,-0.009828358596076232,-0.0017703502913503572,0.01792861937348359,-0.008527141273930948,0.02615713603544867,0.011809891296228019,0.015163348442633694,0.008693369444522822,-0.008965431776680329,-0.01848411971534308,0.037431875560015516,0.004959986804083696,-0.0066723037842765865,0.02470263144599533,0.00039631976683446725,-0.012558122240535673,-0.017208921363696828,0.005536316054011955,-0.0032624954147328776,-0.0030565311457627386,0.04263384479874741,-0.018701699484980124,0.00011262485301150773,-0.018828273233229748,-0.03483848454306225,-0.00437622443911676,-0.003980487891965021,-0.018723807548203766,0.009435617863846894,-0.029806701266637925,0.034572759881092256,0.024450756129078658,-0.03191635606652488,0.006211434120502639,0.02241152914810904,-0.017879109669104738,0.014217401631924195,0.002503584495060127,-0.00252124872238792,0.008187922070218505,0.0037476244805357906,0.011772908334346245,0.016639777270578495,0.028364431894290016,-0.017027484725107282,-0.018296959579062615,0.02727600778216106,0.020103144285584684,-0.009833959871069676,-0.003708151914997071,0.000705634600840591,-0.01661786745574788,0.0005334980217754021,0.008172007909910347,-0.0005959248166070718,0.04326908489571154,-0.020642921741210067,0.01850262447956133,-0.004242444105946623,-0.005900436684534587,-0.02074572928966607,0.015078480323019812,0.007501825133463762,-0.00332636918725901,0.004328980785812341
2022-01-10,0.02211862187674584,0.012036143944935046,0.006572994068410687,-0.0012467016529288267,0.015532926197112867,0.016221692269049313,-0.03124651738384402,-0.008696871376921787,-0.0078086646923927455,0.027960425827453884,0.007879672863482593,-0.006181584778870125,0.02899928381724711,0.01651077846334859,-0.04555764682497863,0.02472914488176449,0.005009314378846505,0.0221434910518632,-0.0019784458228786854,0.018886074442548122,-0.025226724064611204,-0.029219965159200823,-0.020754259596268847,-0.009624016439753837,0.007870107818086579,-0.02697743230712347,-0.021193949845926815,0.011603858908839255,0.021767736173129423,-0.008670273391426486,0.0011310284032865657,-0.02456467394669079,-0.011475690937687034,-0.005467884110684627,0.016527777056994878,0.01555713060424993,0.021147643329013876,0.015281683690419936,-0.023990920493951157,0.005315073543879261,0.01786135453479516,-0.009438114472924917,0.03467940656503454,-0.016657451033956903,-0.03173657242097021,-0.010697701239351444,-0.01541013075131315,-0.0024063976763471764,0.03902569581012146,0.022641047705586496,0.014526068214981057,-0.005701640334024546,0.0019644305539093343,0.01060616985301362,0.010276426818720897,0.007601939393636632,-0.006467753879819602,0.021522593948628425,0.008091557677066399,0.008700538671601303,-0.020569128825211544,0.002509882402782752,0.005005606502862213,-0.004481500555722391,0.00011472032243138812,0.017298963193514837,0.008359710390322283,0.03981426042135631,0.007550926938933451,-0.00838428891508907,0.005678612720309906,-0.036759938843323764,0.02358802651281769,0.003247850166094386,-0.017841790229738676,-0.019145046056412606,-0.008170289724979133,-0.005019803507017905,-0.0025398889659251516,0.002128566079574123
2022-01-11,0.014543491768557194,0.027432511977898685,0.0038420854446336522,-0.003953045856931688,0.007696705912157806,0.005798308039087789,-0.01909346382475966,0.0048516041750973115,-0.021261439107350694,0.03269858513875355,-0.008792296451180794,-0.0014515245262158869,-0.002499973322119108,0.01960717656883178,-0.03480520855457288,0.03760464495514438,-0.004454305858940002,-0.013346193377901777,-0.03670238605850017,0.009513579811117443,-0.008564100596275007,-0.01690575211655933,-0.005611396600548045,-0.002831907237086975,0.01982599830334553,0.009678602098169176,-0.018174079863990195,0.004377045709384262,-0.005746362086954895,0.017848489908187676,-0.012216939792166875,-0.003567903872450226,-0.03705346687370021,-0.009205817093936213,0.025834506392366792,0.023541935649074905,0.03944532002897267,0.012769245987162592,0.006711275459437849,0.0308602159656089,0.03874871728229709,0.009156054877610243,-0.0066048308446862445,-0.007659032391679057,0.02858618222873518,0.02754957806547405,-0.024830521715426407,-0.0021314384853879033,0.002959674044229423,-0.004604634727315237,0.01696733496582952,0.016658207453355542,-0.0008658235689534407,0.01596095921860025,0.005861503935979997,-0.011648826326273388,-0.01404881414656797,0.02131020681203665,-0.0017484255834144481,-1.7237912748172557e-05,0.008948538260000548,0.010186160928577333,-0.007301750184188045,-0.010607825605347787,0.0038432779807267867,-0.011435697429319392,-0.02150162363120989,0.01291421061278642,0.007208833682192245,-0.019289214292083027,-0.011452988663123305,-0.0006875033357053445,-0.013362185770991655,-0.018721782936727653,0.027571461675642117,0.00982464918220089,0.03891108902579992,0.014423232151365005,0.01072377366545818,-0.017093002879078542
2022-01-12,-0.033619543320471915,0.009397236498369047,0.018499619257878512,0.015085998390433073,0.015876876904876734,0.020596283770125207,-0.009176993094780823,0.01405216169094194,-0.0036136778438089563,0.02682931650480786,-0.008962224518267678,0.010527705786160944,-0.00309156766037569,0.00016899077116219608,0.03026477890365093,-0.007399857591186136,0.03155824313020051,0.0022918458004245953,-0.0050912778656790605,0.017665700586627336,-0.04497917926457998,-0.04767487172085769,-0.006249460096169234,0.005427243691802767,-0.015113079055640608,0.008024354934565494,0.016284171580918043,0.007502804489327317,-0.022008918731814243,0.009082062111340489,-0.02414988832866554,0.00812508381600212,-0.007023197611974744,-0.026856216962776295,0.0039177941952032985,-0.018412365760000035,0.00015542024320814554,0.02388890723458513,-0.005142130001220991,0.008112190057348876,0.05215652482755132,-0.002844721602060878,-0.024786950777457958,-0.04222607351266694,0.02264634635446532,-0.007298974692460076,0.02854366632186674,-0.013641997166612737,0.021418471965154232,0.03231473506782021,0.022682162213057255,-0.029237371851846466,-0.0028087367738925725,-0.020224621513237177,-0.013435317506969158,0.02798308693818362,0.00016679692359268303,0.005086669887487019,0.006697408793535611,0.005073198664664515,0.02675546087682645,0.017683063908061687,-0.003162418695127267,-0.008667346570575463,0.002367578073175595,-0.01668723460577681,0.003323326748172456,0.0049203879986767065,-0.0507270617687994,-0.0018470215197442918,0.04074215470746962,0.00016082290057936323,-0.0044758421099626335,0.002376215030736643,0.0017959748054330192,0.0008504648029936448,0.0020013611450799,-0.0015499694012766794,-0.020456429709949764,0.0025838244700001657
2022-01-13,-0.012269259764616021,-0.008606699006705203,-0.0005260676993357545,0.03254804365684671,-0.012866195998822603,-0.009534649413006576,-0.020397913029955448,0.008759122179824956,0.006740935492733965,0.013746716358295821,0.032473485675783884,-0.03543007718042854,-0.01296015970366357,-0.017512623222515445,-0.024542073272799947,-0.01430895710146552,-0.00108341253563415,0.015282186160874917,0.00016969534237242553,-0.015817308236971136,0.00967848651602084,0.0017233198555498836,0.00594713628864787,0.0176596189183724,-0.013419759729943942,0.02494784614287501,-0.00014038634791771788,-0.004140036025602001,0.008902810030397007,-0.007646654900450963,-0.031176519753268513,-0.0027292149233960495,-0.02626766494624853,-0.02671330711305644,0.01670636254579377,0.018053797784780543,0.010271489300339078,-0.0036980091248449225,0.02225898165710115,0.000593033172013213,0.008015271386153905,-0.01098124152488347,0.039843139420796383,-0.005099836656364725,-0.005538132003554926,0.0003293076557767087,-0.03801520207190473,0.010985143459289762,-0.019530942139686754,0.028209982677834696,-0.0035817114209428,-0.03045564880087379,0.0039736839333210355,-0.007872567510187896,-0.0005508322137813781,-0.011402105004391056,-0.005438100518354718,0.004816953506068144,-0.009048683473963797,0.015818402418506846,-0.01290487689721789,0.02574820796732672,-0.03565775878585276,0.026269220589080634,-0.004679210265415366,-0.02127598738489632,0.014082801380767387,-0.02717946903739237,0.02244294836084999,0.0054421353550641975,0.013132272289375496,0.03597499231563541,-0.018625992741243685,-0.010021082267851292,-0.0332521075282364,0.011607781726775443,0.0027932055247609283,0.01386113491629529,0.022380624611115087,-0.0011141208142293232
2022-01-14,-0.0021883605618473233,-0.008591691118847434,-0.007252846323101428,0.0031257432696614757,0.01832683246537743,0.006011848277306133,-0.0057124708104463896,-0.0005841154484869563,-0.00037989030505680775,-0.020112158711897542,0.02628034014262167,0.03537983993946702,-0.009755303307357204,-0.020621764764641694,-0.005243140141337413,0.0255899407689043,0.02705696041457555,0.006423176456008762,0.019495043518779277,0.012537251682195867,0.02122531992395973,-0.0001651363839016746,0.006259986806287976,0.02453932634806758,0.027302095963246675,-0.018780200922150915,0.0009600739554189586,0.006451729715835452,0.0058919445352061655,-0.012739454649396478,-0.012729964516079256,0.015656314675270906,-0.009658918651113804,-0.027373543875305387,0.03783720721188745,0.014557516882964089,0.01495350499214117,0.012668679583820747,0.0007104007815470956,-0.013511604618138693,-0.028235009086928123,-0.0016924119411038522,-0.01186741869251347,-0.02925463925294827,0.006021902495348731,-0.002233784397911666,0.01879417477665306,0.008868373048634219,0.015415459918014397,-0.005858676155221295,-0.0008923624313630923,-0.03416943294752612,-0.012866423416435027,0.008699036330663693,-0.014325132506757479,0.04486156336777671,-0.028391627951059564,-0.015246899446240952,0.00996972841361373,0.0036755914635155968,-0.030776899085070183,-0.0038743761825656415,0.005420958227429113,0.024184540998040238,0.0288663394707398,0.012767467572688894,-0.046932366951480765,0.03371552538712817,0.0354393798706945,0.0016102327061480954,0.030097362214757954,0.014001470957802731,0.01612368101249605,0.014974155596165231,0.015416856449922994,0.01366657978754269,-0.01805013204605344,-0.0026836262069853036,-0.01125264600076183,0.011442723091179727
