Date,LAG_26,LAG_28,LAG_37,LAG_38,LEAD_04,LEAD_11,LEAD_21,LEAD_23,LEAD_28,LEAD_30,LEAD_32,LEAD_33,LEAD_39,LEAD_40,LEAD_43,LEAD_44,LEAD_47,NOISE_002,NOISE_003,NOISE_005,NOISE_030,NOISE_036,NOISE_050,NOISE_054,NOISE_058,NOISE_067,NOISE_073,NOISE_076,NOISE_079,NOISE_080,NOISE_090,NOISE_095,NOISE_096,NOISE_098,NOISE_105,NOISE_109,NOISE_113,NOISE_118,NOISE_121,NOISE_129,NOISE_135,NOISE_144,NOISE_146,NOISE_147,NOISE_149,NOISE_165,NOISE_167,NOISE_178,NOISE_179,NOISE_192,NOISE_194,NOISE_206,NOISE_208,NOISE_213,NOISE_214,NOISE_220,NOISE_223,NOISE_224,NOISE_226,NOISE_230,NOISE_234,NOISE_237,NOISE_241,NOISE_242,NOISE_243,NOISE_247,NOISE_248,NOISE_252,NOISE_254,NOISE_256,NOISE_263,NOISE_265,NOISE_268,NOISE_274,NOISE_276,NOISE_281,NOISE_288,NOISE_291,NOISE_296,NOISE_298
2019-01-03,-0.013376901584316316,-0.05475426868868234,0.002547825947059749,-0.006116888901334026,0.03046059712816051,-0.009268353856249245,0.029312975378431083,0.0013505640937584767,0.007513960366913439,-0.005833874995865536,0.03704556369017876,-0.0002699444947586784,-0.02656372097796861,0.003937224717382471,-0.0023129656477648107,-0.0060220739117857755,-0.00921277541919575,0.027739862165370055,-0.030028716740223147,0.017524668972829154,-0.01768493802964929,0.009855935815982887,0.036357495461243124,0.003370080283652073,0.007715942038913783,-0.005808876290280683,-0.020646915267974356,-0.011882834392662361,0.05266174037159165,-0.008264065097540884,0.0029154578642650885,0.008842169836373244,0.02792601215904795,0.0026491478623511576,-0.006045625659084224,0.010607590839294299,-0.002645537063718193,0.013845756441356324,0.012920033195434357,0.015425428732316062,0.0160677184205684,0.027455637861786248,0.014304833402842831,0.014374480421687565,-0.05156282137947104,-0.026041422040093104,-0.009034321264711497,-0.0041143257318133454,0.025812448117971606,-0.0006302951692096535,-0.005244413955326034,0.007732370601836264,0.012816498521806668,0.013101057482889832,-0.006920968876975925,0.030280777361149862,-0.006450934083572742,-0.009697746759877304,-0.010992822644566622,-0.03128919116666776,0.0071736788144391075,-0.01859092461568807,-0.01698423970250111,0.034286129524287556,0.020716694686782132,0.020430673788647453,-0.019531094797933947,-0.008152688316299757,0.01571985000044707,0.0006187379427135129,-0.0052380682267530385,0.024373414364819067,0.026372207311888277,0.01093687741277523,-0.003829151943146989,-0.012726885441070247,0.021622753298013466,-0.02222127435256458,-0.012635552648469273,-0.009405086062074337
2019-01-04,0.011381982210341347,0.007194462429457869,-0.012965599461483963,-0.03400687598206193,0.012233525776817357,-0.0095834847569058,0.0072279121101682785,-0.0007165207821990308,-0.00598014700931735,-0.03975137829201786,0.007142251430234928,0.029557880894830323,-0.010595204075340776,0.010265348662267122,-0.014041061877547048,-0.006553242931955364,0.0059224055412915215,0.02363873867500081,-0.009429654888482679,-0.013398406119203534,0.010597281770576582,-0.015398112367499137,0.003987680621756823,-0.013028378101881927,0.013402784572127962,-0.01670726394408483,0.006758212475427739,-0.012572469960155016,-0.010991481592056554,0.004366372640245365,-0.0198653947615986,0.00227457062465732,-0.01706066110826016,-0.002036010949768589,0.025704827196349773,-0.02555792117555706,-0.019325738221055377,-0.004961052939483432,-0.03698449830743323,-0.020253555833378033,0.01138309113093625,0.000986904072256301,-0.020278667141106568,-0.01985426093476848,-0.005469894565342108,-0.011372748396905495,-0.016511943483815888,-0.012459972679016757,-0.012950616016579899,0.03410114524177818,-0.002506487633955385,0.03718166509767091,0.008114655368282011,0.02491814384014858,0.004754343998228445,-0.009841458869970506,-0.01459108090783721,-0.0010366468568359449,-0.00015817289796379836,-0.0006984629053681782,0.006938088862798491,0.012169684817397343,0.004514022375932671,-0.004075549616701827,-0.0289667686223775,0.02020876617382957,0.003888175473030291,-0.019332726935808273,-0.003566598856082352,-0.010416999350798697,-0.007900952004637623,-0.011064084729957822,0.015777545506293393,0.02118704464066042,-0.004034300589171034,-0.002618078543612379,0.006166406902873558,0.00048379213079562854,0.023167007981493026,-0.015721799121220997
2019-01-07,0.020203861893508694,0.006997097853563276,0.04111255284738076,-0.01629045103797667,-0.01604554538443238,-0.03837542430598083,0.01582063894086094,0.028055886218721984,-0.011325954592055439,-0.010069513082323985,0.0013712594961205467,-0.0212460742745221,0.016270344347393394,-0.024617286328679103,-0.03214966469122455,0.003692677170646084,-0.02473901421756164,0.025148978885807163,0.007351858204793275,0.00831356599007861,0.013265320412912689,-0.013756630248560478,0.0131316034276656,-0.042995577012231216,0.00508538412269366,-0.017839537491434423,0.015138493799378844,-0.0009125661589394272,-0.015439524644337762,-0.006546010127872422,-0.058024406845086585,-0.03483752406258501,0.07239971901947144,-0.03556195299991142,-0.0019193805592696111,0.002430271430933429,-0.04666836138642189,-0.009048971134478497,0.022490167164319064,0.0025614628877422842,-0.02158662154237078,0.03908880315934597,0.0016275383115298594,-0.035028456448617185,-0.006620579993879967,-0.012158080394510691,0.023064494929914862,-0.019395337184303245,0.0009119139369962563,0.03389901901228358,-0.008106602893870486,-0.005745255698403729,-0.002759123468277207,0.022809210135520907,-0.022238212463188432,-0.00018042419467042948,-0.019561295181463333,0.036569229359922066,0.021111817399214236,0.011127997668155771,-0.012612509615958199,0.005043192416203413,-0.008892981990468282,-0.014425899242992675,0.02973128057034001,-0.04162840404728397,0.008661872929908923,0.017096239830850492,0.01099122576240242,-0.021856626410677586,0.013805108552547409,-0.027378054562469077,0.014064300150062777,-0.01498446397485309,0.01113472710238798,0.03242253579908033,0.02993444740035099,0.023496397660758468,0.0060580556647847825,0.053578566499176764
2019-01-08,0.03374585073240665,-0.01093267744704199,-0.06608767500234101,-0.01258158873398785,0.004645073943220071,-0.01949363340454643,-0.017790288592510466,-0.001542034188282084,0.029070681543146338,0.05440338333179238,-0.01714315112832565,-0.021417849961222247,-0.0169358743613681,-0.030296944493717292,0.004281874882604079,-0.02491477557423976,-0.01767714872402266,0.016336264881190454,0.024199559881074736,0.007991956881654416,-0.031472785068048285,0.028819165734491024,-0.0006873411571218975,-0.04441812110251238,0.019527218411287295,-0.005736289796426878,-0.0022735393879383735,-0.030392987457243625,0.012941768529953148,0.036431160504408415,-0.050288746454563146,-0.02116485397308873,-0.015134665181775107,-0.002655869340300124,-0.0025731014421757144,-0.013358305219928155,-0.03439745901999169,0.024338067222774616,-0.01764419768117759,-0.004038008679703919,-0.017426800705332427,-0.01938187416547865,0.017718486253560678,0.013527064636292812,-0.014351666870786489,-0.00705861112495203,-0.0030343844855377456,0.007067938604743242,0.017403847048380695,-0.009874852099981318,0.01860511604956921,0.006676961207299459,0.014205920260364789,0.023517223703928093,0.029738247822776627,-0.034595247638836917,-0.01817914932997561,0.01664094711145819,-0.02949285657567128,0.02145039124220133,-0.011440862847582074,-0.021626707049866446,0.04485864175494543,-0.015000635651700565,0.011569391322729794,0.009192218183302613,-0.021894986007137397,0.023307991681306133,-0.004017533818508254,-0.035227096225444544,0.022097097722005982,-0.004204705285073193,-0.013513648115237182,0.02320124497635286,-0.0365628155601378,0.01014653923872781,0.013321147457098339,-0.001940804688466091,0.0058659002014186815,-0.013873992109147026
2019-01-09,0.0022742567889425264,0.019544996052440887,0.018606546887804463,-0.01682866360283758,0.02107604104069806,0.01141781021386334,0.046293171333470176,0.01372520380749027,-0.021554895558586123,0.013591954978693517,0.004329171791639498,0.0009114367980762757,-0.01323572929536776,0.01704866669592448,0.010099745579609144,0.01731510388340243,-0.009498906223219123,0.028712561024120654,-0.03791546870743728,-0.015918180364823863,-0.014772208928282,0.0027743576459211983,-0.011220260605816622,-0.010817962602750721,-0.02140104220760835,0.010371957721848934,0.0009047712222985842,-0.027972002954932615,-0.005196788237144937,-0.011299869666266723,-0.0027268517733639052,-0.029733368942245524,-0.010027450453618768,-0.018722244889850973,0.016455624364745618,0.002915239576192635,-0.00453158365042562,-0.01621027364996905,-0.009498017064444574,-0.03527629260814374,-0.008105767558515975,0.023194825465361082,0.05618177080074638,0.015541476800474033,0.005583874601155846,0.029453090086099053,0.0015638841855646966,-0.01807880158048835,-0.05877187059635119,-0.023341108674476852,-0.0024776705714188254,0.00940015716970934,-0.026547983829371093,-0.006136218680391746,-0.03028989703341684,-0.01373566773766995,-0.0082600087730019,-0.0058339188677486485,-0.02832601599014878,-0.008703618679235104,-0.028442821751058795,-0.003598194518522086,0.03113599345377915,0.023037364058967648,-0.03636762425665132,-0.026409657427410378,-0.008378611689475752,0.006830677367744977,-0.004488239566537297,-0.02503665573420436,-0.04170279414755271,0.006714321945039628,0.01862026321875985,0.03716790950301771,0.022193116604059825,0.027582314925507695,0.004443005556040838,-0.006882537588931141,-0.010642614957608838,-0.023031368054382648
2019-01-10,0.020838631433292717,-0.01590721861883936,-0.028256556760828694,-0.008043152564460091,0.02064930521102294,-0.01853860943156166,0.02882546578132231,0.02326327504309919,-0.012004337543175893,-0.007706271937235204,0.013242613490420933,0.03172033632290704,0.005619837354700653,-0.012453990396411875,-0.01178729513888423,0.016992041940420494,0.017991997508665016,0.03282657256833969,-0.06064556898664541,0.00881966761732375,0.041608543649427496,-0.02177786426889603,0.0027241595542933468,0.012226052144048087,-0.0028830503990401207,-0.0036232133529680967,0.03557838519861872,0.030314479423189794,-0.011224743438307807,-0.0048654300116012265,-0.004900648826826297,0.012822506648487098,0.005611134813891142,-0.003374535608421863,0.012126844218446453,-0.00859600599454434,0.009839552278910958,-0.028500787146854122,0.031233810917893404,0.016393093229480002,0.015537214040827795,0.001347596531282141,-0.020921984614687188,0.01971173318372059,-0.01149470516505537,0.029133932766852798,-0.009267765517221353,0.008317207299565768,-0.012021906919215383,0.009012107255614724,-0.021066221736599982,-0.017771790045326235,0.016770534026494293,0.01930765341035444,0.021697147166906496,-0.0013247455755326534,-0.01477054466900629,-0.004268789548186107,0.014848277809821942,-0.02133991261966501,-0.03174158341811666,-0.002121917473109535,-0.02863126851866971,-0.01447615924089935,-0.019598964755323994,-0.01583307044987105,-0.01182975775667033,-0.010593347129450498,-0.006226482806526833,0.019028701639380863,-0.015581985318998131,-0.008880886316249025,0.008162514622155264,0.01591662598345421,0.007658575637446618,0.004730426167876786,-0.01039431978746858,-0.008825694938815689,-0.0033962418569018914,-0.01732215855219631
2019-01-11,0.02365202079022317,0.004394219265866934,-0.018721442473461084,0.013904357667373371,0.012207405308669298,-0.004353624064544406,0.0019399192998543638,-0.01636441366466945,0.015833253879258716,0.012566910185285598,-0.017945087429716632,0.0015160911638745268,0.008258629085512486,-0.011274491056079495,0.004899331422174456,-0.010138863507422595,-0.028961686829946483,-0.007036271175456878,0.03455022842226749,-0.013631238816954128,-0.005863999726954464,0.022046483115210274,-0.0074211963980320515,0.012571261960674254,0.017540215315447007,-0.011818405977692677,-0.005439386816873408,-0.032389204165694074,0.038553473870322534,-0.03160002705433565,-0.0016759302845083543,0.017214994633103026,-0.016723657251073762,-0.032155584493734145,-0.01750086291161765,-0.013949381857959966,0.002137852364262408,0.0188751104102561,-0.005713743363633227,-0.026554850960531777,0.0022573564803189576,-0.004949565651494638,0.0018004597162273363,0.005866569368508062,0.008915039938458068,0.005235929805535115,0.0008160245220244327,0.008433661295215656,0.011655153736833549,-0.02137802195199122,-0.029236801904220445,0.019380123650417472,-0.01383531227686081,-0.01253102924978451,-0.014643936762727228,-0.005277347750472715,0.010681697068696091,0.0031595407086826848,0.004539807486019916,-0.00012687436383020662,0.023797812236155413,-0.04270910459989355,0.002262556829526816,0.04150667594312346,-0.002742154251019864,0.031193795033709667,-0.015323286952482551,0.019468552646039382,-0.00870283353096374,0.010677378364702568,-0.009660252381337005,-0.033692465062594525,-0.0006076830097594297,-0.007237830073501499,0.03216886941238601,0.00719715602789555,-0.01076203650002842,-0.041095913203203105,-0.03121673847695248,-0.017393819680056925
2019-01-14,-0.03570349483344461,-0.006392033048788151,-0.009385730933285576,-0.008084133584984502,-0.0031987705992685424,0.010386930284823445,0.0004902034851788543,0.029022872155900836,0.003666840114767035,-0.01616596570710303,-0.011987852908880443,-0.04247791448619614,0.019008476763721006,-0.011538073113248061,-0.026404664140412842,0.03662917531708708,-0.03426269058181755,-0.02100466255197662,0.004193728053395559,-0.002546937446007198,0.00787848456387169,0.002766644070536149,0.015151071515000348,0.0017881769200982155,-0.02112304212857001,-0.005665513944735789,-0.03576385575443613,-0.01785312946277388,-0.00046783809664448646,0.029899368289796113,-0.0028321159720523853,-0.028671231435144297,-0.007843311743164055,0.006622140987185691,-0.005523738470384264,0.0007448216111528632,0.004698560652439918,-0.019413521556238364,-0.025477960545081092,-0.000805398052283757,0.03996270452831193,-0.02682883123299535,-0.011539134647443083,0.0034083230190584315,-0.024768668195439818,0.016952297531960658,0.005927346539020537,0.0046104888335580145,-0.01113305394111686,-0.032766918255484286,-0.03887547310585734,0.048002304890106824,0.021871713890118532,-0.019943396887846954,0.012690151150694794,0.02189393398247692,0.01820939933555127,0.042972678039047016,-0.01027673711204382,0.023934180628805292,0.05054402916161096,0.018647347227889702,-0.040712099559343254,0.012783071226315595,-0.01903349908794632,0.0028041437128162334,-0.0012463183150979004,0.056281761236801606,0.006279526155082918,-0.0009680478674526714,0.0026278070587806273,0.009593357065847968,-0.006743802738100396,0.023026511684616703,-0.048867520375577254,0.022047983720016248,-0.018273391302281915,0.03359292101129096,0.004415141891354136,0.009764101026215841
2019-01-15,0.004164540202481949,-0.012848068989138671,0.011384352261810903,0.0387922801084273,0.0009396118752948411,0.014232297561777796,0.041214958497639745,-0.0049792829695814705,0.013721029199968787,-0.03517478972846229,-0.04078464355520201,-0.005388136688891155,-0.0340676487871031,-0.0011109539779323755,-0.04134884200079753,-0.0017824007902557681,0.007331964921936966,-0.009198120355545559,-0.03527909442561604,-0.020733605981563534,-0.0025635167669683756,0.011108433289207143,-0.06091676339832607,-0.01121182227755138,-0.011459524749484126,0.017476756420854108,0.018422962337406226,0.02156757718001994,-0.01696381066234839,0.01943808487455691,-0.025248872309431247,-0.007334756901961135,-0.007619520278847039,0.03806662871460657,-0.008513280012034899,-0.03174880291223733,-0.037512045473532665,-0.003436294161352762,-0.015210994277228624,-0.01238769545152361,-0.005150340409855653,0.00789406113291562,-0.016310616872423588,-0.0034540044625123727,0.014530186777799303,-0.015195811745368841,0.016590920923364484,-0.018097018099966836,0.007875329286312044,-0.021070960789736196,0.006105191717521301,-0.006464361291070943,-0.032172998553634875,-0.005477160049572818,-0.014711081951094048,-0.00837900914107614,-0.026085132881740053,-0.03121870542085987,0.02314695105248786,0.0249996715734904,0.006657846611714202,-0.004726928906686391,-0.01366346919135977,0.025195742040533715,0.0008759749593428493,-0.015167651721425984,-0.03827020061664545,0.0048133058759735866,-0.006965801337994538,0.006130048692884483,-0.0030967639404949256,0.0019723813238864967,0.0006257166543819037,0.0031343500276569108,0.0016178237344484428,0.017303774567159765,0.011840996226405815,0.021028250378846192,0.02874556991574833,-0.0013136142856224723
2019-01-16,0.047741023288447856,0.017584247707098835,0.021554159658317373,0.0002023986799965967,0.010080930310356888,0.03929450265832778,-0.005501033943032881,-0.030303821243971046,0.006225003090870722,0.022391498228691537,-0.019110808812008516,-0.03212892640515145,0.03374283270145129,0.01763279513898901,0.0015473661529523662,-0.017225684026565272,-0.02074492308652913,-0.021465834230643285,-0.010732959941440572,0.0014791738588667924,-0.021452207051478198,-0.01530882033625809,-0.018946715196227495,-0.002404287343066266,-0.02880636898241857,0.008356841347264547,0.009308324699479285,-0.017211938670939727,0.032049827048744775,-0.019449717414998232,-0.024918044862530398,0.005700414840686658,-0.03495722084818257,-0.008953837797146001,-0.0032455704097803825,-0.012832262612040582,0.014181859320953272,-0.0024843217036688153,0.03226863536324775,0.0036500394162440053,0.014310430438501363,-0.008869593236714345,0.03223594410740215,-0.019506371856780114,0.010791556015443664,0.011653058564946635,0.02403309530006744,-0.007056956079807226,-0.013651355992905798,0.013443790175481541,0.011289909389053596,0.02728972894372125,0.02113900657589694,0.025837263221280805,0.02659670000068486,0.001136924227846922,0.01282961580025923,0.007825239407855497,0.0014674776613613574,0.012930929526978758,0.012654805153233323,-0.023945076769503446,0.016477287013610703,0.0033253924106403493,-0.021813026376036965,0.003610082265294543,0.021293659627024987,-0.008952664176802945,-0.03932836388762137,0.017274417379979305,-0.019635859112926854,-0.01409438593843423,0.026193352938459473,-0.027033053409524083,0.005252184676228279,0.0007053307174673535,-0.02672245079338561,-0.00821873812053331,-0.04361827588404973,0.030979323416443362
