Date,AAPL,ACGL,ACIW,ACWI,ACWX,ADBE,ADI,ADP,AIA,AMAT,AMGN,BANR,CDNS,CHI,CMCO,COLB,COLM,CPRT,CSCO,CSQ,CTAS,CVBF,DRH,EEFT,ENSG,EWBC,FAD,FEX,FITB,FNX,FWRD,GNTX,HBAN,HST,IBKR,ICLN,IEUS,IFGL,INDY,JBHT,JBLU,KALU,LFUS,LKQ,MCRI,MDLZ,MEOH,MLKN,NDSN,NSIT,NTRS,NXST,ODFL,PAA,PAYX,PCAR,PENN,PEY,PHO,PIE,PPH,PRN,PTC,PTF,QQQ,QTEC,ROP,ROST,SATS,SCSC,SCVL,SKYW,THRM,TILE,TROW,UFPI,VRSK,WSBC,XRAY,ZBRA
2022-01-03,0.025004114712210646,0.002249697567434872,0.007204610792602928,0.005293930520047452,0.005755325855000937,-0.004743770417570792,0.00785088435313308,-0.010422683614163541,0.00496339883732877,0.01633183878594302,0.00764523250315019,0.010219113656258605,-0.01711833827166198,-0.0033093756087571036,0.00021627959308556655,0.021087805394638615,0.006773313909824719,-0.03080067484064919,-0.003313803268542026,-0.0025919785658647942,-0.04305344299009761,0.007940288762174452,0.0072840652678543005,0.019971510609896992,0.015602592174168484,0.014362014401885448,-0.00963313590436321,-0.005740362365339036,0.02571751729926164,0.0032089630627785137,-0.0035510509679347324,0.014060113100059723,0.02464326036891351,0.015526263556407294,-0.014354224429959928,0.008030284746863403,0.007471359645338405,-0.0007016099140173537,0.017121034180336947,-0.012524473991108787,0.0323033739845946,0.035235074650678655,0.004036062952105235,-0.023654610506151585,-0.009195299431305592,-0.005127371591261198,0.0075853330683615106,0.016075934120907354,-0.01661001045893462,0.010694178292368184,0.009112991664004921,0.016094959171190526,-0.03351199988243292,0.050321440224933234,-0.014578918314256728,0.002492366967467241,-0.02333653076338238,0.008547269826599369,-0.016929844247429493,0.0,-0.0012994224611253546,-0.020903197139171326,0.015105256359933206,0.003490891390413031,0.009626780101904764,-0.0004565785335183259,-0.03433898085898235,-0.009800317225761468,0.016318796924123413,0.01453814979797774,0.03633569165972661,0.03231553390377773,0.009205931050818794,0.01755486808223572,-0.010475740214815565,-0.01499850504855027,-0.030909685413132548,0.024578154961769627,0.019716814463450527,-0.01898519415526867
2022-01-04,-0.012691554074064415,0.013019083243231977,0.013447708032791716,-0.0008461813624817127,0.0017882991367670353,-0.0183744621558668,-0.009031757738207968,0.004671932953456137,0.00025986724032356356,-0.00981639978814064,0.00507318099116949,0.01745804931891093,-0.02653418056988699,-0.005312033608917188,0.036740803717352666,0.010476023026322778,-0.014475098709313516,-0.00564819223063362,-0.024526208067170763,0.0,0.0024049382653370532,0.014365139861781895,0.015496239901237496,0.014808682658747685,-0.01653554082654518,0.029946222177556603,-0.008761940116135958,0.00468396514317293,0.04253427837874124,0.0066880470839010275,0.03273662625207563,0.023769369919016237,0.03797474441221427,0.01415629366408,0.009964200233536058,-0.015463936415327395,-0.002566997412425831,0.0021067643489061094,0.007481436150636123,0.028834758727155574,0.001360575375726647,-0.0023651257266056325,0.024149147082320965,0.015014394605801673,-0.005186392360938208,0.007276049744316504,0.06925995129819906,-0.01582158732537653,-0.003545366759854618,0.02144055349721774,0.037945316581542876,-0.009386506680231776,0.024857934799948023,0.010193459761950407,-0.0019329699024537295,0.04814666543701529,-0.017180073901474135,0.014123897853576928,-0.0031766644925187437,-0.003488369351360099,-0.008716817208022642,0.012651484174411864,-0.0030899729422643185,-0.01685364552653479,-0.012970495109753344,-0.01644967020461663,-0.010126908990619521,0.0,-0.000746843063885616,0.014891789183044901,-0.01506184821051848,0.03105748448874679,0.012884890788301684,0.011090395943450071,0.0027751075168485073,0.029239864239606783,0.0003156473111800562,0.018410220309580394,0.005097492315733199,0.006336617600911865
2022-01-05,-0.026599745969755784,-0.0117439094386933,-0.018633537027982316,-0.016282476671174773,-0.010888956300876274,-0.07142600600039484,-0.015437173076252031,-0.00852541429028919,-0.020010316214155055,-0.02917428120308141,-0.011850415347750887,-0.006093652944780814,-0.03185646571706169,-0.026702295342843407,0.012299415930118407,-0.001480968536375027,-0.018307657527160348,-0.03154941667397648,-0.01583690629290757,-0.021829835528876962,-0.04499988157220269,0.0013706451363109107,-0.03865741935243616,-0.010620166800152764,-0.00942059946867757,0.004501260074328606,-0.02927595591576404,-0.019082645001475496,-0.0030063757144467296,-0.022145355285927204,-0.04790949026444524,-0.018794999046265692,0.001219629318149229,-0.029592552433235775,-0.033139182870869255,-0.046644235252124355,-0.005576232950125548,-0.01471627059467251,0.0006186660188374216,-0.020707068507685444,-0.0027173886635466493,0.012678186555874493,-0.021509453965289915,-0.012943295625051254,-0.03635589884365509,0.014446982525124996,-0.017132378375379953,-0.037509325569057284,-0.02886379971032893,-0.017174005790436486,-0.006784862946695336,-0.018622162140222276,-0.035776664181310425,-0.007063348928649349,-0.019068747041415923,0.0036661954096937066,-0.06349205984222928,-0.0009280272277847335,-0.017946929184690763,-0.007779031893019095,-0.005250433342331551,-0.033142458109990836,-0.034828684308407465,-0.058138047683300775,-0.030721267572266897,-0.03821139411434449,-0.007720959686151385,-0.03092968882870062,-0.03849030933616504,-0.02242518224104173,-0.047129626757709375,-0.026535992392127894,-0.02949457044439785,-0.02376581722040616,-0.039155472372929045,-0.0222984431576857,-0.033464088827386385,-0.00520408707559783,-0.016089510587391387,-0.05006804651552188
2022-01-06,-0.016693499826282876,0.0058296138374422934,-0.0043152393102596776,-0.0021047886386430514,-0.0010829616216025961,-0.0006026039752878853,0.003182218541336379,-0.006870543761024472,0.007292363486619768,0.016911610040105662,0.00013312381338015378,0.03291382699737255,0.002896535825183788,0.008230519428171101,0.019151515309954625,0.05369328417528574,-0.0037933467934671006,-0.00021199053396492307,0.01061723845974738,-0.0015939293032397606,-0.007340346527124453,0.031021773386110008,0.012698339968875816,0.005653903935020965,-0.01564946951390256,0.042509254055699275,0.0035088939967680144,0.002431957267252871,0.041783275361926275,0.005514071152122213,-0.025370875268458493,-0.003957145361509262,0.03714975521797648,-0.001725995608794162,0.011250732505443173,-0.01397939140463944,-0.01121506456747634,-0.00035562264304578317,0.0006184475522845734,-0.006933675643065351,0.0013623640104629686,0.014147498056484631,-0.006063786344701283,0.010899189825280597,0.012670645981560202,-0.00044493371178522256,0.0226839995045911,-0.021739090206959966,-0.01029155206018506,0.009060611079494407,0.012456870541461162,0.011130695722085138,-0.000263038118493486,0.02032502857535734,-0.006758466012329323,0.009991321192633462,0.005363655797603117,0.00464667411814923,-0.005806948309655335,-0.009016055495866593,-0.0013192656441798345,-0.0008973573256334522,-0.010056641789841891,0.012759879927135342,-0.0007025777886514595,0.007426783348828403,0.010653112883460158,-0.0020062147634763994,0.0015546411286049278,-0.0033985483408336403,0.013417739910530413,0.00196458776913655,-0.0017399550802909003,-0.013732802124449717,0.013548215743407255,0.0036185205958856326,-0.007652382725524931,0.0357928905808107,-0.0007109961978448709,-0.005410476138302145
2022-01-07,0.0009881720067808075,0.0046812134507956404,-0.015891338554210988,-0.0001918045777359323,0.004516864489426009,-0.006652110290666147,-0.026241671426616153,-0.010563781074285905,0.01118866548598807,-0.03537150145663437,0.009415217227221495,0.013745693910656165,-0.04101196306019117,-0.0006806652589440576,-0.009900902795858313,0.014921106026130504,-0.002855412981896177,-0.03583539877392583,0.0034473460902078035,-0.0037257743251389863,-0.013846184306856357,0.011947180843194793,0.0522468002773282,0.005051699667801612,-0.018099272531500232,0.008480414250886081,-0.021062406815100188,-0.002756741797804496,0.008889895703191097,-0.004308731444366276,-0.009945440786020443,-0.0014189881564667939,0.011156887521626357,0.04956778439718823,-0.0009056593414966674,-0.0045566821676369385,0.005234779054595684,-0.002134417797454491,0.008652750415226729,-0.009110902578295721,0.027891146444348536,0.005620161565164317,-0.03565324165377137,-0.01836258700408311,0.006467135217498754,0.0025228491944759845,0.01704409346235769,-0.03170749787106153,-0.009691257367530404,-0.03729154954723446,0.029210996255534916,0.03003969735043155,-0.02802534718965133,0.0029879902449896356,-0.014984580275936632,-0.0062758841132113385,0.008962828926052824,0.01110092350534786,-0.01563320680988689,-0.007911514769720851,0.010172892859796612,-0.030806364955481613,-0.01758577402533079,-0.031146135581857415,-0.010832742014014851,-0.01893908838464553,-0.02006886478457992,-0.040661345084817224,0.01435773866171175,-0.010798444678811525,-0.010403222452769145,0.010539223363151162,0.0005810254842706364,-0.03291132060953039,0.00820953629347465,-0.03812969507423025,-0.028306721535704682,0.010366906439371881,0.003201907620397737,-0.04377114519861547
2022-01-10,0.00011618334455665291,0.021078347947573794,0.01379910120539285,-0.0028766870721785853,-0.006834662390103552,0.0296260123774561,0.009239787377506303,-0.02491208002357559,-0.001562072989281127,-0.00808977698010338,0.013550951017880175,-0.00862873864588698,-0.0008432681968775224,-0.017698973428311837,-0.01755113342417247,0.018030336035431915,-0.02556231544247156,-0.0023459227008849615,0.01128732202056315,-0.009081096147144807,0.004554474551151433,0.024923101736339603,-0.0387291128644035,0.0032428174367820084,0.008718159933464698,0.00552946359759221,-0.005017394152810883,-0.0028748656361232694,0.0,-0.006097460355428019,-0.016160040893535732,0.0011369655475499396,-0.011033784825391635,-0.02526087677965161,-0.016573922640481964,-0.0045778465436157045,-0.02025152373890271,-0.0035651009699672054,0.004289098763453625,-0.010644190901716977,-0.03176701212062649,-0.0037923641555459575,-0.004184700613758863,-0.010125216895807698,-0.02458424708905238,-0.00769793995142265,-0.030073162825226873,-0.0005598123133068178,0.0010081411011650943,0.0004759022737512719,-0.0031621469985667616,-0.0068241662917774,-0.007305916477763685,0.007944322816246352,-0.017541021436069726,-0.011346726413585362,-0.006768183229402758,-0.0032024262577230456,-0.008725922856794743,-0.0095694268129628,0.0166102621681663,-0.007969852395500188,-0.004692395784978376,-0.0035645061857987326,0.00065810943377409,0.0053147002029587664,-0.01690377388356623,-0.0178113388907164,-0.008798758515939697,-0.007756404685776208,-0.029960561945259645,-0.005578451243995697,0.08059461609819074,-0.02225148476581673,-0.012370725890571976,0.007042185635712794,0.00014496254767926153,-0.007629626556860947,-0.016844018807190775,0.008570975244923673
2022-01-11,0.016783919197899788,0.007605361210853312,0.020851469625154273,0.011925280899577784,0.015212030699259138,0.007721121705952516,0.018955140302255646,0.010262359526678422,0.02855297612297858,0.019119007522019116,0.008725076902806661,-0.005284390483138446,0.020195266132848166,0.016632253303678013,0.01287898771847118,0.0008177996756277839,0.010993811508037021,0.014181850147004127,0.008896775645779398,0.014016057272821403,0.014703188104460585,-0.010665415861988548,0.04235532301237499,0.011959623086332138,-0.004445066656054486,0.011226759285358545,0.015213812048855191,0.008871017185065444,0.005122984189775304,0.01108246619837927,0.008789914341603478,0.010218411971261832,-0.001174444258077556,0.01859165177453681,0.01922306961456477,0.008686514355013664,0.009596846120361935,0.002504344318252416,0.015456606665985362,0.005404556838840335,0.02050582285633351,0.0037065818563495334,0.008867994224541986,-0.0010402478051886321,0.007876067002484222,0.003431310296490908,0.032662624420115804,0.021842832465555517,0.0075525063363657274,-0.012747373784945282,0.01825918064418386,0.0030465658937530726,-0.014235446137233931,0.02266026294449408,0.017301161061774373,0.00021659205005120086,0.02235943904453208,0.0004588993790819451,0.004577490661595629,0.00322062850643845,0.004888573459950418,0.008220538133195454,0.0412955796204979,0.014706908067201763,0.015022047543489903,0.017318985983745483,0.014659571784237935,0.03694733478961898,-0.017367841203765888,0.03503181969890168,0.026008957977543767,0.01146344440739333,0.011284206210925518,0.009370983601004967,0.023624517591492644,0.008910564471508176,0.009676912207327693,0.007688285302582365,0.01587010670832778,0.0059020831478506786
2022-01-12,0.002570141670116932,0.0021566330915483434,-0.010780172145113065,0.006082384115702277,0.011416351101829925,0.0046801796602931045,0.0006912393710627462,-0.0027627114096613337,0.01926732769040651,0.04657251511341243,-0.0026680933078183644,0.007187446756713456,0.005613643988809702,0.017041524591644652,0.005947599098853562,0.006261609482143271,0.0018302788093471634,0.019272484574549775,-0.004008464657126454,0.005316522406415114,0.0027400463844455825,-0.004312310977403699,-0.017839293775340548,0.006068789319359613,-0.027533044900996506,0.013028352934102427,0.00016829402123219595,0.0016485960401981803,0.003058177949816665,-0.0005871666437424761,-0.006513025021063212,-0.013205965886513016,0.004703167468294023,-0.008296539215334686,-0.0007749749795952221,0.002533088513144044,0.010529394523402846,0.007137914559841363,0.008612126466317038,0.018839333202458786,-0.017414616447911424,-0.017766151554312715,0.0030829918485144603,0.0013883434950365814,-0.01136679332092716,0.001635373774725002,0.00297919866446561,-0.0068511910753811245,0.010077734208312483,-0.0016380629306697037,0.00866192295519208,0.06113470842951618,-0.003594958956953498,0.012524260831909162,-0.003805184307375198,0.0017319330889049578,-0.011872520615535342,-0.0018350697186163556,-0.000350504960494713,0.006019313588316866,-0.005248984070989948,0.006115007696408048,0.006539837600781473,0.0014362945893349188,0.003965269662397963,0.0022101297001497766,0.009211624973919585,-0.01393441581874133,-0.01885308560474641,-0.02853148133604677,-0.0018481829224874513,-0.030383460312063737,0.023485644211571843,-0.013925847240823241,-0.06634650939952336,0.00748997361234327,-0.006181832780597807,-0.014996029672964095,-0.027339038802369542,-0.00024138901358139453
2022-01-13,-0.01902810598042548,0.0058102403673581104,-0.0037280544135348537,-0.013413764730576316,-0.009347465883104422,-0.02905868257980937,-0.022848778196055686,-0.011507469025882067,-0.01542104144764922,-0.014854367699742688,-0.003926582593386407,0.021098415586505936,-0.041250377928068294,-0.004021480361981022,-0.0038734686324419787,-0.00351721751359535,0.0045138613479547285,-0.01514067198547786,-0.009980659911027479,-0.012162606613036475,-0.0036185984878011057,0.004764124883624543,-0.005045458944473613,-7.932778002539553e-05,0.023848881869061644,0.003355007251609532,-0.01481470630473869,-0.007900678897847624,0.006910447809543863,-0.0026438413698307572,0.009390500913716293,0.006833998860420687,0.014043188281343433,0.0078081167983388156,-0.02171945710484624,-0.011116637710281707,-0.006222822617249157,-0.005315513583906695,-0.007744233679804036,0.006854252169451902,0.03067483346454214,0.02774090233264559,-0.007977740159165636,-0.003466119998686068,-0.005173952853889663,0.00400765299497885,-0.010054620180433571,0.01738399739068197,-0.014636175374471705,-0.005694469296491866,0.0036158434165447506,0.034896486141289484,-0.019950325986912043,0.01807777200168581,-0.012862589195203222,0.030041110905426383,-0.03604551294210867,0.005974442667749935,-0.012272111516176465,-0.007578755187138575,-0.010939476668522241,-0.010590202523277692,-0.040399883217200894,-0.02985866714911123,-0.02501593488576792,-0.032781048963997916,-0.018901234120123567,-0.006733760550648005,-0.0028022296279814896,-0.00287931112695472,-0.002910097787248156,0.03755290153223512,0.006852909135501184,0.016812459374998534,-0.019465838399985613,0.004771787789727977,-0.020637333869938046,0.012286384179053922,-0.014418390633896716,-0.023475251822161924
2022-01-14,0.005110659017792951,0.014334575860077026,-0.005469269781988029,0.00028716581631571536,-0.0007120309549480952,0.007157962849912991,0.013075304574499569,-0.013711181198599154,0.0025262115360960014,0.06247649670208966,0.01953657363657868,0.0077485840255506755,-0.008641846227396388,-0.010767056156148924,0.013712648848429154,0.003258489413590082,-0.023536960192363066,-0.013280377462014603,-0.0022763481202580094,-0.0010708151270650834,-0.018011626294134553,0.007327653206777196,0.009128135021934991,0.019209322710480814,0.0018686430730756598,0.008582208594059004,-0.008373318492513215,0.0007743140955296379,0.018369279087856905,-0.000687443306323865,-0.011234034309547725,0.00763551716498001,0.01731098347971316,-0.007194238746992987,-0.012158013034829995,-0.006131934441602205,-0.007863788541712102,-0.002493638448842872,-0.00300173066518139,-0.010382477911613508,-0.01785711019397751,0.04607497179086972,-0.0034282162419453366,-0.014260954789454106,-0.008234703078168426,0.006800794076210259,0.05332416521286154,0.012747701224022023,-0.0024685102596977426,-0.0024267133386363104,0.0029274304375106475,0.0004117297740575676,-0.005380130170322794,0.02336456353758498,-0.012872019362884957,0.01237947477315604,-0.02799035189393928,0.00776627704915267,-0.01987932608134413,-0.0012058149587491629,0.002472329588104616,-0.019452770164483435,0.00590278058324345,0.014716798724773605,0.006222414895856954,0.012755865065422922,-0.01742227594405177,-0.02348898678414102,0.004817376152889352,-0.009529362427843746,-0.041124803923600406,-0.0021572423287281595,0.016603079200620208,-0.02050264326389395,-0.013197126892157351,-0.02153513014538011,-0.024420357383156177,0.008970801195092415,-0.0011113603615885426,0.0041841237316602164
