Date,AACG,AIRT,ALRS,AMTX,ARTW,ASRV,ATLC,AVBH,BHRB,BMRA,BVFL,BYRN,CHMG,CLWT,CODA,CPSH,CREX,CRVO,CZFS,DXR,DYAI,EBMT,ELTK,FIEE,FKWL,FRAF,FSFG,GCBC,HFBL,HGBL,HROW,IBIO,ICCC,INO,INTZ,IPM,ISBA,KINS,KOSS,KRMD,LDWY,LFMD,LFVN,LINK,LIXT,LOAN,LWLG,MGYR,MNSB,NAII,NBN,NECB,NOTV,OCC,OMEX,ORKA,OVBC,OVLY,PEBK,PRPH,RCAT,RGLD,SAVA,SBET,SCWO,SFBC,SGLY,SHIP,SLNH,SMID,SSKN,STRR,TAYD,TOMZ,UNB,UONE,VIRC,WFCF,WVVI,ZYXI
2021-01-04,-0.008403453102266312,0.006024081157762096,-0.030324951026413638,0.14056221015745485,0.06944437545758975,-0.009584666580052414,-0.08160773000491817,0.02857142857142847,0.0,0.016064241646516875,0.0,0.006896578032394851,0.0011780300187280712,0.021739058528521538,0.03497619528824236,-0.017985594543473482,0.20155044777105102,0.050000000000000044,-0.02678572016046632,-0.007200012207031259,-0.040892242072316565,-0.019321530160255285,0.0,0.03867403314917128,0.01063830918446973,-0.0011098939114391193,0.00015377937371496841,-0.009415523992064356,0.03878112967152392,0.07894729058356886,0.0714285366736771,0.161904761904762,0.02521010086989528,0.09943507995706269,-0.028944329926547385,0.08904109029793172,-0.0061319119802963895,-0.02255636071036926,-0.0726744173957955,-0.046511662906227436,0.24319724498416795,-0.013782565037701922,0.011802782000499334,0.008888959884643555,0.012618224023807523,-0.036468203541251354,0.05376345326492782,0.059128572440926286,-0.0005913468368340391,0.0009443086626765851,0.01021324943652635,-0.0036231044915531196,-0.039024429956693085,0.007462679264300887,-0.01408449379940424,0.037406419831699456,-0.004237300382418763,-0.01925394758085408,-0.059948284672663665,0.15250531789874766,-0.09833335876464844,0.03685591833867585,0.03958943902207279,0.09677419354838701,-0.04761900369272076,0.0,0.0728155326321882,-0.055555746122392,0.06157112526539277,-0.0158729758262226,-0.020000012715657545,-0.007619040352957573,-0.011461306828900009,-0.02844641346997101,-0.01166853706727533,-0.011876529758149568,-0.04347803143851181,-0.014285697575617595,-0.006279428975141443,0.031203521627430453
2021-01-05,0.04237294385434165,-0.015968049130256623,0.022607104404099854,0.07746480114756582,-0.0032467502308325402,-0.003225499648022434,0.08355434657501504,0.0,0.0046863809949611035,0.005928895286087643,0.0,-0.0068493410175966,-0.010885507207719414,0.0030394208299604486,-0.0023042001221758035,0.03663000144099149,0.0,0.23809523809523814,0.0,0.0,0.05038764274619778,0.007688687188831755,-0.01988089229961587,-0.04255319148936165,-0.04000004208588326,-0.017777604844157024,0.021381267700952833,-0.028118865581009067,0.0,0.010453035193241922,0.08843538827228392,-0.032786885245901676,-0.01311474179619243,-0.04830420766066734,0.0385738784879619,0.0,0.028277655869316298,0.009230772099913409,-0.02507842027888252,-0.001742117150421052,0.09439125343660315,-0.06832298964456307,0.02439002323439321,-0.09691647601715381,-0.0031152174104217556,0.021912353703052556,-0.010204071702683226,0.002938465869413154,-0.0029586656786652066,0.0858490391191793,0.040439553222767266,0.0,0.04737736328892761,0.04444440127400284,-0.014285700661795464,0.024038492960992475,-0.008510469497104212,-0.05398759579493928,-0.020332553318977098,0.02457465559236316,-0.2569315907005999,0.003264585911058493,0.08321574937278098,0.023529426724302915,-0.025000050291418274,0.0,0.018099529937821268,0.0980392377875754,0.016000000000000014,0.0,-0.006802682251218939,0.011516303712135967,-0.009661872249663306,0.0,0.03935455594104598,0.0552884681514032,0.02892554232633482,-0.018115955433275377,0.0,-0.02665708188038285
2021-01-06,-0.008130073421291018,-0.004868110902304323,0.0556374683869596,-0.0326797080073582,0.026058685297797535,0.029126025800872535,0.004079982886001421,0.0,0.006414332727709082,0.009823126208018618,0.0,-0.013793090294147325,0.015764454463024657,0.0030302935007706644,-0.019245573857194942,-0.09540635625633953,-0.07096772407269791,-0.09615384615384615,0.06422022612899703,-0.024979812228364207,-0.022140199975999808,0.04577970549467869,0.02028415948982132,0.04166666666666674,-0.013157909157718306,0.0588234059546171,0.0022588409117716424,0.030154623917968415,-0.03299983840390586,-0.044827624195111215,-0.06875002384185791,0.0,-0.00664451195677096,0.008639300402664807,0.03995501533735868,0.06918239748170008,0.057499921504185814,0.033536595694486415,-0.01929258675350931,0.01570683286008845,-0.05624997615814209,-0.001666704813639286,0.007246524503529583,0.0182927986080772,0.0031249523162841797,-0.011696185419306504,0.010309268214748757,-0.018554872993734484,0.015430070867472834,0.054735021886452184,0.038022756149511894,0.01818203531188156,0.0,-0.0070921919858044635,-0.026087000389555248,-0.030516352942082436,0.007725284447028358,0.06225671916413833,0.022169655302761937,0.08948339279887674,0.39303480875686536,0.0037057050441298145,0.06510423021003131,-0.07471267181757968,0.025641078544558438,-0.0022045454830337263,0.0,-0.03571411055302287,0.08464566929133865,0.026881719878786958,-0.0342465744476691,-0.017077827877348017,0.001951264172065592,-0.02477480452630154,-0.0022717964850218486,1.020501174333734,-0.056224850660067105,0.011070062170104977,0.015797773434098383,0.06735752597062095
2021-01-07,0.04098356651125812,-0.008153312569955884,0.019197286112133893,0.043918876468569845,-0.006349200101906871,0.028301979266234456,0.01219013529541968,0.008333312140570648,0.010428442053282527,0.06420232145486171,0.0,0.006992966885427165,-0.002342707622996265,0.10876148335040536,-0.01726839225328991,0.17968751891749024,0.04166662527455389,0.0,-0.030172313503197046,0.009917345601315297,0.024528232627428537,0.014591616263970986,0.0,-0.040000000000000036,0.022222246902216858,-0.01424505377553642,0.01953423021188261,0.01661396715124064,0.0,-0.03610104885239751,0.012080557703634032,0.0,0.04849497674382253,0.01070661071232859,-0.012987062314069653,0.02941173583166079,-0.002363954744432295,0.01769904582147319,0.03278693266050836,-0.022336788764012683,0.07284770554175712,0.25208685919531537,0.016443629854144826,0.05389222903328439,0.03115264945592422,0.003945265968501088,-0.03061227592911475,0.008955553604454547,-0.006428721708354179,0.060955498368266525,0.022385201973552427,-0.013571277771308288,0.08723747283703709,0.0642857392223517,0.026785760535068093,0.00968519866331996,0.013628812780546395,0.02136750808719956,0.04337815912675147,0.15241320501439692,-0.017857126131349377,-0.01200905489612869,0.029339824225471878,0.06832296664983084,0.0,-0.003788061866035086,0.06222220526801214,0.09259229907585609,-0.010889292196007205,-0.01989534348302424,0.042553149756217934,0.021235547714233194,-0.020447909326841485,0.05311778825082025,0.02087290019854704,-0.21645998884620354,0.03404250703940215,-0.014598523722513135,0.0,0.05270462370117057
2021-01-08,-0.023622025071121988,-0.03616930388516648,0.008903816792023012,-0.04207115845739007,-0.006389846202502492,0.0030578124637887782,-0.042151715916996735,-0.007713465156522936,0.0,-0.025594126481802038,0.014705949289741227,-0.02777775202268362,-0.009979360880323362,0.021798293750864506,0.02555908012174135,0.18543044580011458,-0.02000003390842009,0.03191489361702127,0.0008888179981592081,0.0008182712756970023,0.012891376404112087,0.0,0.005964195972820496,0.01388888888888884,-0.021739154053396992,-0.00650273253345246,-0.018422779014141133,-0.008170909513845914,0.0,0.0149812586929019,0.025198946708451242,0.016949152542372836,-0.006379579262313917,-0.023305079608907264,0.017543927160695638,0.4000000272478377,-0.026066709256581833,-0.018840550005270518,0.03809520061144145,-0.028119480808980635,0.007407341125519329,-0.002666664123535112,-0.03033339427241233,0.04147713151644972,-0.0030211020764631114,-0.0019648460630642406,-0.02105261176576878,0.010847898305475834,0.004117633825813316,0.013975178849103154,-0.0015925286197637778,-0.0007245629823585675,-0.03640414336771591,0.17785233825419677,-0.004347856433870367,0.01199038693916421,-0.02100855308177385,-0.009563831463759276,0.08093768483899222,0.013960352691001265,0.03272724151611328,-0.034911363745133595,-0.004750589250663406,0.08139536602982411,0.09999997764825852,0.024081133253224918,0.037656888405658506,0.05084759157459784,-0.01834862385321101,-0.0064101995879434215,0.013605429378242606,0.01039694305013894,0.0129223812469339,-0.06578941176802755,-0.023791842344251135,-0.116546757555262,-0.012345875097007797,0.0,-0.02021767357299431,-0.042160821126729475
2021-01-11,0.016129016752173708,0.005117225073800968,0.009165254423128655,0.02364862579076843,-0.09646301042947159,-0.006097417436163877,-0.027242309692016797,0.0,0.0034404813787460853,-0.03564729079552187,0.0,0.0,0.0,0.034666701234592034,-0.034252356481672686,-0.10614521902809393,-0.03401352011798742,0.3402061855670102,0.0,-0.001635282488792189,-0.023636384443803227,0.006741994134376261,0.035573011425438006,0.013698630136986356,0.013333348141330248,0.0014544818525412673,-0.012462532565701845,0.012161384969244793,0.0,0.04797043328133288,0.016817608553705954,0.050000000000000044,-0.019261618810866077,-0.014099761091825425,-0.07165949684473572,-0.1836734852757067,0.0,-0.014770979096629389,-0.02140670753856222,-0.03254978270281461,-0.007352875865728303,-0.01737969439965592,-0.005213772425312069,-0.007092153748865404,0.012121258359966802,0.0,0.09677416460405763,-0.006829210495379212,0.008787120743986243,-0.10796330442444257,0.010765587969400636,0.0,0.03700844505427958,-0.05413107058025446,0.020378507373346233,0.01658767739321254,0.0017168599866235201,-0.009052509558348909,-0.035188426269433415,0.008695641215223704,-0.05281685263456315,0.004545448284084763,-0.010739874863819776,0.053763441595309214,-0.09090907243657698,0.0037129865481280167,0.028225838083631327,0.32258059531262573,-0.06542056074766356,0.02473113306658492,0.006711435169794333,0.02899910493781177,-0.01864569069748223,-0.01173713334470583,-0.007616252145822178,-0.019543955727765794,0.012500201017456858,-0.07407406086024759,0.00317460005095338,-0.06808799453118086
2021-01-12,-0.007936500427734305,-0.0394569502425578,0.026908892844067722,0.05610563627034337,0.049822102403921154,0.012269998925408032,0.029297730805629252,0.010549724133424698,0.020000155376890705,0.2723735664850635,0.0,0.0,0.05099310210487218,-0.005154692871524702,0.011274017592854069,1.1375000158324835,0.01408449285348734,-0.1461538461538462,0.003729965974306859,0.03194105995940211,-0.007448782626717443,-0.006696844051065187,0.005725271919682751,-0.013513513513513487,-0.06578946148193066,0.016339513727825716,-0.03436202196701277,0.031007795464375043,-0.00034504984791461357,0.04929581307579878,0.035623435757265565,0.25396825396825395,0.026186553832377557,0.0011000652289441248,0.1683110823352023,0.0,-0.04233529767565658,-0.023988012354762334,0.012499987892806708,-0.014953257034038936,0.014814799988603022,0.009523833002672122,-0.02725366539797358,-0.05274720714224579,-0.011976093042061042,0.005905302567192239,0.14705880290496687,0.0,0.008130176178824389,0.057510738045712495,0.011439851091523456,0.021739264389630808,0.10408926335004032,-0.0331324991890537,0.0057061284660482325,0.004662024252942265,0.017137615665559824,-0.0018269273412833131,0.02544546562369643,0.027298829482364173,-0.07434945852394259,0.014046129770432847,-0.013268957440701667,0.14285710578525457,0.0,-0.019728823592765843,0.01568625955020675,0.04878048210534591,-0.0020000000000000018,-0.013641145654092024,0.020000012715657656,0.02909088134765625,-0.011999988555908225,0.016627119008812974,0.0019187466481851434,-0.0049834235719935505,0.012345675312634974,0.04399998766991442,0.004746793062713639,0.06051659297655165
2021-01-13,-0.0319999694824219,-0.03268550313903762,-0.0376679906319316,0.04374995762482348,-0.016949136104436047,0.0,-0.027626616336293708,0.0,0.0,-0.04128440099409614,0.0,0.0,-0.009026822078651797,-0.028497389347700963,-0.041467265205040404,0.09064325610058743,0.013888875091518038,0.12612612612612617,0.000707701451215792,0.045238069648195545,-0.013133151186904057,-0.009887335922866503,0.018975305905141848,-0.008219178082191747,-0.010328667731542951,-0.008216926665103985,0.0018889538113806559,-0.05451128050239751,0.0,-0.006711402952518042,0.004914000020385556,-0.08860759493670889,-0.0015948567902865918,0.014285762194001572,0.1862891178911612,0.10000002384185791,0.01626000120571658,0.029185759441128,-0.04012349199329335,-0.003795062808140126,-0.01581509856664609,-0.0471697979829917,-0.01185341957116659,-0.013921038750516201,-0.015151515151515138,0.03913909609642796,0.08547010898276675,0.0,0.029377933393323064,-0.0064935004616650804,-0.02262099690732844,0.0035462246562694144,0.020201968306673868,0.084112142591243,0.0,0.05568441339178576,-0.008845645214923481,-0.014032881371659478,-0.014061322416610289,0.0951048035721167,-0.0361445437046628,-0.01849963537431809,0.39975542568382405,-0.06249995742525183,-0.16249999161809692,0.018553590111848317,0.057915058768063465,-0.034883661340990746,0.012024048096192397,0.044680860993440596,0.019607855359147885,-0.009717284420735495,0.019230726536692222,0.01168217557165585,-0.0042129710277685195,0.025041753105013997,0.239837491833494,0.007662826481723339,0.009448810028448884,0.033402972220372806
2021-01-14,0.041322273338813664,-0.03424657593899694,0.015316507810349878,0.04790421854561089,0.024137907220975086,0.03030300404287889,0.03314681329905644,-0.00494506312170917,0.005602048306807994,-0.033492829152439785,0.0,0.007142884390694659,0.018217971886114848,0.005333316243572472,-0.008319498973491046,0.32975871656403166,0.054794466860145,-0.06399999999999995,0.00088426590658508,0.031131347383217545,0.06083644123571519,0.013617722587504932,0.04841723944079357,0.005524861878453136,-0.03984818696179426,0.005043133048285853,0.006286689422591252,0.025049682209096202,0.017241546203241365,0.057432457467253784,0.03422979492971723,0.06944444444444442,0.006389770030435393,0.01516793312363296,0.04564486497984621,-0.21818182212262105,0.0,0.034328258068796025,-0.012861724502339578,0.04380952744256872,0.0964152927391082,0.03394621857014268,0.028353440921574213,0.05882349228776573,0.003076876126802963,-0.007532891208817838,0.10236220250711225,-0.05009845290074122,0.009513358520219173,0.045751669124871386,0.011572313064619477,0.0,0.016501650580520222,-0.020114923235383997,0.007092157807799149,-0.01538461538461533,0.020824556263561833,0.002475244183272496,0.0067112608400861085,0.021072894268834075,0.1874999130765631,-0.0017047510751138084,-0.08471618193774133,0.0809523567320809,0.16417903277677137,0.0021610497824593455,0.23722635028625194,0.0,0.00990099009900991,0.03054991853950706,0.0512820011216677,0.0035682392254157147,0.016881835297504644,-0.006928344919118312,-0.028461567882168137,0.07328995047028641,-0.11475418838442186,0.005323209848363097,0.01872080581167057,0.11380469980812857
2021-01-15,0.0,0.02127663220122189,-0.02748901142464122,0.03428568158830925,-0.013468000494176735,0.06176462869931387,0.006666660308837891,0.0,0.0,-0.05940596318706948,0.0,-0.00709222544427357,-0.01202098717474065,0.05305044610683085,-0.02684561181007228,0.015120929171032138,0.025974001846660322,-0.03418803418803418,-0.005300257029997479,0.01620031430521318,-0.04838709401759067,-0.016569648882878707,-0.005328671428526999,-0.02472527472527475,-0.0069169466855770745,0.0666666334173045,-0.015617924083795698,-0.002715210744025698,0.0,-0.047923351400332104,-0.06028371472602778,-0.045454545454545414,-0.006349200101906871,0.030949801244912978,-0.07729276446790789,0.04651158277636491,0.011500295887274747,0.04906221807396505,-0.05537454122866958,-0.04562043779741953,0.06200678667767501,-0.04514362876733158,-0.0031814334568533997,0.009999990463256836,-0.03680978256926659,-0.007590268850090176,-0.13571424374774943,0.018614630605795268,-0.011640929978574577,-0.007812529685906622,0.029585615951353672,0.0,0.01298706285023532,-0.046920845103648134,0.01408449379940424,-0.0066963908755456325,-0.007077511290698779,-0.012962993600454942,-0.027916466281318164,0.000625327780453544,-0.038596455711112254,-0.01185978768311824,0.008587801194568145,0.008810550478192791,0.01282057748038623,0.0,-0.07079650200153442,-0.02409641984746569,0.01764705882352935,-0.0029644005247470018,0.030487805587205763,0.002666642930772678,-0.002929661488450974,0.009302316297383983,0.01504353428904004,-0.10470410337539915,-0.011111018211375057,0.0022692644837483122,0.0015313555472260543,-0.001209194262740021
