Date,LAG_04,LAG_14,LAG_15,LAG_27,LAG_29,LAG_34,LAG_35,LAG_43,LEAD_01,LEAD_08,LEAD_16,LEAD_22,LEAD_24,LEAD_29,LEAD_31,LEAD_34,LEAD_37,LEAD_38,LEAD_41,LEAD_45,LEAD_48,LEAD_49,NOISE_020,NOISE_022,NOISE_023,NOISE_035,NOISE_040,NOISE_041,NOISE_042,NOISE_043,NOISE_060,NOISE_062,NOISE_069,NOISE_072,NOISE_082,NOISE_083,NOISE_085,NOISE_089,NOISE_091,NOISE_093,NOISE_100,NOISE_112,NOISE_116,NOISE_119,NOISE_123,NOISE_126,NOISE_127,NOISE_132,NOISE_140,NOISE_142,NOISE_145,NOISE_151,NOISE_152,NOISE_153,NOISE_156,NOISE_159,NOISE_160,NOISE_166,NOISE_170,NOISE_172,NOISE_174,NOISE_177,NOISE_181,NOISE_188,NOISE_190,NOISE_193,NOISE_204,NOISE_205,NOISE_207,NOISE_212,NOISE_216,NOISE_227,NOISE_228,NOISE_245,NOISE_250,NOISE_251,NOISE_273,NOISE_282,NOISE_295,NOISE_300
2019-01-03,0.0014359205287833212,0.01929668927639967,0.002618784245477146,-0.0050691530402651236,0.008244134162457718,-0.03018311754098291,-0.006506620990781522,-0.0010195582056597905,0.009934283060224654,0.015348694583058176,-0.011245750584819454,-0.004515526009730713,-0.028494963724269136,-0.0120127737983761,-0.012034132244587938,-0.021154218579118006,0.0041772719000951085,-0.039193402477595514,0.014769331599908208,-0.02957043980734855,0.021142444524378315,0.006872365791369228,0.04275901281667323,0.004621075266794103,0.021173375998144207,-0.015107962579801472,0.007608528638781634,0.03039741178274408,0.007634226997444435,-0.00028003060054420547,-0.015910846069371983,-0.004487217750870801,-0.004010379423094411,-0.029059610343375075,0.022079729453231604,-0.03706601942881271,-0.00282758178486571,-0.017161966209402194,0.013161683073835771,-0.020026218549116154,0.009859696202796215,-0.03229885698631309,0.00738484480164518,0.007081066768009494,-0.0300516415715183,-0.026634630192987074,0.01345894652792239,-0.0022648379002298594,-0.00032876502432417284,-0.009442149925841843,-0.02486575399377151,-0.005692635281901396,0.011506534655593459,0.004042982774785198,-0.018054789194705982,0.010769719941470081,0.0007506342900513519,0.046796169706968344,-0.01805615639586063,0.0023651227520563164,-0.031585745746522766,-0.0011623384056609737,0.02017654279947299,-0.017113241163322527,0.006035718869053397,-0.028750818485990082,0.00210947768057381,0.045880168383379515,0.01248547145135567,0.009491874737496719,0.001766892800879255,-0.012571673808730893,0.007661439403652056,0.004813866938402406,-0.022004923246084496,-0.01330590374821547,-0.0026650189010300313,0.003516492563331427,0.01913572277191996,0.008720355279391488
2019-01-04,0.01736428335582237,-0.03613222005910357,-0.03317426324057507,-0.021647069048833317,-0.012787091389574337,-0.018237758920737493,-0.024159301105018363,-0.008547797432543263,0.0064816793878959,-0.006184247517024292,0.02712480057141646,0.030760731329319384,0.03129287311628012,0.001835215530710046,-0.004393437756750239,-0.010365404365472949,0.018308042354041484,0.006575022193193689,0.0019415509869608078,-0.007842163062643152,0.005221105443597786,0.0001022691328492178,0.028660571722634226,-0.005676065878920991,0.007849140246604464,0.0072203118096223545,-0.010794032830918829,-0.0206479052717674,-0.01284299116549124,-0.009187027024556007,0.003206348815611574,-0.02499841607188117,0.012847081128300374,0.018929168550392138,-0.009092608635473462,-0.016137530903242044,-0.030760947774592574,0.024436756034644725,-0.004660172791019191,-0.03537438235292215,0.008135740697321637,0.003871878234835807,0.019431061423846107,0.013658615910476393,-0.012151435589896847,0.011587087022470893,-0.011641808649296233,0.024018865687585107,-0.03763678266040376,0.002109417052981422,0.003941464308920067,-0.007223113969717179,-0.028885027140858003,-0.009060797466870205,-0.02676373402342653,0.007490443091527512,0.020769639856391495,-0.011283518912159726,-0.018765155067963654,-0.019692674564164216,-0.004166183541594264,-0.00314804860572308,0.007707700432080755,-0.0038515259916813123,-0.008057198013446492,0.00422062446106041,-0.008740260380363227,0.006426658064605137,0.02649933878725211,-0.0040094525806637854,0.000709488739646087,-0.015641727171029463,-0.0048847770252633425,0.00625307474458133,0.017599260306344306,0.004403951771906195,-0.00930610349492081,0.0037207885577960117,0.007767288108042765,0.0018050243336799705
2019-01-07,0.012484477582658922,-0.028132745121301928,-0.008140574780995112,0.023286130562487135,0.0035768892130435756,-0.014987232008383786,-0.01198476242375161,-0.021929753069775872,-0.028307414841008287,0.0034915562566367794,0.006030946846672249,-0.018187749095894778,-0.028037021255845618,0.0019930273017528246,-0.031013268621322653,0.009471848612703632,-0.01566506584672474,-0.006441230324113512,0.004549198692082588,0.005197655884968471,-0.026409132261685526,0.010438831312337953,0.031094066660534263,0.020094694740577346,0.010577705665373024,-0.01848720120092216,-0.005295817703206147,0.011656465260438682,-0.029366397237403818,-0.017399138625160807,0.013812046760041212,0.020678036143877976,-0.009872770031428538,-0.035868234188476754,-0.008966322088063057,0.007998479096431714,-0.005478842794173499,0.02970554445247601,0.0028540228468820045,-0.026332330952875464,0.026885579359427793,0.022102434399943305,0.012123840559344937,0.014703869892801051,0.006917892403545661,0.010533523688164275,0.016376140016984727,0.021444169379440613,-0.0025441510291970395,0.00441207452827115,-0.02730294502850654,-0.008606083360359767,-0.02329786880043896,-0.01573323064208339,0.006558831876705408,0.017980876937571423,0.027999023713843878,-0.004131940508856278,-0.0071328887014173135,-0.019550401574766365,0.02190045175050127,0.006379065738198674,0.002481321070290326,0.017952821152032287,0.01953412046388978,-0.003861324873371118,-0.02305601627563963,0.017543816731794015,0.017490597334359252,-0.019154572928458263,0.0022867741747114325,-0.04829458826822806,-0.0019074536773640662,-0.04002659438687765,-0.025243335367628322,-0.005558214223051161,0.003914952214106349,0.016238627077795963,0.012779990800814772,0.028880064976095413
2019-01-08,-0.0076786687833312476,0.04259818955343207,0.009981558735575005,-0.028897850977225647,-0.018078737041990842,-0.002216507725580074,-0.030605532073511296,-0.046617187189585255,0.005009857006917531,0.00947665841823575,0.008255618538729966,-0.016316205699308767,0.006823039496332878,-0.005293136664759121,0.012513346955300125,0.009649448304863707,0.009464752491470897,-0.0014565782531374555,-0.008930299041340422,0.00346361851702364,0.0030745021189105583,0.0011641743689199979,0.03826940468190187,-0.003976764916063465,0.011417027848589154,-0.008123712744607884,-0.0019327453680125907,0.018521336748977154,0.009555142631682756,0.025395656141492966,0.018759481456172917,-0.00985771266845362,0.010738951795760324,-0.003371726137083033,0.035968331561215074,-0.015066682266155087,0.0032064127567414027,0.05751758379440622,0.013196175377882627,0.03396105066322838,0.013696151119806873,0.02425696462483723,0.028931032171422386,0.020331006628658197,0.0016733903487799226,0.044912477875180164,-0.0064057782545542084,-0.033918184435958273,-0.011514758017051518,0.01566505942896775,0.019174294018702173,0.0014489102950562965,0.025858173291193935,0.022602126819709835,-0.0047052497946268295,-0.008224849034092789,-0.002064987645200608,0.05115554080514115,0.0097333608914505,0.0032658817356125635,0.016178380294531624,0.03480468350580587,-0.007033152490011442,-0.023709782014560296,-0.02440159903125433,-0.008674039880795778,0.029891546095738714,0.026282291756185017,-0.022935501059115855,0.0439092600251847,0.00486775817306837,0.0461347591694387,0.006883756914932197,-0.0011317029087875932,-0.03672854019789532,-0.050111397115567044,0.007631230646839088,-0.00535412130844802,0.04736393446024322,-0.015674951624851826
2019-01-09,0.0057189372658201145,-0.007222135910155505,0.0005396745676519796,-0.02792141044830532,0.011394380629426326,0.010698268952611594,-0.007563282498131914,-0.02265606222778311,0.007155747206965666,0.010275719018244176,0.015179384409865349,-0.03734530385183496,-0.03225431742379303,-0.014306074185199365,-0.014607332634342734,-0.013032006952116343,-0.04050285173315214,0.003729086295388553,-0.015850414768654012,-0.024005928141115525,-0.013066584651474238,0.03530908480562194,-0.002376707090021691,0.0019090457839411512,0.03979902399257931,0.03211052479965382,0.01433993341137578,-0.014751762736659318,0.023389868780539686,-0.009206454473295444,0.022705828062651173,0.02530926088997574,-0.00994856962116483,0.021800905437695205,0.017505359107143962,-0.002950270821328492,0.015489651891401649,0.024547091859888175,0.018412961973966375,0.023126033466377118,0.030177923133560994,-0.00916305522951019,0.00026703620250599907,-0.00725231050480314,0.01209496238698362,0.024638970328177346,-0.0004264853770596392,-0.0010998545296147795,0.0017648102344832173,0.009355757895392733,0.002623818631678088,-0.02403571402525252,-0.038534395728199805,-0.0004786838966710844,0.0006616355985756816,0.044852778553350035,0.0044883553007612305,-0.008478035930029153,0.017347848724771235,0.052720446453640914,0.0043584024548884905,0.0002218095236845058,-0.03477227201642115,-0.010792686453806728,-0.012213292287924529,0.00021463245220230208,0.012958898248338822,0.0030689190509769794,-0.005310326539967853,-0.013161784529382166,0.00927027536811707,0.01040474866667527,0.0014930296943269422,0.037270231964271996,0.04317761127527925,-0.015239315509914718,-0.0021748876084081528,-0.017160367165219365,0.012209165458014315,-0.0042197626418819505
2019-01-10,0.036831678956793304,0.018971796852802317,-0.0045051660660106055,-0.0007150975565681117,-0.00212918399900831,-0.02045505510320996,0.01971611630602877,-0.0010667607371606744,-0.025217679086700903,-0.014153389312375616,-0.02495566363929699,-0.028717243023588787,0.000204661220391741,0.0013960416998003782,0.0022703469050249607,-0.02475630997653698,-0.0030357019007116667,0.011766344129691532,-0.0041624450071455045,0.007140309719300947,0.006145990417532186,0.016257242376779203,0.014156128974889388,0.042933062619075875,-0.0009889038967308389,-0.009400685149373075,-0.003525228474743817,0.010779791462250459,-0.004332041951843559,-0.006930444852329322,-0.007115654513653823,-0.01517240181678177,0.003183671357725265,0.003336724951876462,-0.021298479412848303,0.01628966021813548,0.003631117720776918,-0.005158919015499396,-0.03549830561915089,-0.010990985604988505,-0.005980525454602745,0.0006891084115500662,-0.00017880800047446682,0.009024344310113641,-0.005761266912703238,-0.0071239244208685226,-0.014579031140909492,-0.019340488232288507,-0.021260681120087534,-0.01874560478060294,-0.016113514060312452,-0.04227790405678675,-0.01581727975357408,-0.011245077358296962,-0.014595375842061125,0.0006243966521436543,0.022371691850083055,-0.020958174708020656,-0.008489955509733601,-0.0031475332118129076,0.04377252311494217,0.023386692508180734,-0.015837654561732833,-0.013828714468716597,0.029245675184296924,0.032224363773131134,-0.026156394061672503,0.027105422452379412,-0.004192148693460428,-0.009406676143845051,-0.009857083893089065,0.040727318966380655,-0.00670366713895468,0.038012172718721454,-9.838263453458439e-05,-0.016595883174766374,0.014185863888591246,-0.004808053265900882,-0.027713606571504276,0.028397121891311036
2019-01-11,0.01977807906851839,-0.011235519893164054,-0.010844305520809266,0.013814610587833936,-0.0029655813615866375,-0.032326286055807715,0.03781198952065093,0.007044410756659108,-0.016579900218441447,-0.0118314277767166,0.000420076832655181,0.011903140508738273,0.041847745513709206,0.012482396341043103,-0.0002449354569382925,-0.013543234230242234,-0.01650994393585023,-0.006427716833059869,-0.01644440791132863,-0.009420766112366455,-0.028149275487531104,-0.01436888442504872,-0.006981632416785122,-0.028643635920519373,0.031745505040402175,-0.019818362980975633,0.0045241137582716015,0.026733177826982417,-0.004958985518076617,-0.018711193369247852,0.004508196306385763,0.007926509367787786,0.002659442376423582,-0.009853002822100922,0.022976418488103535,0.02916776867953488,-0.004459768701794502,0.010930333034813909,-0.006540405463141308,0.018208412062890776,-0.018610001336023706,0.016687292620758357,-0.016039383895288112,-0.005419202241402416,-0.022165759532040738,0.011791127756405657,0.006200358257893434,-0.00811214217675181,0.049644473137612784,0.021065437618875606,0.010140635862516343,0.012218423847492586,0.003558002786859435,-0.0034981273645737134,-0.01992528942800533,-0.015418731511025107,0.0037671833025883002,0.006628734459306767,0.02961325115127184,-0.0030183314244212,0.03646208653221839,-0.0055160378748190355,-0.03892053821117593,0.004032529148112843,0.013666438759171342,-0.0035183125926472676,0.023984278588633456,0.009970242044944495,0.005523249516393162,0.009630921819938607,0.012221937343349544,0.009645046813014497,-0.04116631910718698,-0.009722140637140842,-0.04890329164393946,0.007287298148110806,0.00730086564597579,-0.0014836259396980953,-0.018203345808790645,0.012736492545251072
2019-01-14,0.003361862623972093,0.016643820359251695,0.02133395545515601,0.03393905864338876,0.01932149462110683,-0.014613891689834166,0.012671858118626747,0.0012859297505508518,0.006218151311960092,-0.005773172778402767,-0.008024409437716725,0.009959965824908995,0.01918541652170414,0.043796058664353446,-0.01679443684361552,-0.010515100433615221,0.006835119515543189,0.037523416784317726,-0.01796829342696716,0.02358880241442574,0.02707744748330826,-0.0022907969050523576,-0.0361034430530892,0.03623872530876853,0.04815879067438075,0.009678399448169879,0.004173425003330759,0.005125085426547014,-0.022626813359351995,-0.004370304825840094,-0.038076694965186196,0.020473606787897967,0.011929192641121885,0.011708534159137834,-0.011141702983534457,-0.009238778886638571,-0.004064028583828137,-0.04894917806884307,-0.015244493689448944,-0.00187050690788475,-0.00638476439101996,0.011841866446706616,-0.04010567458763442,0.018939858890428787,-0.02053510075781054,-0.01620555180299248,0.012125339970933624,-0.0014318086191951488,0.03390757330625461,-0.02350665731227586,-0.017886652852053125,0.014051764280209314,0.012107733112641572,0.007856433767179805,0.0073223241455986085,0.014437510983667008,0.0027727286759279923,-0.010077826389728551,0.021790273449592504,-0.004589125553422552,0.022103571371879866,0.007664608447499086,0.012943077870928741,0.013006061712445763,0.0012126768459716272,-0.013828902383627729,-0.01473528780988275,0.013359940985538119,-0.004336656056977546,0.048734197735042895,-0.016026895923698607,-0.01581622890136609,-0.018620057548029752,-0.01984747843364198,-0.010210257824185602,0.016947682006758377,0.009344694367938304,-0.02972905500182939,0.019480711670181085,-0.0022240389428206096
2019-01-15,0.010132615276054559,0.004593289866723811,0.004922909292735011,-0.010071697457336212,0.05675788503447429,0.0025440647046940257,-0.00475868058150363,-0.0412738765567138,-0.03188855317588734,-0.00284758970042587,-0.014969730731131073,0.03510681684886409,0.01943141901908711,0.021168489736991754,-0.023665170253315503,0.014350845115919247,0.03257231091142584,-0.02760202916429783,0.007681308978786145,-0.026089390010097066,-0.018797595726547104,-0.010277338346733871,0.012581565049034302,0.01829399311616861,0.01330466218111788,0.00832631418318482,-0.0023967139770032114,-0.00044736152088620024,-0.022014805005661168,-0.010876525012650986,-0.012417889584678302,-0.0035846180364711273,-0.016885340509294088,0.0032808605473581397,-0.0038523359943991465,-0.021176029743858772,-0.018863508926657602,-0.004048663266432995,-0.025167696008938277,0.0064063322410311384,0.001444104894958563,0.024992343389233344,-0.019185938216390072,-0.011249823997847616,0.022196637216681813,-0.012223528351386537,-0.005247200945017243,0.024535919335340967,-0.008050647973977879,-0.008799667752588518,0.002718174374962745,-0.041581851914284644,-0.010144004536453434,0.035253695424859434,-0.004488447021338446,-0.013933018065962097,0.0035572123301640095,-0.017798644022674608,-0.035886434026171664,0.021505606797113424,-0.029684235442508866,0.0047429450895928186,-0.004490508638051452,-0.0031241480386288703,-0.005468100135612504,0.0009769377088305147,0.013142463935092089,0.03259282228240016,-0.0008629921322591967,-0.017950629935512295,0.0176257914418073,-0.008445254606702642,-0.014882858578500437,-0.001195770938433568,-0.004791615256243343,-0.01311175765734847,0.0015210112630163319,0.027498199432995293,0.026000449630722233,0.012808565724645376
2019-01-16,-0.023069009293873538,0.045547313790308894,0.025764614785002707,-0.02538329190317668,0.022387082454413273,0.012359389645687847,0.029782050003013996,-0.03987139824684145,-0.0012535819454634375,-0.020704846448387482,-0.00441939199066446,-0.046038423294711694,0.027337485348890495,0.06157761616910475,-0.002558351829615331,0.004069272717344462,-0.01293145768485053,-0.0216309600722879,-0.00015945282633234744,0.030462481545393147,-0.003806773561672164,-0.017512365067695143,-0.015906477582781124,-0.017713674133455422,-0.01638577838004218,0.0011611042139881272,-0.025233840080388783,-0.0032915073609804243,-0.03476803850502494,0.009299343981513587,0.024758950521546332,-0.03158330894918363,-0.026289154837787147,-0.04482149604854814,-0.001508515823592346,-0.023515786309659732,-0.04186776288394734,-0.025601777909443558,-0.011237626246008752,0.023583044844401626,0.001547458048039665,-0.025587303981958767,0.004291063441313481,0.017356041352337,0.020468954340587982,0.004770703651068727,-0.03382686026521028,-0.025729660279537072,0.019297966737295957,-0.014052596231561305,0.050358162604052924,-0.021323688514507704,0.010103872387209237,-0.03827655185813264,0.0334923582369974,0.02297442628006333,0.007261074011606786,0.010458173308240544,-0.02125613627457834,0.011945876230718196,-0.04436606884423794,-0.0249398765148782,-0.015456659612955928,0.0034174760616763468,0.015900875306872175,0.02737814799944462,-0.008548539383536837,0.026181201593785796,-0.0083925633724811,0.009131339290087078,-0.007146650834769273,-0.028976046997426952,-0.00017528194987041133,-0.01999052637352874,0.011152155347242605,-0.018102980810906298,0.011139228202798364,-0.002637998691837968,-0.03304066766613843,0.006132643200198034
