Date,AAME,AAPL,ACU,AGYS,AMD,AMGN,ARL,ATO,AVA,AWR,BBY,BDL,BKTI,BMI,CHD,CIA,CLX,CMS,COKE,CPK,CRD-B,CTS,CVS,CWT,DRS,DSGR,DXR,EBF,ED,EIX,ELSE,ES,ESCA,FELE,FLXS,GIS,HSY,HTO,HVT,KR,LLY,LXU,MGEE,MGRC,MKC,MRK,MSA,MSEX,MTR,MZTI,NEE,NPK,ODC,PEBK,PKE,PKOH,PNRG,RGLD,RLI,SKY,SR,SWX,SXI,TCI,TGT,TILE,TNC,TR,TRC,UTL,UVV,VALU,VIRC,VLGEA,VSEC,WDC,WEYS,WMK,WMT,WTRG
2022-01-03,0.09795907443763197,0.025004065873115877,-0.004154087037530063,-0.00449844280382139,0.04405845632794425,0.007645792061626633,-0.05217390255453547,0.002290610502487578,-0.00494250935750129,-0.006187228793339994,0.0051180991158332745,-0.005183128885056565,0.020746875209554094,-0.0011259438237969377,-0.007707423120922652,0.013182706669622846,0.00326905113978615,-0.005226740043021039,-0.0037953344133290212,-0.02167176170361751,0.020026747172105175,0.022603293565788052,0.009693676643679705,0.0001394823004301493,0.03503193815799821,-0.026484032199807328,-0.025686444892195515,0.01075257245337835,-0.002226851474669278,-0.010842197594824188,0.04299362609969615,-0.02033436796398036,0.043698677843491796,-0.01374791626129046,-0.0007445903269530652,-0.0017808756165220707,-0.0013438703378089167,-0.006010648254254791,0.0026168881689889734,-0.0015466037792654097,-0.016255094040511064,0.013574625877024404,-0.013982095051249033,-0.006603655541480347,-0.008177276181741688,0.0030010810016261047,-0.01874650952472845,-0.009725756228203153,-0.0032522316032160825,0.007548298827863231,-0.018209520064875973,0.009021046870418825,-0.004888220865883031,0.0,0.0022900573662989476,0.021256430825643102,0.012838823758479334,-0.015588037206143102,-0.0016949897018034843,-0.013167901637421764,0.0001534570466352747,-0.01741607884323737,-0.010482478392249028,0.021483380699972576,0.0022036236074407523,0.01755484931913398,0.002961553334724032,0.005796088209677919,-0.00890985728373761,-0.007175423376314716,0.022214054570286912,0.016659503324757186,0.01661134915389817,0.006840502553011163,0.006071792516801899,0.01104130983135243,-0.035505429377087006,0.01639338097830323,-0.00027638912883898303,-0.010430501519044011
2022-01-04,0.040892151777373265,-0.01269160803519409,-0.013707151162215103,0.009941311750845339,-0.03873806650308964,0.0050729343002602345,0.14678901271719558,0.01190355932826992,0.011116566864014521,-0.022567994118688817,0.029573142293743748,0.029632076609847458,0.09756096568224204,-0.04180764541380899,0.0010814663060831897,-0.0037174684946251757,0.0037730981854515733,-0.001699930565647767,-0.013650118167546799,-0.008622742297882069,0.007853434646564184,-0.0013314075860613173,0.0012482494947541056,-0.027828255872032526,-0.016410276611458663,-0.049906189221154085,0.017272689125754637,0.005572607038544897,-0.001879685206419901,-0.012442810765084578,-0.007633616683796363,-0.00830261552959366,0.03155324565341,0.015333588589944158,0.04843490767171055,0.009366596402295757,0.008539891160968649,-0.02556345340954247,0.010440392668055187,0.021686270030185417,-0.018106214217417982,-0.028571401810159047,-0.012330452535072478,0.02621359051489791,0.007096593230160764,0.001821156238017041,0.009316025198780054,-0.001510922583407237,0.027732396896801292,0.004195287568029338,-0.010691561216743639,0.009786250632394689,0.004912232945465167,0.0021746988663560174,0.008377840256673874,0.02636451819869312,0.01394363188407799,-0.009269259535694352,0.0037530041072331155,0.016551204453671087,0.002606052217809296,0.0024696885192780904,0.0003655575036733971,-0.01101649078211897,0.009570944493312084,0.011090409606239637,0.01870095382695447,-0.006586009718173691,0.002115331351143279,0.009636344327442536,0.010687799522961283,0.005251946515722583,-0.0032680161886343706,0.0038219093767921652,-0.00391485659710078,0.025633207643950273,0.012559340837276611,0.0010454043644305688,-0.018320143588350657,-0.00489344702476846
2022-01-05,0.06428574026284828,-0.026599822180755406,-0.013292969003544264,-0.03937364890807071,-0.05726356721585413,-0.011850451673286022,-0.02036361694335942,0.0031997621985850877,-0.0030412225918391433,-0.003682289256501048,-0.020353802360490225,-0.020872899214106844,0.0037037311739112067,-0.008334133050349357,0.007071356733221679,-0.005597053929302653,0.010478729027903144,0.012383999831779846,-0.003895354747516011,-0.005020345176491081,0.002597389383432347,-0.00613340465135126,0.01457473303945478,-0.007871685840133646,-0.02294065468969886,-0.0007899075041363224,0.009830260453664419,-0.0035714218699445244,0.006826158169908947,-0.022049098593108662,-0.02307693774883568,0.009503408428356508,-0.011764557253809316,-0.011511344369437015,0.002487750385618881,0.013404015471677688,0.010982305116336466,0.006346836118038546,-0.02357107958982696,0.013861634067707573,-0.023087550637922116,-0.0533088159563736,0.006117331592801811,-0.018699644123998604,0.004352052461094491,0.024282828565584946,-0.021068763658868117,-0.005044192610556886,0.009523888625594168,-0.0074008317166806,-0.010476310954944279,0.0026322939775096366,0.05041270756581806,-0.003616818892915985,0.006797526367976037,0.018025923029913793,-0.0033337667855427577,-0.009647840116937423,-0.0137985064515872,-0.07131138819249416,0.0033638914766265238,-0.010000051989667025,-0.011959452792455028,0.003544288345530111,-0.02267582780345334,-0.02376584641141466,-0.012681285020691657,-0.016298272785857937,-0.02849608938187609,0.0008674718175991636,-0.0022913655444150027,0.029467061016640095,0.016393495228471444,0.002992487856398718,-0.018666857901884493,-0.008281608882648395,-0.0008552387749247714,-0.005818066867299909,0.013521060611475066,0.0018913692160678064
2022-01-06,-0.023489826048270213,-0.016693434308676314,0.024900005099507627,0.025384261468278213,0.0005876006951239798,0.00013342639604929651,-0.0341499650354824,-0.007786078289819143,0.0007042486227082367,-0.0014983914658599495,-0.0011653879858944949,-0.00032294138533850436,0.04428032664339243,-0.007415411473874922,0.001657984890923947,0.0037523416909557294,0.0062560626513714634,-0.011315024041630095,0.03253857570036023,-0.005685523461892439,0.025906815720319276,-0.0045613762922808165,-0.030432065083928372,-0.00995373381888609,-0.00533620578497318,-0.017984187250075112,0.017699097866309854,-0.008704684817680053,-0.0021038899146674783,-0.008895500865982897,0.0,-0.0036981788831412787,-0.024404863512872632,0.0014957665899508754,-0.0010635115200383627,-0.004505865647830398,-0.0021829808399815853,-0.005606018159354131,0.004298961025977155,0.006622692185807244,-0.005064436095900571,0.025242740200695613,0.002481883796347173,0.0018683330673245901,-0.00443635101482065,-0.0006339729962546725,-0.010112207408071727,-0.01588478347796196,0.029874342566004186,0.01328852371514877,-0.04413230006464608,-0.004892759594653406,-0.001745084349406567,-0.0018145741395083625,-0.00825196534975714,0.009739130269931673,0.020905923344947785,-0.02685901136477964,0.015526298903699942,0.021201379719663738,0.007162373328527094,-0.007173070297631923,0.023745933870465086,0.017406721796934255,0.010880201226014963,-0.013732899960119616,0.00709499330560881,0.008424410304580743,-0.0016295864689931383,0.00693546546823165,0.00600580882588142,0.021518345667637773,0.0,-0.02685412338370763,-0.002503061992454092,-0.034595925354346746,0.020547863787604648,-0.004351942745506432,-0.0027795182996567247,-0.014536567221472563
2022-01-07,-0.0034365076533647843,0.0009882808799244192,-0.009298295879654472,-0.012718545857808738,-0.03105039903252349,0.00941483519080144,0.017678673189085448,-0.00453814866956781,0.007737443411785838,-0.015406135749483352,-0.0036933229884914542,0.0,0.039285845196310065,-0.0260983436279294,0.008665009134139812,-0.007476628517019468,0.007617667533847516,0.006495583334612753,-0.04118121666223662,-0.005932416675901164,0.003787859272166294,-0.02183290484699474,0.015595953077347513,-0.011656722791605678,0.002146016290299313,-0.011068610429884718,0.0,-0.000516237252572993,0.00351394497330193,0.005880415784783821,-0.06456690607396687,0.008548808753470416,-0.0024403554316793086,-0.023255926589265008,0.009581493938822572,0.008678951463648943,-0.003662506337792082,-0.006342423443977063,-0.004280559069368528,0.021222294675026454,0.000655532985942564,-0.023674241483512604,-0.0012377660100933996,-0.015414976860149143,-0.00466370126050808,0.018647741048782196,0.011250649808327351,-0.03666188971223083,0.022900510505545757,0.01311405704729407,0.007461842657234818,0.0015589905643464963,0.013694396843278112,0.0018178728044881964,0.022692876428734854,-0.017097936578938877,0.017201394351269217,0.007508964449591371,0.0007999178118667238,-0.06960335067902013,0.006052419370209394,0.006045614810228139,-0.003700329331448149,-0.008430452198147087,-0.0024639378196634754,-0.032911385898571566,-0.006559183679499037,0.012531402665924007,-0.012513577406862875,0.012914453696511119,0.0016024813842452357,-0.034976068195239574,0.0032257692783697056,0.0013140927281540815,-0.01321497338762223,0.016836555261212194,-0.009647706713210247,-0.0009043611764523174,0.00954564793443513,-0.0003828624916241141
2022-01-10,-0.013793174916467366,0.00011638263567448348,-0.031183590090570257,-0.034506555276690554,0.0,0.01355106108277404,0.003776449516557756,-0.0013297581280610205,-0.000698240703405073,-0.01717131943981831,0.0024389067226475714,0.0019386077103356048,0.024054874252066094,-0.004295785671117325,-0.0077218004504751026,-0.013182706669622846,-0.0011119891220138234,-0.004609797534042337,-0.020433401510912996,-0.005176679046854926,-0.01509426214783216,-0.010195733871473212,0.008350214142436974,-0.02432515727653295,-0.020342670717243716,-0.014448495996974287,0.0,0.0031006524824157555,-0.010388832196121522,0.009846179234674679,0.04040400148252998,-0.007472441726828927,-0.04709488856667088,-0.004587279271275779,-0.03479802714650215,0.002916643628536608,-0.006178503213746245,-0.016454193911100146,0.001984104494158645,0.02036563267889302,0.0023507303930687673,-0.005819633091627918,-0.00954270318687811,-0.010227678446517952,-0.01478546147901505,0.025778106184125793,-0.014879283552801992,-0.02308387191680661,0.0029845915946844492,-0.004509892333621868,-0.024534499559534573,-0.0032327535260180396,0.014084354088875317,0.0,0.0007395810363073352,-0.029884186920743572,-0.04576571687482556,0.02689075453855616,-0.0036412810941940377,0.003576026132229959,0.0010527170032705868,-0.005862525500353488,-0.02554592504796893,-0.00975251782886788,-0.014559363422709692,-0.022251348157188433,-0.012470985661707346,-0.001925121890598902,-0.003856732578261468,-0.010412402379372465,-0.004443677986451955,0.014209449713981082,-0.019292618921269655,-0.005249569975508961,-0.02898797388919505,-0.004405234108618816,0.017365852613556942,0.005581744779037834,-0.0019323874524397322,-0.009007507895864575
2022-01-11,-0.0034965001564449816,0.016783864379384505,0.011875013811068591,0.013819347140531457,0.04022725423177076,0.008725031232493574,-0.03310756822018468,-0.004850148829056433,-0.010710025458819827,-0.00868409196875819,0.013041600989528446,0.045146680434996256,-0.023489829360594627,-0.0016433689443825505,-0.009533266897513548,-0.024809092229410412,-0.000723443595487816,-0.014047547966474672,0.017456724574400395,-0.02189947105102874,0.010217060420251611,-0.009465511519750947,0.009328215514201599,-0.017226031299248823,0.028415272652717816,0.0022713320185505648,0.0,-0.0015457370896237999,-0.020169839878116713,-0.01950035448396048,0.008090645974711208,-0.02651985825042591,0.004492908202150314,-0.007351045478722007,-0.013109933290871068,-0.003489741674430058,-0.003133807135748734,-0.007931835442687163,0.006600476882867801,-0.028309495356323322,0.008496373388330092,0.04975611989091089,-0.02352379745058375,0.007909526996415783,0.006235349065181639,-0.008498299865143721,0.01143216916306855,-0.011404012741820568,0.034226413600089156,-0.00882565301986149,0.0059320226442227675,-0.008408350174411439,-0.005952223719083216,-0.0061704474891568495,-0.0059127949722461715,0.010574827886955296,0.0478199943578963,0.0035309538489212144,-0.005348688233851484,0.017531295087479304,-0.00991566130823418,-0.013858266996782387,0.00697215234542603,0.008838441977392808,0.0005715903685832302,0.00937090964298215,-0.0038377923869763464,-0.02728015844807885,-0.01050887914045251,-0.02168763181557465,-0.006784397511068407,-0.009746348173673813,0.0,-0.016270671343439513,0.003666094415728516,0.007323759187373602,0.022481133603289072,-0.03330327034558278,-0.0028350994569833476,-0.004641165698926586
2022-01-12,-0.03859645422914548,0.0025701416111778563,-0.008029667183741096,-0.0011750702222574905,0.0011652732135625232,-0.0026678139262469314,0.0015563815949917181,-0.004204899713805776,0.004471537239997714,0.0006255766394176465,-0.013546166077576638,-0.006788060828443077,-0.12371136547581219,0.0018518637140525485,0.007660610187873784,-0.033268115822343014,0.01358808077181295,0.00391424035843424,0.007926394025866257,-0.006650631329247703,-0.03160560588307515,0.006183379482860296,-0.0024521537976495145,-0.003997735627128796,0.004250777189745092,-0.015245192923555972,0.001739170240319332,-0.00877192387933401,0.0014447505200378963,0.0010877596658716016,0.00321026980181105,0.009927081266282833,-0.0006388997948857389,0.0030949432590801074,-0.014391159024518818,-0.002918083943002525,0.009328471355513512,-0.0027616937676494535,-0.012786621644391039,-0.011947197888420136,-0.024397697898570714,0.01486987397850048,-0.007047661167222774,-0.007088080184511125,0.001680593962233523,-0.005754893069361056,0.0033565159936994604,-0.01476565736543245,0.0,-0.03021495723150802,0.003538244949734537,0.013325132567186815,-0.023096862308076282,0.008035081362800733,-0.019331013803215336,-0.004549512529961497,-0.00442955477925755,0.0004887130246251647,-0.02312242754398497,-0.020731135175687698,-0.015022692759169232,-0.006129536496259247,-0.010431954826058298,0.005757184927257741,-0.013535137409259712,-0.013925802314835645,-0.0031072556444849964,0.003965859543401784,0.005030752132946681,-0.01646167035564372,-0.005572632998386617,0.017018660254016327,0.022950797051757288,-0.014305157322307305,0.00956692500262335,0.007876490051836438,-0.0012215754800596335,-0.017535757282965525,-0.005270495255632612,-0.016320118710209552
2022-01-13,-0.0072992627949434175,-0.019028053034994552,0.01992518559766121,-0.015294153550091893,-0.03440747570770164,-0.003926542064980554,0.0,0.01717838272259642,0.012183857088231553,-0.0041686008516746975,-0.0007790128813426334,0.0018639943301741457,-0.015686304066265033,-0.015302667083204491,0.006725289007755597,0.01417007507096324,0.005274534302812439,0.0038989788181875706,0.03160583090209257,0.007662063729843016,0.01566578725764156,-0.008938577480643084,-0.004159501421776346,-0.014664912924857831,-0.007407321930991251,-0.007740563552099289,-0.013020882486467267,0.01926086491569179,0.00901538985538508,-0.005587482160474777,-0.009599990844726514,0.006629390286562842,-0.001918218478637268,-0.0019834363143860223,0.013103586490509578,0.008341765079353358,0.004595456854367352,0.00043706788959352316,0.01660564414508925,0.049639378252675836,-0.024421552474320873,-0.004578772013327015,0.012130904155829736,0.006088550266986292,0.0014677551952420043,0.0014779348691680294,0.014542335898053649,-0.01929563141417545,-0.007194138256474192,0.01420095875553562,-0.0022327696293429344,0.019964236113664935,-0.00671310672286618,0.003985516730200311,0.018953983305267208,0.05758662832438333,-0.002561612736984964,-0.01162463905719291,0.010458599102776578,0.00858244089102067,0.017408569444415933,-0.007972281147485716,0.013527275223538249,0.0017421526702976475,0.006058663716340895,0.016812243300612817,0.0067324465104092734,-0.002539466076426189,0.004449384079133534,0.03459037998082404,0.027476431684237745,0.024798446089870918,0.0,0.016326835059390143,0.0015507157481879918,-0.00045087486405770427,0.0,0.018796469771268587,0.014152228284646018,0.0007898130100087997
2022-01-14,0.0,0.005110640744523165,-0.0018314678146575947,-0.02054950602175276,0.031188784227236255,0.01953637467255942,0.0,0.0005662011261831079,0.010416591076992221,-0.01653589852791537,-0.024951400150348135,-0.0003100237183505383,-0.00796818221215534,-0.00865646623751315,0.009003675174009684,0.015968047914422856,0.01983937675323766,-0.009631874968379806,-0.009955219278285354,0.0033218795000140577,0.011568064338074446,0.01014637735248547,0.008353750279718408,-0.02068008221946105,0.0010661444756936422,-0.018553680422793595,-0.001758971353619465,-0.006639300707641516,-0.005003375042155089,-0.0049944767914770205,0.0371567070997354,-0.007834796811913902,-0.03267150402281627,-0.0013249773981686142,-0.011825472615375476,0.014513561926074336,0.014181283563533098,-0.006556825928435095,-0.009800688874289532,-0.007275726280164263,-0.022229369037074953,0.0027598650678042347,-0.006375161765085791,-0.003821985047295806,0.008795207674448635,0.0007376631161708502,-0.013458783672533614,-0.024832841691248775,0.027536635718462543,0.0009657081662275413,-0.020023836700452158,0.02613688209735665,0.013517570991919303,0.006135056125939009,0.011904952755883658,-0.029818451082138542,0.0,-0.01630757719663023,-0.000363091707601515,-0.032194074651637705,0.010448321560744267,-0.0033358988066821693,-0.0029455028557155982,0.0027329344186723947,-0.019616692189371565,-0.02050244026428072,0.0035910260797478166,-0.01131540311037793,-0.002214784571513473,0.004314071497522498,0.005805749588782216,0.0003934501585427519,0.006410339860942527,-0.0071397125106748005,-0.004644809479654066,0.0019545199731867413,-0.004484453594360005,-0.005891558754723025,-0.0028183385855002907,-0.02486668582558993
