Date,LAG_01,LAG_20,LAG_26,LAG_32,LAG_38,LAG_41,LAG_43,LAG_45,LAG_48,LAG_49,LEAD_04,LEAD_13,LEAD_15,LEAD_18,LEAD_29,LEAD_40,LEAD_41,LEAD_44,LEAD_47,LEAD_48,NOISE_004,NOISE_005,NOISE_007,NOISE_012,NOISE_016,NOISE_017,NOISE_027,NOISE_032,NOISE_046,NOISE_050,NOISE_055,NOISE_060,NOISE_083,NOISE_086,NOISE_088,NOISE_092,NOISE_093,NOISE_095,NOISE_110,NOISE_112,NOISE_119,NOISE_122,NOISE_123,NOISE_125,NOISE_127,NOISE_128,NOISE_133,NOISE_137,NOISE_142,NOISE_143,NOISE_145,NOISE_146,NOISE_152,NOISE_158,NOISE_159,NOISE_162,NOISE_172,NOISE_174,NOISE_177,NOISE_180,NOISE_184,NOISE_187,NOISE_189,NOISE_191,NOISE_199,NOISE_202,NOISE_203,NOISE_209,NOISE_220,NOISE_223,NOISE_228,NOISE_230,NOISE_240,NOISE_250,NOISE_253,NOISE_266,NOISE_267,NOISE_270,NOISE_271,NOISE_300
2021-01-04,-0.0016690910936550084,0.012032459319594336,-0.01911918326690456,0.009156861096259138,0.009810816529399479,0.0050727624173116485,0.0025992893877373976,-0.01662428539199516,-0.007666441526236109,-0.034514061889879676,-0.010823381935710037,-0.005388212366653358,0.028055286211614003,-0.031900644339124304,-0.011339758276853556,0.032386441526466095,0.011282338528003954,0.01947913387091841,-0.01930984381996071,0.008449692438685442,0.019546700248046202,-0.033887447082926674,0.017979027692082296,-0.008555093126823218,0.026218919692409668,-0.02663837952957144,0.005089893166313708,0.00669631140400353,0.042506313762001195,-0.018287559897367394,0.024079961973250148,0.029947889531028525,-0.007378191306173965,0.020594708296979448,-0.010794315819015934,-0.004284586122345913,0.008901412686816485,-0.00837076804144661,0.0033518352802294087,-0.012861348764884473,0.006668110611250527,-0.026598122439770628,0.03501606456443094,-0.0002232827872893917,-0.0008751273282008037,0.004283000289192596,0.04173585499137334,0.02131102510005221,0.011929292668093982,-0.004447579853104304,0.043602174904226736,0.004305426690067376,-0.00796147863785186,-0.0318923203729566,-0.04099629765696793,0.03496213193613306,-0.023788726875955825,0.003917353201785871,0.016724897112682508,0.021110464806373283,0.043732560104888636,0.012092494144140856,0.010343887648961948,-0.0029439665423153984,0.05842035839077287,0.0006937394833927753,0.003920711561244587,-0.008478681235389422,0.009166856341966206,-0.018588729400190337,-0.0070428728012489695,0.008316468128246126,-0.0038857488517982683,-0.005283068141902805,0.012792569294389843,-0.002755801934516932,-0.016655284688862123,-0.03667832792281623,-0.00304284557427845,-0.026508071969257665
2021-01-05,-0.004854625986161689,0.013351653199627672,-0.005874827150568665,0.03819656627143416,0.04743901521515439,0.00961181175324977,0.004734513732172271,5.91142953562595e-05,0.006508688100450481,-0.01244621911870011,0.028199750232322792,0.032887605714024895,0.009571822197394855,-0.009801889201325796,-0.003068997022537692,-0.02518925529828714,-0.02004775289232969,0.03452912743757377,0.010272747780004084,0.0052804489799270675,-0.012356177205103645,0.0027343691263977637,-0.02199472367832552,-0.006836577153319765,-0.010931652336479334,-0.0005681882075812361,0.035917881264200355,-0.03654646342288253,-0.04267265456855917,0.022474171183386044,0.0057942617686682855,-0.018922523658539043,0.010885895767952458,-0.014563879283418783,0.01816292098596793,0.04041658112999309,0.015391220250324474,-0.03485366725434712,-0.017966250539890892,-0.039136267652441006,-0.0014120327036986164,-0.004353369041676031,0.02440257837297068,-0.014595665277393557,0.011169207912814883,0.0022762369209556868,-0.029866257992117663,-0.018309925173907768,0.027024083596019054,0.016106361070424013,-0.020106809815041964,0.001324043071828229,-0.034063438846667564,0.01905452519730859,-0.00024313736714042192,-0.0036982028268845142,0.04792823875153292,0.015320220553847465,-0.017237957400565135,0.014697889682986614,0.008472953096488193,-0.02689590646603977,0.01172444716615146,-0.01712658164492011,-0.057014974712788345,0.0009302104097323891,-0.029780248801604698,0.028927337924739532,-0.008774922652291081,0.019667624294840882,-0.000512848037891883,-0.006812108089591705,-0.010347190475179418,-0.012155674084865092,-0.023519835338141237,-0.0037540896593219004,-0.006378338680172506,0.01233786183463403,0.0348579030752755,0.02334725310616253
2021-01-06,2.8756905147593603e-05,-0.005822367531532333,-0.00944791787984131,-0.013384121371406255,-0.002950683863625979,-0.026940044441504975,-0.029744464645463077,0.0033782850363596657,-0.0028801539285946334,0.009355196778903209,0.01563023451244848,0.0005934364995488997,0.026485555262593427,-0.010113125563569435,-0.03546477156524826,0.04391946105791914,-0.0038978562334534422,-0.0010379477364203626,-0.010873354877506555,0.0006008272904256984,-0.012905687527275512,0.015473942195436382,0.0042272103539230735,0.006081181594768494,-0.03949808034812332,-0.012496586548197658,-0.03679169578703983,-0.004548758427927494,-0.01219146769548636,0.0390541410781277,0.004676024940851283,-0.022467745770566955,0.01355511593847621,-0.02045569877525042,-0.007642762985814586,-0.02280444056437929,0.02617620385069057,0.014040697457333043,0.002111298529433831,-0.011258871164693887,-0.015110388855186063,-0.00280035908263675,0.046123123708967206,-0.0041707657017988195,-0.04115701291877924,0.04815988058426756,0.009858142060284706,-0.02059724368018578,-0.00048655346158119674,-0.013883553233976016,0.023772715574218638,-0.007654585098214472,-0.02280522566364919,0.005266480968657429,-0.000696579311269995,-0.0072969827766430915,0.02375877199931521,-0.04188797829818764,0.029548242953060452,0.032252695901661216,-0.01139337229930886,-0.0049645933635235435,-0.009020675397928278,0.0025807902361964386,-0.021751652023605607,-0.0013573249523168387,-0.00843501642625468,0.018930900594898,0.03261379426426552,-0.014172006725783576,-0.01350437229561282,0.011070894127560597,-0.020815324596755863,-0.006840927819908244,-0.006227915718561706,0.005173972159918649,-0.006774649661243421,-0.01583369231135857,-0.018924076008972085,-0.0013199019816867003
2021-01-07,-0.020199312624891184,-0.004967891517856104,-0.008288680814527551,0.02579486717761107,0.006103517476717691,-0.01697094118952633,-0.019997450441887988,0.039004173237580424,0.017052870572247872,-0.01588109405400443,0.009796815294757844,-0.005308927564510062,-0.022756643015859397,-0.015148173119588238,0.019091796810206715,-0.008681476435188141,0.043645356193909864,-0.02887853059750073,-4.709698295663483e-06,0.01262434755302642,0.022978795566655507,0.0029723463836445647,0.0016684626381709368,0.0013431259917345193,-0.018752580225651815,-0.019600694124487318,0.023286213442246413,0.011721783228828237,-0.004096984519047871,-0.0400436579811675,0.031850867522453176,0.039944499285804125,-0.0035117937889004264,-0.01164223341421145,0.007307329808320744,0.048283352662808685,0.005251141605091942,0.017827676210034657,0.018098543209277864,-0.04622050790180489,-0.023375638822084283,0.003492404864069422,0.0049347165653421884,0.0010885053073295692,0.00015637681037508294,0.020328184315171634,-0.024756559752594644,-0.022312210551621324,-0.01722146990492795,-0.022300715325740593,-0.013763002414386237,-0.01723392534171619,-0.027888047374061326,-0.017696648955667124,0.029247327605494276,0.015837444454783214,0.014578550336501097,0.03594859953778964,0.027063504049350845,-0.013499127355042002,0.028332146157224673,-0.007213312196543253,0.007945895977754367,0.001973270486926345,-0.010806848812367726,0.01310365202053865,-0.02165051081639407,0.004667419746662425,0.0008575315468847177,-0.001242001467412941,0.026163307655396283,-0.009798819363843981,-0.008230286440751666,-0.04610581462294503,-0.0018562502339956508,-0.002952114491221797,-0.008098128344097854,0.0217974899277768,0.01171516586147961,-0.011957579433468148
2021-01-08,-0.002946237521050417,-0.008498491066066868,0.016299384195421707,0.02286751287667131,-0.0011554691308686804,0.031699651903858046,0.046768057880438973,0.007770599591156214,0.0012911033669744838,0.012505021012713,-0.008666444387132677,-0.02081803728945778,-0.020459357697361354,-0.001422971243820705,-0.0031817332873722674,0.013591662987712937,0.018554318375001693,-0.01128619788280341,0.0011299268283696882,0.04982496660014532,-0.0015053970694975478,-0.02127416927049517,0.022099918225312886,-0.01162539113809811,0.01218425713256948,-0.014972161600148666,0.010007430879150729,-0.010273528651751572,-0.02876591807822029,0.008359378068281974,0.007801294814204003,-0.010208872432839392,0.04878530698884476,0.016862995550319303,0.0016275042238571953,-0.013856835743402449,0.0021982707249340043,-0.004023768359361764,0.016469006894959004,0.0002548998860486812,-0.017366414405338287,-0.020036335139368533,-0.01728674548842429,-0.016059464649526848,0.01209611071884838,-0.03289318339667424,0.0011847092846249182,0.00530390829701747,-0.012543187916865388,-0.014030568601415827,0.0019508258764022682,-0.025008772712923455,-0.0019578081807024783,-0.0028660816687901404,-0.006395328739054311,0.03494862423913093,-0.019853931410371,0.0026660977791575823,-0.011641203195341595,0.007899856105775892,-0.01951847245183715,-0.007373829382205019,0.0006177266481483362,0.030390258468271935,0.023602517317414296,-0.03151029233189032,0.009397155692349049,-0.0068603759035531,-0.0019709356168439557,-0.012433080167385225,-0.03957076134113013,0.027849657790852692,0.008125894213379404,-0.02536182588027923,0.015335164017751939,0.0003113674889037742,0.0030148943393780775,0.003975717768458064,-0.007223670125231252,-0.017111679906784166
2021-01-11,-0.011256739624835924,-0.006874845838110873,-0.018754801361276732,0.0073840683873364725,-0.012476139864338659,0.023120827824962574,0.020753345917190587,-0.002140070440347133,0.030706784224039465,-0.025465105294540068,-0.02667843085435397,-0.006491534795692882,0.009833223497120186,0.010710250897306291,-0.020455564819755044,0.02658511259160163,0.012449666691231237,-0.01665208823980469,0.002436026446267394,0.005996609282554866,-0.010302649574528358,0.0007566543671634941,-0.03141611242133631,0.03470807491079626,0.03661561022881514,-0.026987628419540177,-0.02196986039850972,0.016765002070680605,0.0294407941095237,-0.012701102100012922,-0.002729958062015931,-0.04795318439400309,-0.01732966927741472,-0.007732776963078657,0.013498931231629471,0.0007914004941245583,-0.022984149636908507,-0.009792035376108602,-0.003415884358531876,0.019108393263146128,0.004894921358909001,0.01870392160286119,0.0340621335910054,-0.012143624244080954,-0.007372213682846282,0.007009999865753587,-0.023452827132344152,-0.000781001963210037,0.008568249723204474,0.02764013796441022,0.009008718024334153,0.010562652599827298,-0.008730073344735188,0.014807877954159868,0.03071730086787005,-0.004760673403182574,0.0237541207911872,0.001171507515392692,0.018682089792726245,-0.0011376088777173452,-0.013649945678796916,0.013415590921620547,-0.011483415900202154,0.005748611473205977,0.0031882266107802018,0.013128028196203527,-0.009573387174395832,-0.031451189297454385,0.02921233915629914,0.013143627945875319,0.006605712781626391,-0.008280381248890375,-0.02886256645691348,0.010004770568200967,0.02448713353689079,0.024276246184377372,0.016225565039624787,-0.013191397673014084,-0.019024721466545897,-0.010391540136109347
2021-01-12,-0.00945676307378907,-0.0013705076078013006,0.0012033506510248154,-0.012431781309817773,0.03793540214346578,0.03883390962557706,-0.000148593449882271,0.010360116396630231,0.0011033794010220405,0.007473239693750278,0.018450175932096427,0.013537242746688254,0.030014727653158827,-0.007681818364215973,-0.014492347770993745,0.009171017175702128,-0.018487268801283187,0.03934732222182988,0.0316947928609024,0.0009093305246638726,0.025876970060330046,-0.04847675919719162,-0.003658055386715046,0.002135462913127236,-0.01394738499502257,0.006974057005615731,0.009114786089171295,-0.013150869237800067,0.02186531134961527,0.022611933946938438,-0.04473371534235446,0.023252428926852867,0.00019965214560396186,0.0018851892648170687,-0.013202025151496141,0.021270437128508034,0.015232203024614756,-0.017979998637511995,-0.011092163879709342,-0.05195240819924954,-0.02492154252024711,-0.011305912479108567,0.006795622200243925,0.006377876862960792,-1.8229824735108967e-05,-0.010018942254480974,-0.0042881429550213936,-0.00490214094675587,0.03018766896695778,0.03383822232656806,-0.007899699161903733,0.008065205944711011,-0.004894798428787706,0.02710965135960253,0.006532662416991673,-0.009810563903017266,-0.0011298655381398821,-0.014694054870785594,-0.038902583329139546,-0.008400566810581215,-0.005905588620103216,-0.02522770161325355,0.021901665778276236,-0.01168802720369689,0.024141164304917542,-0.004885080427446208,-0.028009312434924473,0.03902735452433333,0.029546688694224943,-0.01057071845295134,-0.004221812087113653,0.007190244733379903,0.013509836274147528,0.02938591476265969,-0.01444347232539514,0.010594879100013683,-0.007268822519203881,0.0068526624187614385,-0.014112773563157162,0.0036884590188571947
2021-01-13,-0.014529997755099371,-0.019711579050109552,0.01431965378561127,0.018984280243775107,-0.024417271884999724,0.012065884051683498,-0.006200082299783934,-0.00048698393507841213,-0.0023104715942400184,-0.012612606499142148,0.009071597042906622,0.05337765516446512,0.02730116643024448,0.0073685961686953795,0.010128489938946923,0.006272454209685392,0.0007863871355566391,-0.004942364851757297,-0.04812556276060357,0.01766986854210389,0.014621266217623993,-0.031145722811276814,-0.03739623822153796,0.010112870938204368,0.02864167517458235,0.015468588291673826,0.0025990963457656526,-0.025936320062795146,-0.014855051553638,-0.015036561242607376,0.003682201533068494,-0.0019376126105785346,-0.01604732162447195,0.029274821159501762,-0.016836907227915456,-0.006566642971583031,-0.01831682546161241,-0.003779961260411689,-0.010332320861236569,0.006233283880531319,0.010910014227484567,-0.05082471251076803,0.007504829142194055,0.003788720194977325,0.003401438245896456,-0.0052254236975596705,0.01031722758171565,0.0008651911472770679,-0.02685326605849399,-0.00332681578262326,-0.01984433925905765,-0.011994912481824667,-0.00319196480484748,0.025071781996058855,0.015524215194357106,-0.010094292847774721,-0.0030744036437556923,-0.03127949083057458,0.00034745763039919505,-0.014580281816789038,0.012345749211519836,-0.01953063281882745,-0.012592773644517193,0.009442017383983493,0.010686062153943026,0.002477901396307463,-0.022294753164184975,-0.02809472504531681,0.030894612707146142,0.0280571278242192,-0.03530590921654832,0.023628454943087466,-0.02443668734834056,-0.020268802225784303,0.0015495329172120046,-0.03143219742881796,-0.005577327836087937,0.004364628089967263,0.04264321241884014,-0.008211882200807211
2021-01-14,0.01688425716785499,-0.012018964023222951,0.0400044445368198,0.020938370519549124,0.009050511113873828,0.01724291370698168,0.015591220051006405,0.041915078961117375,0.03075867707067976,-0.015641790022511818,0.021977415756879736,0.007180555448119602,0.022900029570439698,0.004230085246763695,-0.0028375345276602155,0.01612823524523518,-0.002276556289247988,-0.03455122075272672,0.010619736587240042,0.06430748392425664,-0.02870067366353867,0.044575610459597736,-0.005998544947228145,0.014497688938194073,0.004003274947458086,0.000354647661272742,0.016714014710824766,-0.015758018120001077,-0.04196594749318732,0.01648254689182822,-0.0232013990067462,-0.01674777046773189,-0.018260866081251312,5.583376234708702e-07,0.025860973623846963,-0.032887536479820824,0.0359736341167953,-0.02553164044979368,0.008003453903881184,-0.04588797410689256,0.02744314946146485,0.029426026947194636,-0.013429647419701518,0.0028915317333222897,-0.011228044572337623,0.009140462278353582,0.03174953054383547,-0.003229698287818336,-0.0024594221324153796,0.0046628224721235526,0.003749369538648104,-0.05666943573248256,0.003465977376220084,-0.0313037325562819,0.0006159951946294383,0.014322435093438104,0.02460898919543307,0.01508247562869514,0.021933844903361456,-0.0063900010432676605,-0.015399544842152757,0.018340711870493003,-0.0035809015047532575,0.02919435733187355,0.014477392785225036,-0.004407915835681463,-0.03662469022208646,0.0027601074824770734,0.00913113705341735,-0.02432466196333024,-0.025303534472706425,-0.002376673025856336,-0.011531158707296192,-0.000591174479560694,0.00661159827086929,-0.0020263641484121134,-0.011838691001123256,-0.0036875611124033416,-0.027778828077949572,0.0021273460061058853
2021-01-15,0.01739755639456237,-0.014569951760513566,0.0062093045224075405,-0.01109133379737886,-0.004002940131362038,-0.003345377841645528,0.0018308155920770085,-2.678914940443299e-05,0.06587963512712527,-0.005211815002007104,-0.008148423964090741,0.0035352739994441375,-0.038519358918143655,-0.0012148131377420243,0.01413804561253842,-0.000324524174085906,0.007634532935757723,0.0008616748440424016,-0.01136939002748838,-0.010508859828683792,0.0004396992136281057,-0.007604517368545656,-0.030596287917160302,0.024365907232910527,0.025018353973487298,0.0023961066820121736,-0.03098743719555235,0.03477010217648272,-0.014713876754065826,-0.035349757067343085,0.007526945784083319,-0.006168097039600286,0.03525276281449965,0.03165976580015425,0.01769631378692821,0.011983827274729393,0.0057686287441319475,0.01386476355350049,-0.014040648412463034,-0.012104831094738101,-0.023402780430377856,-0.030625846408837764,-0.0016751028422005948,0.002019721608482342,-0.03353877823226053,-0.025962684554749385,-0.006020260082125957,-0.012209107263303914,0.019848366553637548,0.04764247214982913,-0.005422899488296602,-0.0013029191625266046,0.0013085315542867729,0.010607256734597904,0.022575431763105166,0.03385764431787034,-0.03200003273497388,-0.03618122072453261,-0.015359476424256578,0.0003212988186295442,-0.00584253683728263,0.010496719685197964,-0.012635924668372319,0.01576261362559779,-0.0004897555555833609,-0.013721858901686111,-0.01103171850214092,-0.03478181119253951,-0.0006488035474779705,-0.0024900526524281284,0.006673765904064139,0.007052692046898619,0.004512950371926807,-0.010583958245827167,-0.0039200979707256275,-0.0009864890688628222,0.040881070432964864,0.008179009526190554,0.008060368731555119,0.014506558250031137
