Date,LAG_03,LAG_04,LAG_08,LAG_15,LAG_22,LAG_27,LAG_29,LAG_33,LAG_35,LAG_43,LEAD_01,LEAD_08,LEAD_14,LEAD_16,LEAD_19,LEAD_22,LEAD_27,LEAD_29,LEAD_37,LEAD_45,LEAD_48,LEAD_49,NOISE_020,NOISE_021,NOISE_023,NOISE_032,NOISE_040,NOISE_041,NOISE_056,NOISE_060,NOISE_061,NOISE_069,NOISE_072,NOISE_075,NOISE_081,NOISE_082,NOISE_085,NOISE_089,NOISE_091,NOISE_100,NOISE_116,NOISE_119,NOISE_124,NOISE_127,NOISE_132,NOISE_134,NOISE_140,NOISE_142,NOISE_145,NOISE_151,NOISE_152,NOISE_153,NOISE_156,NOISE_159,NOISE_160,NOISE_161,NOISE_170,NOISE_172,NOISE_174,NOISE_177,NOISE_181,NOISE_190,NOISE_193,NOISE_204,NOISE_205,NOISE_207,NOISE_208,NOISE_216,NOISE_245,NOISE_250,NOISE_251,NOISE_258,NOISE_267,NOISE_268,NOISE_270,NOISE_272,NOISE_273,NOISE_282,NOISE_295,NOISE_300
2020-01-02,-0.019825645829888532,-0.0258514952320248,-0.013036825782489827,-0.010984264198450258,-0.009344500478345202,-0.009761446389446414,0.015429534856010969,-0.012882523007854356,0.0039011308349883762,-0.014611758121745151,0.010161754288415729,-0.00015417302964488156,-0.0016682146949312275,-0.008696412257322284,-0.03343944943585104,0.005342725929234615,0.03118364580964703,-0.024927869970783247,0.028396889747461063,0.029347519766553566,0.01507288563266927,0.015673209484534153,0.02049313829799217,0.02576899944825628,0.006657415342921973,-0.007223829461678044,-0.015683672570903695,-0.004168450296202129,-0.015791689228878972,-0.014514505673241963,0.00393591021113084,-0.036057956288629935,-0.00667783287607335,-0.0036155218444054787,0.026101299862577254,-0.0072063267968043064,0.02724678954414364,-0.02780349339841671,-0.002178555400704887,-0.017581678929205636,-0.015268808022232981,-0.0011882861672357157,-0.013990508604043925,-0.0031312328400348232,0.009899529757085818,-0.009225128128927512,-0.046542668431912695,0.011075114514006279,0.006806905905703316,-0.0012206942885986832,-0.009450031997025357,-0.015879943932326716,0.0022323617499076425,-0.009296375821235034,0.029713513597076507,0.022986362789670894,0.021670287434304422,0.018384343158627282,0.005646997948198147,-0.024949834015878004,0.0075017273234478255,0.011290709379188938,-0.002258067884157742,-0.011945167015238671,-0.023063497145260233,0.016599894751575632,-0.015087477505041592,0.0002919671946051482,-0.024497545989103982,-0.008587080368153806,-0.02757535592208533,0.004766942795955205,-0.01078471621038496,0.003482996792294367,-0.00739019971480861,-0.010227040347394408,-0.0014596133304797408,-0.0021637892468086254,-0.0052108602050540765,-0.014891623554161243
2020-01-03,0.012980437170492064,-0.018918733316865464,-0.01469814162628392,-0.004088771723328577,-0.015718464481685956,0.021254124833670843,-0.05019712189113234,0.013848622438608356,-0.016770121927732327,-0.003593804696667216,0.0250431807393222,0.01590468498514364,0.03114373264753516,0.0097797906132009,0.008007365789251219,-0.0005697824902078578,-0.00243474507567251,0.004395161678802864,0.02071832418864068,0.0061878088491964045,-0.009129912190081914,-0.03590258393239737,-0.020748694373404666,0.009272996438568753,-0.00485288194452003,0.015236227623665072,-0.003255627414747491,0.02029287643516551,-0.010658881484005636,-0.0009019061235357169,0.013337581573034503,-0.025425046537936882,-0.004129334687264058,0.018057193687202086,0.013249717326942223,-0.01174392741245386,-0.01672337318104742,-0.04632800875105354,-0.003129236516695902,0.02032413306517638,0.05453163201378304,0.02078722976492744,0.03447000719232886,0.005219385698412203,-0.013410122011705506,0.008506716172859932,0.009601363073051851,-0.008006441713288587,0.01231720724163019,0.017591205869722057,0.019579170669267155,-0.02772394459334962,-0.01677615100189175,-0.04490175390567574,0.0013090791590778684,0.0012064520160140098,-0.01346278853207556,-0.019433099834739703,-0.013156169954432667,-0.0124368116657807,0.012550070263111618,0.018858263973897695,0.015172689760755911,-0.016237989312642954,-0.01977152777674875,-0.019178041589543067,0.008651639944359048,-0.004064965101175051,-0.013091264410296023,-0.018097077648478538,0.01904126254599313,0.016198332365781908,-0.0024014301316617366,-0.015144906172929047,0.0011465650584603717,-0.03843989309255641,-0.004503577990614284,-0.0018848615505519279,-0.00016198125494067462,-0.00375218561528433
2020-01-06,0.006260645407645463,-0.012836357974790363,0.012918740511862379,0.0060563771957978805,-0.0016658175802118473,-0.003694858812817747,0.020147695805873028,0.01578308669518262,-0.003676794859107269,-0.006503537692191185,0.027187704464614885,0.013026619039904078,-0.006660795514778376,-0.012706107392433292,0.010044694407039478,0.002631032803549914,0.01295211965134141,0.02077454118884366,-0.04920871644192411,-0.013667620730402593,-0.002667806442232451,-0.027729788413824865,-0.03846593999799418,-0.017563203055978752,0.02197943501528364,0.03278051797363916,0.01216693026875904,-0.007713294319277565,-0.018661514648018844,0.006753535374436824,0.03819981847709101,-0.017172795910547985,-0.014500355362787733,-0.02444110822881931,0.0022614518285313345,-0.03350834945297659,-0.027302245632406495,-0.01525176415001402,-0.01872298060319955,-0.03607633254661347,0.011544261621991939,0.012147954868975583,-0.0014248529991586507,0.02093369730816141,-0.007608472604282569,0.01480961011724915,0.029379010099104645,-0.03386366042240284,-0.007618818881281454,0.013738315603374645,0.008121270719234151,0.0032948844503774945,0.008955696037888792,-0.0004640460705168456,0.009029562453852292,0.00634871166258553,-0.006192885143072702,0.039424613868114244,-0.01186385632067951,-0.0025217116282334052,0.023106188601755506,0.017335247623424935,-0.021898118194823995,0.003806699952506978,-0.012575951770892269,0.03835306975662354,0.016032584682682146,-0.025526854548625005,-0.0021804707216210957,0.04733638792974205,-0.010684862821986208,-0.03355160893534628,0.027252815414710155,0.035236999839272566,-0.008184114600901161,-0.008176362240325934,-0.008923578717630628,0.026859512100724535,-0.02383294253662426,-0.02152352627601455
2020-01-07,0.029404971128207363,0.009133117247043493,0.031104699328141038,-0.003024093515131014,0.015982482697799703,0.04076503701140552,0.008039751259498322,0.014064520277028612,-0.0005617788314352338,-0.010612404620114,-0.0036797732020592846,-0.02666434107901992,0.017343137782003727,0.0018254379633514653,0.038761897987862795,-0.004257197655127346,0.016294614432433633,0.0009918365532317174,-0.01539414198475711,0.006133938840596752,-0.015925803779841808,0.0029202121955145387,0.010375593054802588,0.021446562248859383,0.03470440041849698,-0.01770085950564411,0.029489195636808373,0.007992210041970151,0.014549978092938601,0.02959021408868305,0.0005579189623668625,0.05724235783121696,0.026718395209413194,0.046618548322697885,0.006403001481515342,-0.0036734849203304116,0.01753543268553148,0.015142974061104953,0.01092815714209383,-0.01749945205063242,0.0052878802900778185,0.007384918008501898,0.009795453020755206,0.027723489076006844,0.03992306751019601,0.004852976316713429,-0.024280471381270558,0.03100614269971201,-0.0025626778107724385,0.01667080474036405,0.05903885630500441,-0.022183629802336634,-0.007946094476006214,-0.015390561557727707,0.030885124211136317,0.008325558930000223,0.011184726774013094,0.011615024700833443,-0.0002339295015707191,-0.03689825539618354,0.0015836008195559965,0.018751676253468134,0.013142745879014208,0.021329982231497596,-0.015127393007973205,0.015180037944963856,0.019963601341754827,0.005982295648342894,0.011160293915337136,-0.004220945128569951,-0.002307273056651268,-0.01426813454634889,0.007998563092095682,0.015876767834473143,-0.011192320163816938,0.015109541622059748,0.02494330631901361,0.003623830731304234,0.0031983820843546657,-0.0061332514422605304
2020-01-08,-0.004021145742404536,-0.017808707564097696,-0.027822891024100103,0.006625294750999183,-0.0065969970879500425,0.025050303063078264,0.01652425239448812,-0.025963710802723427,-0.015343729575997476,0.01156701730794124,-0.028660808092357083,-0.016494679590047256,0.0015346571878591367,0.01238698590869397,-0.00486812949590239,0.012921664824237088,-0.021703473566714895,-0.05565920864686441,0.003961138517703004,0.05006475610138977,-0.012672797318211547,-0.04513450210578838,0.00987502560502302,-0.017202107106454846,-0.007855361519287255,-0.02014262610942776,-0.012937522840583816,0.015988383796817305,0.029366343053542306,-0.03442088153354554,0.032062346457201046,0.019897831788500894,-0.01682106462324344,0.027439899730639074,0.029115584141003476,0.008308317424942835,-0.0041139922319492865,-0.0023418795582318516,0.015247196811359559,0.002636791306254652,-0.005060730031159614,0.016999488873011993,0.00648189074310944,0.0016522183879396624,0.016874171689993483,-0.009631494774940469,-0.004083694562204651,-0.010518424756418359,-0.016192985146813436,-0.03512461480991602,-0.036865827305845075,0.003613556470400994,0.03085909867197794,0.0364852576127089,0.012642413375431252,0.007998766689200224,0.0006667344609358946,-0.048371443859810015,-0.014987133953910506,0.026154601588289698,0.01534086337243781,-0.010691259222175736,0.02758075139374503,-0.006607723687342199,-0.006211144806029697,-0.02902077184572497,0.035228441949370935,-0.03706549735424997,0.02244162173405765,0.025120090704119184,-0.012941840976154612,0.03743178187863197,-0.01851729466905549,0.010736935059669177,-0.016745452359457933,0.007090638364028127,-0.0203074432656036,-0.004891131526814885,0.01774864709456347,-0.033899216370518834
2020-01-09,-0.02092972695066487,0.005329023497046632,-0.004892186681662903,0.0016236615325136174,-0.0006121030258093383,-0.012648719503168789,-0.039810542060029375,0.029839973922384324,-0.015183379186602385,-0.0005176790955199531,0.03189523978087727,-0.006421588589184937,0.01453741047489872,-0.01228847048895684,-0.022567026750215553,-0.014455605108889876,0.0032651125258433083,0.009183226319571162,-0.020298331415981676,0.04314431774895475,-0.0234076719620868,-0.03146425879123414,0.0018988083413764968,0.010472422310948064,-0.000996461045736702,0.008939947089890474,-0.030908385018469833,-0.019018475243741475,-0.0008866456503398344,-0.003709696405338414,0.01266553052777055,-0.0021883419234055503,0.0007786520268034655,-0.014207065589110713,0.01187796081601005,-0.016414913720081106,0.021826484156396292,0.01367258365766925,-0.0003834569297548227,-0.02025418617901818,-0.012083994371183682,0.00883230796761475,-0.012252894622258986,0.04207549393439642,0.027377390227867584,-0.0029140863310295486,0.005548720000232197,0.0013702261229245627,-0.023145960622244634,0.02704269381269795,0.05754394274228391,0.03116776351795153,0.02410814115239563,-0.025531484016919483,0.008383509246610573,-0.0013639449377943827,0.01173960441595509,0.010619136658436602,-0.014451613673851282,-0.02527052721328842,-0.027214708673214565,-0.018265135618040163,-0.003546905530239335,-0.0083609949648634,0.00338373301510165,0.009929314015961244,-0.024123845192262065,-0.01538452113732852,-0.0179894505091416,0.010334777412774812,-0.00462585030074706,-0.00018230742649072537,0.011724052884066683,-0.01611117248842124,-0.013044034332431344,-0.018605536915943178,-0.026691342641030787,-0.006024040674614036,0.03821417583452679,0.025599804695357577
2020-01-10,0.002823069741261357,0.0020315053849119446,-0.0023609433115567716,0.02494634091254811,-0.015180738343428916,-0.010333676028903843,0.013647183586455374,-0.006471176541707069,-0.003604859836517073,0.011723880724408511,0.023782595629069325,0.004460406059243262,-0.02909122810489449,0.005827489124771677,0.009890449840975452,0.0022751536696055475,-0.04428536371769103,0.016553150194703974,0.007378344058164934,-0.006969323827239606,-0.0037229643793129804,-0.024973268495252547,-0.01938840400419443,0.020166753244801546,-0.013023184185481783,-0.027466041365598274,-0.0517392020640146,-0.025715713922572755,0.009110218908968667,0.013943010612489117,-0.013820868067733692,-0.016128463356764874,0.011405039345427245,-0.012311866156043589,0.011274658238269224,-0.021997021899697992,0.01691121076113114,0.022341796246076257,-0.008523104280260712,0.004988167351139004,0.00429428847711597,0.011769395953247767,0.009596329574551065,0.010217483478960471,0.008401560500176214,0.008235524283664251,0.022597462820018805,-0.001551313668165523,-0.01675895243987419,0.02560748758108374,0.02533707475781555,0.014751850251770707,0.0020676096109030627,0.009271079058402661,-0.010504255889156093,0.011750845700717966,-0.011477006987896722,0.0008280313246612144,-0.009319496100393466,-0.04241818222893468,-0.027332584721889607,0.01157340169181736,-0.009688340662003072,-0.0006209167949811034,0.019375532610378454,0.040884636564181405,-0.009604347439936113,-0.009979044234518288,-0.007387823220849834,-0.003911501349572609,0.029046844616869898,0.006467498867275846,0.004673662149244224,-0.005599700302156125,0.0044994503448704,-0.02468271103910686,-0.04434192876472203,-0.016032578678784003,0.012674122960194309,-0.004012885545698507
2020-01-13,-0.03981095175742374,0.004156870891353274,0.004474861292475598,-0.004236643225484952,0.0075199488275096635,-0.013205359049163295,0.012444873305114273,-0.01668090039721119,0.005116285192290461,-0.012696514398615308,-0.013039043080467714,-0.0242548122974961,0.05685187456020919,0.007060784968300019,-0.016641409354655932,0.00810480051098291,0.026933460028022924,-0.029573471926205946,0.01930528768760896,-0.0237170465847774,-0.01948334856344444,0.03966747198845148,-0.016039879977060984,-0.00767673959792927,0.03024973777129931,0.02663264083266425,-0.01359031233744972,0.014684622364312755,0.0030489598203772977,-0.05070434330309495,0.018540508255693595,-0.015003113665496056,0.027202327942086626,-0.019675029140005667,0.0024445415256775845,-0.01433817518018831,-0.03223546296165335,-0.0017879751358432284,-0.008741195947860396,-0.013811956752938505,-0.010621510324008343,0.021409787768867056,-0.02634392673824887,-0.010913724114237305,0.004431313093102436,0.017849194714853946,-0.003487409631344223,-0.0219166684628307,-0.005553016093516112,-0.018419037905220616,0.04228988739542503,0.04016084965843742,0.014323801332753697,0.014613593041749598,-0.00501264888663373,-0.008864856721240917,-0.003980942605769689,0.055089303169430705,0.014806311442312979,0.04092777148907777,-0.00839628603964723,-0.011266207372149442,-0.016291485926467127,0.007211724436122021,0.03300227371344069,0.03951615855879534,0.01207067629263272,-0.05610203902029056,0.019398178183282648,-0.016264424652312037,0.008004981540506766,0.016108647397964925,0.0015944005410611418,0.01970612814797732,-0.02246233022447391,-0.007208433497259814,-0.017918632317129125,-0.006123750916029075,0.013530613624819254,-0.003089542273177866
2020-01-14,0.03158564730552277,0.008033769445482834,-0.009046037516536489,0.012279138307583955,0.021275270346229964,0.015272198959589638,-0.008541650521019519,0.0031219246685509575,0.007299127570925547,0.018051159241257053,0.013077852205420484,0.015775080877708944,0.031972951871822204,-0.012495451655552308,0.00527638171358682,0.016648010771811193,0.015720345816284172,0.010495851510026435,-0.0165660507915378,0.024737437870364497,-0.010547266754402172,0.03085776211078237,0.00908914744938135,-0.009401275492651249,0.0019847866892719955,-0.010215779033062262,-0.0020016632077126035,-0.016059996822707093,0.021529289435612192,0.040387638593507455,-0.007113942746678176,0.0221339334191536,0.02386449293333739,-0.014585502155814596,0.0049715787011687905,-0.002283323062345566,-0.0027337829598907282,-0.006274690446237192,0.05236677198470602,-0.03820386228568909,0.021107242024114476,-0.0227643646137279,-0.06665034358362257,0.0156580331517291,0.014235265171331371,0.007586014009348853,-0.02707866713176751,0.018577070679035072,0.009172778041912218,-0.002366209295265129,0.003148215468292561,-0.007846023679010841,-0.026463339814819634,-0.055676290572992615,0.003763663650139498,-0.03582265599987935,0.021797350234603798,0.002237633439946311,-0.018424652782963843,-0.060080138120308185,-0.001139228634577201,0.015714424024813087,0.014621785385139002,-0.01632796756151796,0.03047276803114579,-0.011101929001205742,0.007534076916042782,-0.011425158605792674,-0.003459905134812587,0.009564829015772838,0.027778894086881323,-0.01697450266761863,0.0014809390147106016,0.027765381265272254,-0.002625841234768676,0.010378604668002996,-0.0020965364557599935,-0.00032637683313374094,-1.9302428183959386e-06,0.018020985627103147
2020-01-15,0.01699521470512176,-0.024006805620116256,0.004700814617197719,-0.02571588091456746,0.035366866055428915,0.010709491816065463,-0.007762490878211105,-0.001502170488720797,0.013516650599795026,0.023359724189499997,0.00023472739443871696,-0.0069972532615287485,0.03852690811442268,-0.026218240141443198,-0.006826090293201185,0.020258857693395624,0.016104797158088137,-0.011739419720409266,0.03725519372760565,-0.026822600653114214,0.00864240487967539,-0.0009142150929165499,0.03851685560752988,-0.03086445462344259,-0.010628918008232988,0.01840195499144544,0.01255648100546063,0.027230708967372275,-0.03167788071031976,0.00015861378688754841,0.029450200306197476,0.006720648281562716,-0.034645291235940616,0.008283484919883578,-0.0013845980383086428,0.0067334665341133824,0.03603499790069239,0.014726077311792906,-0.001149019735449423,0.010831805315772696,0.007310042324746295,0.014677524697061226,-0.011595789605454647,0.03889009799496833,-0.038253370408454564,-0.018713752868117387,0.04079322868930342,-0.028489906120345958,0.005018682661958951,-0.004346255096567133,0.018724478476538083,0.031254530542239485,0.011651916789666913,0.007704350066919773,-0.016229769277940793,0.01313598949168294,-0.02436132090550586,0.003908495069475763,-0.004874169030656831,-0.05018908808186708,-0.028846934453649897,0.029902962172602784,0.005661311702672826,-0.014774107037528584,0.03641690372394482,0.02052247741921262,0.0005649323900056743,0.0017404632335667322,0.014700649058039212,-0.010412047548328226,-0.030636205734303274,0.0031273263207616336,0.019640485277566188,-0.008384692892494817,-0.002189149251026872,0.020818093814828357,-0.008426746844868157,-0.02034363042536005,-0.01444134929570759,0.027583072056587422
