Date,LAG_03,LAG_13,LAG_15,LAG_17,LAG_21,LAG_22,LAG_30,LAG_34,LAG_37,LEAD_05,LEAD_13,LEAD_16,LEAD_18,LEAD_20,LEAD_23,LEAD_27,LEAD_36,LEAD_39,LEAD_43,LEAD_44,NOISE_009,NOISE_011,NOISE_025,NOISE_028,NOISE_029,NOISE_031,NOISE_035,NOISE_038,NOISE_041,NOISE_043,NOISE_046,NOISE_049,NOISE_052,NOISE_062,NOISE_065,NOISE_066,NOISE_067,NOISE_071,NOISE_073,NOISE_080,NOISE_091,NOISE_093,NOISE_099,NOISE_101,NOISE_107,NOISE_111,NOISE_127,NOISE_129,NOISE_134,NOISE_135,NOISE_136,NOISE_137,NOISE_141,NOISE_142,NOISE_150,NOISE_157,NOISE_179,NOISE_182,NOISE_183,NOISE_190,NOISE_195,NOISE_199,NOISE_205,NOISE_208,NOISE_211,NOISE_219,NOISE_221,NOISE_227,NOISE_231,NOISE_239,NOISE_243,NOISE_248,NOISE_258,NOISE_263,NOISE_267,NOISE_275,NOISE_282,NOISE_287,NOISE_290,NOISE_300
2023-01-03,0.006983046024414167,-0.011831905459552393,-0.03344369110983256,-0.0016776399342805872,-0.019858025018347505,0.01088096059931996,0.008414809178104896,-0.020045126816747662,-0.016215902230574928,0.037408864146547496,-0.00917642096894907,-0.014148170039621648,-0.0030786238016845715,0.0372141819210616,0.015453048470532358,-0.044409793453295966,0.022200036291942418,0.027876664893976652,-0.03256564343762909,0.01673594436189282,-0.030397875119816176,0.0008725353223719437,0.019588148951946622,0.014729730900988634,0.035276848451789355,-0.0021288281621799385,-0.022953317206725152,-0.007440251614036428,0.0017563125567158575,-0.008741742316914975,-0.03767062194541136,-0.018175591151721585,-0.00465526777470152,-0.006012134485537898,-0.008477167715654717,-0.0014197342670541214,0.02827912722572929,0.018863505445634112,-0.00020987494853808047,-0.03514037217075668,0.002889285086758044,-0.010968404826594991,0.01064519354558986,-0.01338960313460425,-0.017572881238335215,0.040883540133658636,0.001112058500758397,-0.006065776630086418,0.025426064785398817,0.0043774776028636594,-0.008698581740885865,-0.01009905909820964,-0.05284873899198929,-0.030328998855270448,0.03731336314117749,-0.011244628605774845,-0.01489353404772473,-0.006239327782339342,0.013934163251311193,0.027086382181172933,-0.014119332126733549,-8.6093048899593e-05,-0.009494041597791728,0.014541614190132376,0.014091078025597127,0.007848280701768478,-0.05678815184106683,0.0007999689824664284,0.0007611991163116459,0.0064716403086117645,-0.023725432795791788,0.004037839339679292,0.017752849672185426,-0.004000023049805788,-0.0003765197569262719,-0.003656494006489222,0.0028176087085996734,0.005836404837320736,0.015693092014572318,0.025560074191213932
2023-01-04,-0.005912031215848319,-0.008582361649550162,-0.01384487305369828,-0.009025706002272997,-0.019470997744931638,0.009300756459151465,0.01172149985454827,-0.019927766284437952,0.0031730475459483725,-0.010099522609757286,-0.01001525430072181,0.007491823031144384,0.010805325165569047,-0.022961750185880862,0.00910852594394916,-0.009536213734906365,0.014149217753769913,-0.0010124983936233387,-0.00813811631670324,-0.014019475961963625,-0.0029466495792900035,-0.008271739011529363,-0.03625204230272146,0.0021154187354222175,0.02156691710223714,-0.017282006360815262,-0.0009365800951109813,0.03746969459048897,0.001147454432304078,0.012973992903230765,0.025258794324297514,-0.020197267276133836,-0.024997078057053913,0.0071862048077492805,-0.0032891037681372,0.022023312638145272,0.01460471284486054,-0.0023555911802795523,0.003605421460105968,0.010998345699637662,0.009887294249032137,0.017490133191567805,0.027049535630811666,-0.0061832150932153605,-0.006860468914836872,-0.007710800308370172,0.01491989813720851,0.026986750995699894,0.01507139341932101,0.02901653529306317,0.002434227320900189,-0.01621557114438358,-0.0123898936212487,-0.023779975185827213,0.012323662840838887,-0.012131809563641675,-0.036983446099642305,-0.003202017710957165,-0.005683963449034779,0.00631429046956089,0.010156991137307718,-0.019512806827344523,0.02780628038095223,-0.0018283983936074177,0.010805560667001541,-0.018832496934523296,0.03483378144444574,0.04058436068712736,-0.016962083099324694,0.0170112838618158,0.030041733592166022,-0.03364874419099174,-0.0298144300320399,-0.0029071054220313063,-0.037511159124952245,0.03649511857684779,-0.014006187153779649,-0.01977486544745582,0.0035026774661829235,0.016911833406848802
2023-01-05,0.00201753889430918,0.026576572269469034,-0.022150789865282215,0.01577006604312558,-0.018968802198739507,0.05991610076804174,-0.0022760898992474753,0.0013436581752240642,-0.028023903134965555,0.006680440208805787,0.01185921044092271,-0.006503080560391358,-0.018861457500854703,0.010113433888684846,0.0198158386031904,-0.01247508483484962,0.02531097647213658,-0.006941080221807346,-0.0023682384476547583,0.004768720490506727,0.023216827407111097,-0.002329180161997639,0.01919546503571522,-0.01775029608787064,-0.023793904424211663,0.0029237923044926196,-0.01852778613296246,0.024304221045614777,0.03437778988010883,-0.00019773369915812933,0.00408067552137238,0.012794472581245983,-0.017732299860537752,0.0023873909244600043,0.002948120713869444,0.0018608612453758547,0.012034641438805973,0.020132795317341842,-0.02809323208522149,0.02351743222089362,-0.01273399761339197,0.011836970409325149,0.009334768056340982,0.005836699785300971,0.043568892726536405,0.029626374862139943,0.026551390264831505,-0.011933014274485903,0.006809252217441039,0.0056452216597933326,0.0008484662796991395,0.01238385797971124,0.008612366366074946,0.03444410730760958,-0.022112049033718766,0.014857563871176758,0.026466680954576875,-0.0034844490028460378,0.026436930133042456,0.012761836131731895,0.026548053989216062,0.01684752948647301,0.019343817228689015,0.026949488389667046,-0.02479670267113349,-0.016808857805682007,0.020288289184102765,0.0037226370454719387,0.020952742971722494,-0.00434951212655756,0.014395335758292285,0.024306335011247897,-0.010455885950410398,0.021621554742435496,-0.009016122864560579,0.008505704216135473,0.047313003483863234,0.001040963522335587,0.007692445474821849,-0.05032928146606496
2023-01-06,-0.003126535325232263,-0.010281592321742264,-0.009629133432576037,-0.024890655654531565,0.0263570630796537,0.006125614704906385,-0.015725399653992844,-0.009775246147022692,-0.03882329358893415,-0.02579438611285556,0.020248409044799107,0.041026971005079384,-0.023052417491228706,0.0023670813493839498,0.005558607409332882,-0.029254648052660585,0.003950814687180592,0.005279160478952017,-0.004199420187003824,-0.028119064176952438,0.0013670497857499876,-0.004585228589084152,0.019219840858399378,0.018131736400604566,-0.013553595673389688,-0.011264850967533872,-0.008360488390963242,-0.011805748251623813,-0.00569086196698181,0.004568925453037852,0.0215537573040372,-0.008318260215767436,-0.011025798941801583,-0.011451750745969073,-0.04041656387422059,0.008237561125270094,0.01003614987898365,-0.023111370531499812,-0.028511905882905413,0.012383551137287742,-0.040650963793104455,-0.025790412747644074,-0.010626395152753416,-0.015397607281569503,-0.0037426612536803194,0.03271570345175923,0.010840395652326829,0.007413948150527685,-0.0016504240294879125,0.006356699214695742,0.04553955662002254,-0.016032933683828972,0.0005717584746943355,0.015096251158751146,-0.024253819285755082,-0.019917301317857298,0.003983685461741043,0.008126643549703529,0.043515739484324883,-0.02128854953366278,0.015898642514504863,0.016136986320036285,-0.02294886763135769,-0.03855606020159307,0.036042770730431356,-0.021420728852523028,0.005752700515491277,0.0046648601801479285,-0.0006000016627291142,-0.002124308383667481,0.015106912315736326,-0.05276985457445971,0.03720206292257681,0.026252877910572136,-0.0009248712001422117,0.0029207681414066757,0.0080689103086269,-0.0066750199536605714,0.03394726669470815,-0.014498612768800543
2023-01-09,0.01435371098338126,0.0047319482627587815,0.04099806571936939,-0.013590483826913032,0.04750816101943644,0.002874889298922546,-0.005880633629543066,0.006503784788823612,0.008870672854210573,0.02316227317075321,0.006409213879371934,-0.009518020929933247,0.02436432822430735,-0.00993683509663657,0.005935500378357824,0.013486678885530448,0.005726517122900437,-0.0353388273730725,-0.01974885021668015,-0.01420261430114663,-0.004118181162846534,0.01452656776229484,-0.03281926240971456,-0.008314892264784489,-0.024737846582661524,-0.011624534145067903,-0.014977744652399353,-0.015420415767766689,0.008220841036602018,0.0012103103586800453,-0.013251473695666663,0.009800113146647731,0.0019523114379581955,0.020805931701236763,0.016466822348056485,-0.013173053611406636,0.010288904143451141,-0.0012646506545135865,0.0029633003634187234,0.007042678145331274,0.013123849675153617,0.03460555846537269,-0.0022667316243575827,0.023607939991038687,-0.007390457252461338,0.006813427921229206,-0.01613018987743269,0.020898386495354342,0.03346049625128059,0.008918514101104447,0.01725345819565509,-0.010872879025534264,0.03445079089655221,-0.027372566362093315,-0.009045049740031404,-0.01350629215784515,0.022851599755182105,0.01557905377996314,-0.044073199491832346,-0.01197609262876864,0.012587460515119163,0.014135303154745016,0.01591777798536595,0.013395755545309432,0.0036344284428583167,0.01008938172567234,0.012875009603849052,-0.03357360771220656,-0.014185621652018445,0.004142308804152104,0.0035986660934102565,-0.005546981682742542,0.02351628280426039,-0.008214807808676035,-0.024823881688338857,0.02362494101273724,-0.021513244034440545,0.0024468125495580384,-0.009137131695293557,-0.001841906138827897
2023-01-10,-0.0013399440609507488,0.03807972051944691,-0.014714193122481288,-0.009593058644270387,0.009320524707097296,-0.006246977236669801,0.013314273840930504,-0.006777094300098515,-0.004254986628705884,-0.02504719016642179,-0.025790641509552313,-0.008945276105030627,-0.013835253799782626,-0.03448977336632482,-0.03951318279474267,0.04765237447312336,0.004701101978172823,0.00807751650731406,-0.031175078718692177,0.021654210670630777,-0.0017584136887826291,-0.005678304713174177,0.00959661675728118,-0.019902013188036832,-0.014520916322760334,0.005223619083143616,0.030171060578672606,0.013835608165878284,-0.017322550147903994,-0.018078475716080563,-0.03715924331634367,0.0012967359394622242,-0.03446151161828887,-0.011310906916682316,0.030763215233132093,-0.022884523209410975,-0.003570342678876175,-2.7415516117685517e-05,0.00566356460535437,-0.04932352340437816,0.02752709655580719,-0.004022826493757748,0.027432647290981438,0.007084518038708206,-0.0069674548301895565,0.020989591152886775,0.020466029860743855,0.016066717685876208,0.03179227515452621,0.015375526060490936,-0.006328907676428268,0.0030439620207757434,0.0025409184159286362,0.0031281992908830515,-0.02966102544692179,-0.012992082847239093,0.004905276927873359,0.0057854160826065195,-0.015365028287586244,0.003656167716354313,0.004820338939764492,-0.010538890525064293,-0.008781626352963303,0.04276597641677359,0.021841714805625866,0.011883875609403967,0.04543897996138499,0.027086274849919278,0.013439853624687912,0.011371643368195206,0.007667015025839171,0.00618642165270583,-0.017804576584076214,0.015269891264504929,-0.007261625123233464,-0.03349603485196964,0.010567120415573537,-0.011118405656559194,-0.020188680932788375,0.0008714482002127331
2023-01-11,-0.039815524784020014,-0.0181348193804367,0.0030162672410643876,-0.030622167683386492,0.03932512022003799,0.029605890950904497,-0.005926113252061785,-0.013156454763194967,0.012439127633509576,-0.0018562809905240457,-0.027372307021626012,0.0019716467426253406,0.011878869885766308,-0.018355160843933335,-0.001406307914256612,-0.025051708970845927,-0.024939273978325897,-0.02432185407792831,0.017606059045718433,-0.04205972878475778,-0.006962699700091328,0.0031892968305756216,0.011533963346379301,0.022082474617743677,0.036962270711957526,0.009971089481112881,0.003039557373938253,-0.022631460529209432,0.024306809310094366,0.0013355604937745427,-0.04495409837421156,-0.029007302322750696,0.01576304945538638,-0.031286137659442,0.010900987648922283,-0.023039376157579942,-0.006346527491226844,-0.014608188604168139,0.010772896984663043,-0.030166046543783354,0.027436003937865498,-0.016776417152947948,0.03494245547486829,-0.008810010580347053,0.02461992125634601,0.010591024988439285,-0.021497670522151895,-0.024202079677491103,0.0012623004546512635,-0.023360633425730363,-0.013451322683737141,0.002916993543168183,0.006070069488105769,-0.005618509748832402,0.01459534818263738,0.0014213114799453694,-0.03534410345648061,-0.0023434292583031087,0.0062647054882673334,0.004588274563512276,0.0002950290272008726,-0.00017464784105914542,-0.021524972791379035,-0.07086901485676951,0.022139874469352127,-0.001431323554669244,-0.036976617043526575,0.003173154742225011,-0.007864151120359342,-0.006219368742137305,-0.034824479446533156,-0.010372088732458856,0.021748331115154614,-0.02103170372292307,0.017053162367714442,0.008129861849616685,-0.03675985538063374,-0.017290573578929137,-0.041311741598153394,0.009161472758016856
2023-01-12,-0.008739526348655189,0.004956506299977598,0.016879168222026314,0.0032263832278151454,0.010954791898672992,0.004121400538753098,0.019740873817763897,-0.05838409372709989,0.009093098782497557,0.0027486704289362367,0.02932285660945909,0.0070971111052330026,0.022445693683157315,0.004721695898818996,-0.010872550133532109,-0.030496679101171025,-0.0020378331773720565,-0.001535055495552312,-0.0049988376546610605,0.009426251099830038,-0.009142190367635203,0.007628872865035444,0.0025573131638516465,-0.006486361506124979,-0.020559555817794332,-0.0043473069780710335,0.0323477010325486,-0.012974517496069052,0.007846059329664628,0.00985724865790737,-0.0027578262577076067,-0.015031180451763902,0.033830465246809424,-0.01970381556871107,0.008600529553850317,-0.004169443126492134,-0.00447315343983992,0.016985070101080187,0.029041922511683756,0.005923527048051178,0.022093082439746767,0.002175908437558925,-0.007568640531265233,0.015617979809697605,0.007831241167180635,0.011027466930468764,0.004376702071386243,-0.011735476822943708,-0.00621076929607583,0.020104828374753768,0.017702837384688357,0.0008864618442187144,0.02994833848821602,0.019780507767926874,-0.036405992677445605,-0.010782643664646126,0.03258490465340374,-0.0013316417475296963,0.008515198461773697,-0.006827041965686175,0.00889905685559382,0.016239984025060775,-0.007714647907924402,-0.0186662100429237,-0.027960094345941582,0.007425390578662416,-0.043560831390253164,-0.024555300917555832,-0.0029610920273839647,0.001964041484502266,0.03319921220204777,0.03640573927445709,0.01481632892387304,0.020337405522618045,-0.006185138645486316,-0.00946360109272436,-0.04548087092801456,-0.003022179460158811,-0.02996577732739878,0.00026506626102289286
2023-01-13,-0.006495038629211262,0.03494201575800095,-0.03748640508388301,0.011494094402558604,-0.016605050495873533,-0.014441752727446569,0.01167125545708637,-0.010960169019712078,-0.001029898074604125,0.010033387529636005,0.012436909977068873,0.02681503033967161,0.001238522689875709,-0.02360254883272239,0.014014963045445542,0.012611804157482033,0.008668948859457966,0.0018297179256011426,-0.01959100196636031,-0.01430526987527379,-0.010919245677384401,0.0007358823550553577,-0.017019991831647038,-0.03500112155865689,0.00998567128709983,0.030473060512744773,0.048479197918433005,0.02922992037402802,-0.00021825879759765327,0.011137992448088536,-0.01701944831114961,-0.0148591930578507,-0.05808228445288089,0.029098464562043725,0.021748716709459357,-0.019159523444095813,-0.008176264429838802,0.004395532660721569,-0.01153404957309763,-0.016630816174630265,-0.031638697753411084,-0.007432675480930644,-0.01732520912800259,0.0010060225048260604,0.010809492483158045,0.0062265314410110215,-0.010864967941648053,0.014767398818378725,0.023000842846226912,0.01593061322714421,-0.003059220252771608,-0.022802613306374654,-0.01772318828722456,-0.02669905531678868,0.008558788327371822,-0.022711628190424535,-0.00226533836422604,0.0060477908349977835,-0.0507129174139956,-0.0013335102558358581,-0.02226999692293479,0.026704198622000512,0.008981905727517187,-0.013179398133582898,0.03301675801281937,0.005864454749308607,-0.035036568269674724,-0.023013367239622665,0.007147957925573256,-0.02554587157258427,0.04897274397886079,-0.0022804112327142086,-0.0006633538701669705,0.027966169252854414,0.0047880095741884175,0.039333406214829315,0.009943379460615472,0.021321080670362758,-0.026644053040217015,-0.0002235550157266597
2023-01-17,0.005481570216208228,0.0049863624558075595,-0.007834670822808405,0.04137457667663506,-0.010843594542627859,0.005102611152245621,0.013182456638952615,-0.015589554341522097,-0.015998904154631163,-0.008246912094420555,0.002855619564920471,-0.04495863061274078,-0.030939209233119307,-0.005299800560568596,0.02651487149638429,0.007501998637657826,-0.009428443740923565,-0.003440353227882727,0.011479216352458686,-0.002095345778182963,-0.01164651874640891,0.013583995156456459,0.013171751394492889,-0.0050802110601327055,0.0017203209663933128,-0.01496289016160149,0.0012277973144321638,0.016971558051306308,0.02766382504935698,-0.010164637934989514,-0.008981214114774039,0.02444649346107336,-0.001959088560293511,0.021649110336887396,-0.011421936586442543,-0.03789760765318613,-0.029377784280054626,-0.0014945533307383736,-0.013011019635740376,-0.008756546353755855,-0.00477647847304353,-0.013662009136134395,0.05406544908218724,-0.0077193566243506755,0.016906137538830135,-0.014206994421256265,0.029463886635261463,0.0018419696770542672,0.010262568750580353,-0.013765043483374989,0.01384201570481955,0.015397816728718492,-0.04012527748287214,-0.008413306326351374,-0.008149265551510593,0.024199150063877874,0.0015876113334362147,-0.013051656712120446,0.0003816127294008098,0.03000489995348926,-0.027423667227118687,-0.027639339671242023,-0.009488903080032888,-0.013956540365219839,0.03411797233828101,-0.02726138902319621,-0.007986398220496469,0.004535300599643985,0.002937573246976581,0.013937125654877258,-0.01844890202043163,0.02689207205818778,0.0005951053650288265,-0.0008453345296398919,0.023921298489110218,-0.012601713864293653,0.029054555886239113,-0.007404119226858672,-0.008120332110366016,-0.019085970608481204
