Date,LAG_01,LAG_08,LAG_09,LAG_10,LAG_11,LAG_14,LAG_16,LAG_22,LAG_24,LAG_25,LAG_28,LAG_29,LAG_40,LAG_48,LEAD_01,LEAD_06,LEAD_08,LEAD_09,LEAD_10,LEAD_17,LEAD_19,LEAD_25,LEAD_32,LEAD_36,LEAD_42,LEAD_47,LEAD_48,NOISE_003,NOISE_006,NOISE_016,NOISE_030,NOISE_031,NOISE_038,NOISE_042,NOISE_046,NOISE_054,NOISE_055,NOISE_056,NOISE_061,NOISE_062,NOISE_065,NOISE_067,NOISE_071,NOISE_072,NOISE_073,NOISE_077,NOISE_080,NOISE_097,NOISE_098,NOISE_102,NOISE_104,NOISE_105,NOISE_114,NOISE_122,NOISE_128,NOISE_129,NOISE_134,NOISE_136,NOISE_139,NOISE_151,NOISE_153,NOISE_158,NOISE_173,NOISE_189,NOISE_197,NOISE_198,NOISE_200,NOISE_202,NOISE_209,NOISE_211,NOISE_220,NOISE_231,NOISE_238,NOISE_241,NOISE_246,NOISE_252,NOISE_265,NOISE_279,NOISE_280,NOISE_291
2024-01-02,-0.021301550418509348,0.00031552762661637805,-0.031037786122028312,-0.01807966710127632,0.014376165855894033,-0.04977424048280256,-0.05324593609742324,-0.017170489846911097,-0.021264847325014193,0.0051905321193164876,-0.02746519508763675,-0.027305465534590654,0.020714408690695595,-0.019034726110780505,-0.0052238495740004765,0.0057702888562770225,0.01349929645268262,0.034670878064658454,0.043759999355523854,-0.005284055272198421,0.034310287259988706,-0.0001427104021736612,-0.0021289751534549753,-0.02647536754401131,-0.0020350284050906723,0.01799759666254344,0.0017391725252637227,0.0053919730771989985,0.016327257497862197,-0.055328593767875314,-0.04429970300652815,-0.02686219010130032,-0.0037568597028977352,-0.02229024578418814,-0.032008125178766285,-0.01239511759662024,0.014355760245039357,-0.009134322103152868,-0.005029050701056665,0.007440163718378289,-0.013051912480877777,-0.040559413223649775,-0.019850908957279614,0.029552751355396735,0.0023728847414899337,0.0186882915301719,-0.01958560415089417,0.03622361086083899,-0.009650153593078867,0.02506635134471345,0.03270426480481238,0.043362887018197585,-0.0241701696847704,-0.008346218130002466,-0.024039140497496825,0.018927834009193307,0.03799261201162903,0.029535646310152326,-0.03581929027688884,-0.00126241972846546,0.04402338318403209,-0.0004940315872974984,-0.02115267158680654,-0.005366096975791357,-0.006314422482522029,-0.008191842656449901,0.022086117361001915,-0.0007627226395703558,-0.01204827380348823,0.008889478418985852,-0.016592064799526976,0.00938541301209755,-0.016175466548459316,-0.021969849639128777,-0.006325449141302722,0.0015634127578707836,0.016016374684044786,0.0032800578691051124,0.011907314254353478,-0.012453934210101885
2024-01-03,-0.008378518312196933,0.0017582507751546916,0.029994389181317572,0.05220223986059524,0.001758983507598134,0.07215782492731168,0.03577428482074938,0.005018468488319038,0.0065397605314565415,-0.01652626449344593,0.006993962308693832,0.008815067726100235,0.025357016902703852,0.027575515649562957,-0.021160912244937893,0.015821827298355594,0.004326153487421497,0.02132111389757589,-0.024919030309686913,0.007474046415618395,0.022419540953952585,0.03289271149717025,0.04666691609594103,0.0011635499894909768,0.0022623172983547045,0.014310383562952049,-0.0074752258265825934,-0.04046596869015992,-0.013661278135205648,-0.0015016330453840945,-0.02302225509013752,-0.005342466415938774,-0.018110947699571184,0.006910350436061913,-0.04472314670324835,0.01936455605644742,0.03642057755085078,-0.006638016719475154,-0.007360874241616207,-0.01594304223532032,-0.008435704629620412,-0.009968043496893264,-0.0067043137503382975,0.04122106621545155,-0.014504159583527814,-0.0003359743697001711,0.004399322057564834,0.06631946712304003,-6.318150321763093e-05,-0.03062720361435813,0.021992031158048077,0.006112391988160222,-0.009632257583325872,0.02791055026175961,0.025850870695673947,0.011453007138108665,0.04136807388271718,0.005512759697538275,0.007857225702686169,0.00019808429106703027,0.005435873019143309,0.004736161778547034,0.012616836606036987,0.022085240830978427,-0.007499635010800482,0.004333819897375978,0.01941022144979991,0.008585526682316172,0.027074208023561128,0.0008641776103708631,0.00341631406682263,0.008028566805233135,-9.454744391315675e-05,0.003784754039873659,0.0028297788040307476,0.02185200711851841,0.018813510928071507,-0.006917725026915824,0.00470130474977261,0.005545736469431021
2024-01-04,-0.01596550063308,0.015781190492839783,0.025515096643240975,-0.024952001387751752,-0.021590824848755026,-0.026659659027931687,-0.0007859398743419693,0.011866953037137475,-0.01930420693138657,0.018806902462924345,-0.028777667190666326,0.022234166190337024,-0.009689568280534595,-0.0006082881279995418,-0.021470039069113087,0.035973149224639143,-0.015776526570384985,-0.021560903304732988,-0.02096708654766033,-0.03715695481217634,-0.03241722478940881,0.013667849509966776,0.02853243259318622,-0.022770347647307884,-0.021461921637824632,0.021894839507863632,0.0011980203801593193,0.02670612392178132,-0.017506554884462504,-0.019132722145876056,-0.019808710175463998,0.018492721860816578,-0.013844357708428998,-0.010878584831218115,0.015583569982324547,0.004253710021672282,0.01900200112743441,0.02227703933513344,0.03729736656733226,-0.00847696471094098,0.01648734708601701,0.02909846191097038,-0.007184949419672446,0.003676546686852177,0.011169354376868683,0.004217532703391271,0.022855940653772264,0.005139208330659734,-0.031095241791874617,0.013300319901716925,-0.019428722907443127,0.01164940495833361,0.01370349900015094,-0.033332947804848,-0.017024093793927494,-0.017661460624607845,-0.024562950520470594,0.004494834239990146,0.0060077250372695,0.04392689242647823,-0.010173479715768109,0.021449569880431528,0.03310055343471374,0.012526516844770803,0.020791407601790025,-0.025249142726730695,0.007908251317588632,-0.0013394085636618928,0.006175791638183213,0.002766605225668342,0.010047508382959414,-0.012148767439203756,0.005933994584302727,0.019207589477923576,-0.018167140200884124,-0.030647484716425383,0.014379568268296332,-0.012319990777537633,0.012241165819337357,0.0027500170159791616
2024-01-05,-0.006224215200249584,0.002781142594727606,-0.017245365407277637,-0.02341605339050018,-0.022838979187776734,0.030369208259606102,0.00024322029136421286,-0.01579830967755788,0.001151353330776917,0.044040206541547305,-0.011126793085084626,0.015598720566165661,-0.01483935855837033,0.01339007701475487,-0.008837917683127547,-0.018724515062805223,0.012749658952099664,-0.0396562949909791,0.035900709536148885,0.04235550544535399,-0.009513233228536453,0.026726856645396316,0.005858622823470104,-0.0411864610459481,0.027093510181687437,0.0031198857478886522,-0.008533471370443283,0.024708570230743493,-0.018380495306840893,-0.025746489263472443,-0.0030822710115222143,0.02212365467235169,-0.009132313698420403,-0.05161534278856089,-0.0014979945600873694,-0.0076764789903038255,0.05657564082030098,-0.0372694970526338,0.004049189987886995,0.03536069792808095,-0.009650613273932135,0.003815596119206938,-0.023624381954860996,-0.016473264334838537,-0.0003695290288220354,0.005949123355636901,0.02088764077192116,-0.004962614164348121,-0.04068938297059915,-0.01955542596991521,-0.025940216449870847,-0.007419188298510078,-0.005462907184224715,-0.022851755509589938,0.02725328491584933,0.014759870318921396,-0.0007488619677616395,-0.01279817252517626,-0.004039157609342499,0.005600679546771833,0.0097407271139148,-0.0022359529925334225,0.006623956463865377,0.024923441493551256,-0.015892806090767493,-0.021009978802610133,0.028146037786663716,0.005375170861992728,-0.024391605143555928,-0.020686872281487446,-0.01676954350633679,0.009673160450443495,0.002170861351321076,-0.0011249665821608857,-0.015482189450170965,-0.010252986005322292,0.012354840670879679,-0.004480021789546503,0.010691291040732664,0.001036340761676876
2024-01-08,0.0003058327654683647,-0.015163752181383276,-0.005527685156171188,0.04097808143684148,0.011571307928470477,0.009776783733759748,0.012879514355361513,0.02562088036729769,0.0010118639026455213,-0.004581324645499506,0.012033054509771247,-0.012679696436268142,-0.0006356309875453076,-0.01358386296648205,0.03074743857212111,-0.003814937508220658,-0.008169881014416791,0.021941353575716988,0.03603095842055534,0.0019225839281885571,-0.006508743287143567,-0.03732332066334155,0.02644358064958,0.0002802345388251638,-0.0068801648555892846,-0.010183455170237355,0.008480073391446023,-0.031106468241846423,0.004840934295004326,0.010261206145644582,-0.01766140323706171,-0.019249498854875122,0.011649694783208158,0.004090166309553615,0.0032508360449214737,-0.0007617295119427865,0.03171304180587425,0.0037461265583287723,0.004233301545076847,-0.022262307659341778,-0.011265659022488021,-0.0344404129139268,0.013581075789727814,-0.0017241652125724166,-0.00023070007330922718,-0.02775618616358182,0.005093917194598958,-0.039868032488477305,0.028854428997311003,-0.003450956355731547,-0.008280842066145452,0.0350008525839523,0.03411357120959812,0.0006756901775412154,-0.0044961014062631826,-0.010186231991997393,0.000986177367145384,-0.011886143971302249,0.01560453159018924,0.0036511564453883933,-0.01321840126297284,0.006877598315049189,0.00465455364588544,0.016615240129182807,-0.0008991324000030141,-0.00611426160196355,-0.00017504508445062195,-0.006131042016105688,0.002586590132238262,-0.03200749989229026,-0.040958096374935665,0.02693821358446475,-0.003746539700301054,0.04792373057825605,0.011014047862399677,-0.023966863681788433,0.009214022353526256,0.027563760413240383,-0.008272763531555538,0.005253142902756793
2024-01-09,0.03980672267107553,-0.005582831256749668,0.04195770736537028,0.037854759234346044,-0.01574715823704715,0.018154283292873344,0.00895430628039792,-0.012418871635163208,0.002453782478544191,-0.01583850267166373,0.05661214567821928,0.020722492366132605,0.002002941249687135,-0.003418208755191954,-0.0002722242406298539,0.0073526195035842415,0.03811908020027275,-0.030723119688036808,0.031063301719160896,0.03446622182696136,0.015199194330030608,0.03472800597910402,-0.004434383447099031,-0.0024636818289671017,-0.0017127892586028628,-0.004188925648170494,0.020646754698113265,-0.0028575832401478564,-0.02230485199462627,0.004708874467330586,-0.022741563487681415,-0.00019631973069491045,-0.01930904442204809,-0.025915414323535686,-0.02606022524020574,-0.02230933199043677,-0.009241740712982548,-0.033009016878273414,-0.024907719362944086,0.0025053652725210017,-0.004761531379974557,-0.013021949762662488,0.009258435246687617,-0.028012117473430045,0.0037003594012123605,0.0196365546922559,0.009178662618546786,0.02473166776154076,0.01453743150028393,-0.0020729984057384974,-0.024863349429100498,0.024973075249644594,-0.0056708880749433335,-0.008863226734845358,-0.02716006241606843,0.014064806925777273,-0.005910464285789749,0.01862320526219425,-0.006479404395302317,0.008566938844559427,-0.0021904450825868567,0.018624769507751347,0.007721296193214461,0.005002363800735114,0.0008456031087534516,0.015067668395942509,-0.035761868001896215,-0.013618961545490846,0.03147095611352026,0.03295655831660428,-0.027634829864410695,-0.02219060943900349,0.013272300770294143,0.0021730213592750557,0.01765172015274052,-0.017480032704512635,0.0028275138061876004,0.0002076924770658553,-4.355868871230878e-05,0.018335308486936312
2024-01-10,-3.9138348164540875e-05,0.04046476621217867,-0.034409583373668104,0.03252841344407959,0.03210466051449782,0.005120931399119628,-0.0029082270579662145,0.02634243694001992,-0.0062216903287798855,0.034411331816650355,-0.046930427852924235,0.01749054774646234,-0.01357110904344459,0.02383926284176007,0.04470376449012117,0.027991397564206145,0.006067937100615805,0.026176750335431858,0.0030169634665915854,0.00040297815647392514,-0.0002617962201584781,0.02539929418301478,-0.01879492466221754,0.007053179607766878,0.022461904073650146,-0.023900909323014235,-0.01764453309363394,-0.0013694962056883084,0.022944358007419608,0.00022888924665723668,-0.008167591877772312,-0.01667868057620575,-0.016925732645388877,-0.041794950206380674,0.02220535574193389,0.010250145736803724,-0.021669562030218095,-0.019455881957610832,-0.02259161580756901,0.010947255829351875,0.04008735832314212,0.021970839740509167,0.0015869292921000568,-0.007564448905052502,-0.00020129259608575278,-0.008878019188948658,-0.03519893446283729,0.003849453472399344,0.026901221391326495,-0.01542157307295916,0.017018507217032283,0.013797377162712588,0.015360046492935332,0.024230467151481853,-0.01421712337839008,0.011400283369288835,-0.01875207332534458,-0.024502259795005032,-0.02860183124277972,-0.011823354780727012,-0.015066121187892998,-0.020284647153787663,-0.0095833479120709,-0.027229993199223673,-0.02011218156935315,-0.020911545833015268,0.02573331837575001,0.007288224691294019,-0.012610790167069253,-0.018748044452456307,0.016688669231163668,0.03839574537326088,0.03191804475878444,0.012377490562887066,-0.026978296004684856,-0.02169170339913253,-0.0218444275622594,0.003751761970224915,0.02689974372455791,0.028400608923343135
2024-01-11,0.042688504403445536,0.0021294729203124,-0.006742729213125721,-0.006918275805470274,-0.0024586999420697165,0.021295953759479153,0.00427333320825939,0.0009728690010409385,0.004490275864232965,0.026504948288458667,-0.012250140706011983,-0.016454908654497877,-0.0009388182848139792,-0.00887515506972237,-0.00917575522833062,-0.021032312840721802,-0.01751624766163292,-0.02518685326749369,0.021560872424930794,0.006120264036659661,-0.025854856177947926,-0.009021601742966578,-0.008944134105803131,-0.013973347283127008,0.013224185154624885,0.04510163799164114,-0.02919616328986223,-0.032744194092727365,0.004531514969901972,-0.016110393164698446,0.012427034556079561,0.030903771283359582,-0.0098715479672668,-0.031244437582224047,0.04219041047983662,0.022827146883954527,0.004699942376639818,0.006689640324084776,0.018954247070307184,-0.007356333737029251,0.008600422967184976,-0.0037849697514931143,0.0023189295105660564,0.007646472922339312,0.017868526382319203,-0.008409032097713397,0.007718657079104296,-0.004022404899458605,0.016258645282656643,0.010770701499320282,0.017666398781730663,-0.03001660450419447,-0.016739081410509185,-0.0076310992890829205,0.03171817445406218,0.005224376511523548,0.012039370615166722,0.023277386424180056,-0.027171435703442565,-0.01678822493145533,0.026612107528869125,-0.01766478965157348,0.009497108221258179,-0.01474966307008906,-0.007959076339182771,-0.011530197981003661,-0.02884531840789052,-0.009971659970041416,-0.000920266533933497,0.0160368663580995,0.03539667076996512,0.03172828143997514,0.010085051840239386,-0.024821162179051136,0.013844452982875009,0.023374733430278342,-0.010451163240048165,0.011445138256443332,-0.04298013689970771,-0.005732354570711825
2024-01-12,0.004423855633488788,-0.038901372503109904,-0.008169627092907673,0.0005251180063659058,0.011595986377564368,-0.010397750952847215,-0.006535792977258741,0.044992713379311405,-0.002217978480053311,-0.008468988747822195,-0.018270214856187135,0.01578679718335247,-0.026771313478132542,-0.03501712628063945,-0.025227133716136094,-0.0004934217202951384,0.00297194700049924,-0.0127200444637626,-0.007394086239098932,0.002802165884117857,-0.011409514162603001,0.017584646925616305,0.01314457158924552,-0.008302786808083695,0.007098873775698656,0.027743910820200366,-0.06076230330090037,0.009744915627954109,0.006258361433516618,-0.011817154378518949,-0.028875173645757438,0.008143310426554397,-0.022361671476746673,-0.06039166348792171,0.007366748521371901,0.0064229178523440515,-0.003423326945717772,-0.025858357170469817,-0.045550025084457664,-0.031064812378715986,-0.004423477212429113,0.017765839814811352,-0.0055055976269485895,0.0028450432865295893,-0.012033617575476347,-0.027382298467994115,-0.004049179542420137,0.023093753673880123,0.025908635993678486,0.027375913101471087,-0.004906015274794788,-0.0012923505579876327,-0.02350961605659541,0.06741172494824281,0.025481249056502883,0.0017942166865919727,0.01685563716528381,0.0018968270574386,0.01827669796963975,-0.010190256611770351,0.015471086098807724,-0.03450113824185689,-0.0016867369642094465,0.001503657675408317,0.034977066991075424,0.035662134028844265,0.012670049703586506,0.006959128832541385,0.011826696406085219,-0.019207982791407372,0.0008058481235070601,0.025356779164671942,0.03707078742694412,-0.004812902602857798,-0.033017825789463016,-0.00016921982827574809,0.003996123243152257,0.01764593475940013,-0.004101955381526976,0.012994368514269003
2024-01-16,-0.034646633304996025,0.011300754225417408,0.003164898252392691,-0.012574643298730063,-0.011084156321150592,-0.023017696257700775,0.013805519654386823,-0.004995872821309111,-0.00410436289570015,-0.002754770858153883,-0.00442973036876704,0.012598877504157993,0.005949785228199108,-0.04833654081937194,0.023231337504921387,-0.019353103132494286,0.011390802907979052,0.0011355739579458283,0.003550106085304462,-0.007003958479471653,0.015526216698686552,-0.018896521493133377,-0.013472076952371967,-0.029280466394203692,0.011294813700763554,0.003402818166186029,0.03741833316706406,-0.007632931285122598,0.045532726107441884,0.0032645207714674246,-0.01085823594601555,0.019706602290756596,0.00989486798620947,0.00895560353744264,0.013667810206779554,-0.004240658755746966,0.006476602709966555,-0.0006524301848205531,-0.006607747894248235,-0.006091356369218592,0.008075218007853647,0.004848470878303702,0.03218258885919477,-0.0008628372382692622,-0.009995122331085595,0.0005643356275887096,0.030067544926816275,-0.008784762730805867,-0.010544310940907953,-0.012763723129199177,0.033878853447459605,0.02772958834238024,-0.04508901367153353,0.004508786796442287,0.0051761270949024695,0.004132742670103048,-0.0036800851732343293,-0.017843884597722705,0.03874153587710806,0.009009925728197086,0.0046835656283155695,-0.018658319533725046,-0.026427388620508318,-0.0034851588977615213,0.010275212083842604,0.007132806881109969,-0.008936212737831942,-0.011136082627661947,0.007121243886065672,-0.019570285523765548,-0.0011312631509146356,-0.027665271576572472,0.0014557344796969946,-0.015393984340494953,-0.029129026224279632,-0.0007467624047983489,0.02006978204884263,-0.0211696714464452,-0.019112853917741188,0.026115562685278558
