Date,AAPL,ABM,AMD,AMGN,ARL,ATO,AVA,BBY,BDL,BKTI,BMI,CHD,CIA,CLX,CMS,CNP,COKE,CRD-B,CTS,DRS,DSGR,EBF,ED,EIX,ELSE,GFF,GHC,GIS,HCSG,HSY,HTO,HVT,KR,LGL,LLY,LXU,MGRC,MKC,MSA,MSEX,MTR,MYE,MZTI,NC,NEE,NEM,NEU,NPK,NSSC,ODC,PBI,PKE,PKOH,PNRG,PRG,RGLD,ROST,SGC,SKY,SMP,SO,TAYD,TCI,TGT,TILE,TNC,TR,TRC,UNF,UVV,VIRC,VLGEA,VSEC,WDC,WEYS,WLY,WMK,WMT,WSM,WWW
2024-01-02,-0.03578667856083262,-0.0062457634149798436,-0.05990096744922868,0.03253263494811076,0.019529015253749726,0.00888700615883864,0.00867363967353052,-0.013029982819159125,-0.004665641455369629,0.016353292757595783,0.013085521044807757,0.0001056545748390203,0.011152405483875416,0.014727737748521763,0.01963127959646771,0.015400634507443334,0.007066080824658538,-0.034403659044640045,-0.0020577037801363662,-0.015968083287787316,-0.01045627152377393,0.012323086648082793,0.015829415282980985,0.01188979403622814,0.031578980390385425,-0.02575876585035375,0.007953685774021002,0.024716159365651302,0.026036688596271507,0.029982680557833596,0.0045907415893251535,0.012676093559045531,0.012251104552509773,-0.02280128168239337,0.0159198076209901,0.0032223127410371255,-0.026500542150162065,0.016369595470100196,-0.005271675703895751,-0.013867610891817872,0.008333352232660962,0.004092106612302304,0.0,0.004657322084707927,0.013664870854086741,-0.01159684207810785,0.0034074835007653625,0.004609044588846922,-0.015766606162259,0.028175410909788923,-0.011363681473194553,0.005831919800249663,-0.031899217584929085,-0.04268924288355391,0.011323251635198206,-0.009507176374710102,-0.005130415935790333,0.06592596567829223,0.005925057895965979,-0.0017582860903431197,0.010410584836790138,0.023949421904413182,0.027488336530460122,0.004774679016719796,-0.0023770587494915674,-0.012622778805598145,0.03941024070519816,0.0029069322582984114,-0.013668038016472983,-0.002079658882827018,-0.06566917346111834,0.01105598571162214,-0.019501730816373075,-0.02883330936292061,-0.00478343102721801,-0.01543804782606295,0.02689183351015756,0.010402780178637938,0.007582479296184275,-0.02812172620780906
2024-01-03,-0.007487575381940448,-0.02086856141350002,-0.02352427813365343,0.011096267529172366,0.020845117703290006,0.009321782941892787,0.0074895507454477706,-0.02368628028430675,0.016796891198992192,-0.010458576930749253,-0.02730369163780988,-0.006555940217262468,0.029411736347271455,-0.02190897734101016,0.0013512151535182149,0.00413656379931604,-0.011722393534678077,-0.003166900783060922,-0.012600423011747464,-0.02738338262470741,-0.029138644276359926,-0.025991795934251716,0.006384507150321905,-0.010505903884225232,0.0,-0.023913849943894228,-0.016935835980199876,-0.0002995794009944541,-0.026315853158898173,-0.000989428916627677,-0.01325227528769557,-0.035883127815895866,0.005403099217780483,0.006666660308837891,0.043059853787193125,-0.020342669266977698,-0.012451660140462395,-0.008340501187517058,-0.01708933827574466,-0.02719838448696965,0.012020993344765252,-0.023433404240394418,-0.01730872900524716,-0.0029996562077675426,0.006821489034287254,-0.022244071923911313,0.008435680559525816,-0.008307582266940727,-0.014239045456020394,-0.014643975929046094,-0.04597719610433848,-0.03615269346780692,-0.0007663256000496332,0.021019540722578167,-0.02335265071019621,-0.011267825015919719,-0.02113589786597414,-0.04725492024096678,-0.06961174244552026,-0.024911998338611685,0.01961888375124099,0.017210917576108375,0.03773585513732103,-0.03095741564016663,-0.023828369004081362,-0.03288880789504156,0.0020261037378952462,-0.022608660269474612,-0.06945291076020221,-0.028579811717046266,0.056049655727256065,-0.009516516426042454,-0.0315707028593365,-0.01022416077859567,-0.021787621011438718,-0.018559979514409353,0.017204526677227827,6.273994535366256e-05,-0.043086748102656,-0.08796282586996007
2024-01-04,-0.012699927101456177,-0.002304282206808228,0.005098929539399277,0.008247936195058703,0.02924937940120409,-0.0035587280881878014,-0.003303708939596417,-0.0017235053527219213,0.000768371440643012,0.01138206402255948,0.007559851158578823,0.006066917496978075,0.02142855135761934,0.006571410511273745,0.0015180399267282763,-0.0017163812494853659,-0.0086579502901315,-0.007148688380448465,-0.01972152018876938,0.0010427981969642897,-0.003298165648952689,0.006086202025458398,0.002688207748746896,0.009919010452196675,0.012755089628354144,-0.003968328176361058,-0.0031877362524757036,-0.014836019762195174,-0.009652454740281646,-0.006985033566408894,-0.006329000442569788,0.020484623927446988,-0.013327541057616465,-0.006622510282393357,-0.005180604558426172,-0.01202182090308268,-0.007652134885342887,-0.013196100974662617,-0.008117777220986055,-0.015726687758925273,0.017817384909527556,-0.005738180698200646,0.0033637827020838174,-0.0021880714130894097,-0.0030650664350865275,0.003000182076718483,0.003349450007566812,0.0017505653274474398,-0.02618115944517274,0.0019126492961931696,0.01204818158546117,-0.005661689066110309,-0.023389507106182816,-0.027513234192547253,-0.00851615776529191,0.004235015177771251,0.0037100689391817987,0.010940790968401837,-0.007481966087286462,0.00025802439358146856,-0.007336472484977707,-0.04598696316822781,0.015739534737349015,0.011393937800568299,-0.023596469703837775,-0.008699791877946339,-0.022530353222998234,-0.010676174297720165,-0.02692381120121179,-0.0006128762206751848,0.07160925007409569,-0.011913865072883167,-0.011735827658991838,-0.006356729813760564,0.011136522507034341,0.0013042254886386218,-0.007184685499665111,-0.009667155683930284,0.003289471539228428,-0.020304624655026693
2024-01-05,-0.004013109156552064,-0.01963038555009844,0.018895724049820428,-0.000560775455092255,0.04557642889307001,0.0032313237498804437,0.00027588729685312785,0.00703868654006401,0.003838755715862785,-0.0016076772318298627,-0.0270764416335334,-0.006876838338920943,-0.041958003482745365,-0.00814314339564548,-0.0006737077187921603,0.005502002285447061,-0.009694396669713945,-0.03199990839511657,0.008284127482162562,-0.01666668677111327,-0.006618095967409254,-0.014425087618508137,0.0028952475691013113,0.0038732480665431,0.002518889267302482,0.007968209555435646,-0.012471177256972887,-0.01140860918782749,-0.019493158362914875,-0.015012914800712207,-0.013515671167972365,0.0022620100546189015,0.0032677999854515694,0.008333365122477288,0.00659064229076356,-0.013274323679807187,-0.012793565745731983,-0.011903095635879879,-0.01612424622348374,-0.016785061854951988,-0.02479938402673998,0.00734528765830067,-0.005790496439029513,0.01726981858846921,0.004530712747852217,0.00548330187803292,-0.0035548904844787677,-0.0008737531018389033,0.01792325933374528,-0.012336348004330477,0.007142826127546131,-0.01637017454423595,0.012171257939711078,0.04560293577361274,-0.0006607961278534136,-0.0015180995070988024,-0.005692453966393507,-0.029581572009921286,-0.011017716718537574,0.004385921953861782,-0.0013947025431175764,0.009549840564214485,0.01736579002349159,0.003565019843804196,0.009166601055821788,-0.009687538058954503,0.0008865937091140363,-0.006594760691786661,-0.01101880657451404,-0.025768452303302603,-0.02201266725689288,-0.0027226445863438586,-0.018637631870036864,0.0005997844059297819,-0.015225166626856579,0.012373902810331572,-0.018995726335351293,-0.006655741727425668,0.004816030166157059,0.001295303745955767
2024-01-08,0.024174823621713637,0.002120010381873927,0.05484190174850667,0.02600659628785129,0.060000003912509925,0.007374116039792655,0.008837401509270038,-0.003824444123778692,0.0019121514111235527,-0.0016103428052184343,0.027897074955151924,0.005326652847581714,0.014598526172921567,0.006653009617477723,0.0038761205768989004,0.005813949871849022,0.008300910955808316,0.018181810555034206,0.025117226660351433,0.023834605689265542,0.01798797468169444,0.000944079479712423,0.003100957999212506,0.008267878313815258,0.0,0.011342081548011862,0.013276298197874903,-0.005385305160842568,0.024850893595641077,0.02030479820849429,0.003937051741560005,-0.0025388666301698892,-0.0017371615916719207,-0.004958712208686045,0.012092916689509847,0.014574003736436136,-0.0035505198702989738,-0.0002973024473595931,0.022844526366451623,0.010013129717748148,-0.031413711199883454,-0.011979374654987995,0.007663413298134136,-0.02506078352123675,0.013530899576474908,-0.0027267983866960943,0.01843564186519564,-0.006496017076267013,0.016089873660705134,0.0007435452830459877,-0.007092168004621757,0.025325612321134283,-0.015515974569426105,-0.030463516407529534,0.004628109124154456,0.014275935898631742,0.00973986435932872,0.01189598755964516,0.03430073726208738,0.0012844749504594688,0.007680714591677962,0.04459458275203598,-0.00525212062296565,0.0069627206344036185,0.0049545694503463356,0.010587882597483222,0.010924108524977605,0.012673566426611549,0.02513009000676769,-0.014659019107674864,-0.01366546600577312,-0.0023400097027702627,-0.0005041751682600681,0.0027972148364494576,0.03750000000000009,0.04052746942757679,-0.0012295901741490312,0.0098271516145636,0.016723569439075492,0.18369975162079766
2024-01-09,-0.0022633261730437004,-0.00963777069649474,0.021069927386615506,-0.01164425973208838,-0.005321751811589004,-0.0041227981202983655,-0.008759985995809516,-0.005030645828194902,0.01946554396572142,-0.005645136853037691,-0.01911510658129234,0.017060494401114568,0.014388475634778741,-0.006327896606272976,-0.00335751948389873,-0.006120420026777373,-0.0007653516233807611,-0.019480593851391448,-0.029310610008373428,-0.034661011643765116,-0.014725093699439418,-0.0066038984096638,-0.0011724651870629321,-0.0020499032834949693,-0.037688465992105846,0.001869191075000165,-0.0331632364585992,0.0051521257027664635,-0.01551899074436447,0.00856614742455264,-0.002823550484501447,-0.037330437893222435,0.005873536601615159,0.009966767935156495,-0.0008786830192352157,-0.06187849810102897,-0.013361855719300708,0.006099126641936792,-0.0017601311694832589,0.02389086769059312,-0.05173755872021324,-0.015814253341689732,0.008943784015106981,-0.008844546526686314,-0.0144627585231204,-0.03852833368259634,-0.0015649171241078896,0.003646452332266348,-0.00059731763120352,0.0,0.014285835725946106,-0.0049400568776338805,-0.005516140410731674,-0.023126489743832357,-0.030273153090947025,0.002748419783910494,0.0006625674021207839,-0.013225586091110686,-0.02352602168581941,-0.0076962221173254575,-0.004018946216066022,0.01638633687000235,0.0029039231058562986,0.014393538756435564,-0.006573523621147381,-0.008541098301860006,0.0032125961595581565,-0.022050108706364147,-0.0028982653775870837,-0.014715493265107349,-0.01955991193429485,-0.010946163268779063,-0.02320505123468053,-0.015142465941014871,0.018706325911731714,-0.03338490126456839,-0.014309951510230401,0.00669813717129264,-0.003460195230016838,-0.024043436002603724
2024-01-10,0.005671276007956028,0.015428337916563839,-0.004823805756405508,-0.008754992138113926,0.0457198715211411,-0.00270371366706168,-0.00331398132765226,0.008115992010786721,0.0,0.008110331069626664,0.006584395257683617,0.005209552410859963,-0.02127657595741339,0.000283051911222687,0.0021895398319418113,0.0006844111616475246,-0.0006892405232016285,-0.002483358840310368,0.019108307984047723,0.027331084117626636,0.006974396553165896,0.0033239565321443454,0.006616964435046668,-0.009449346467284903,0.005221927238881152,0.0015264728373269865,0.005919541617285695,-0.019105197041104582,0.00689661587481627,-0.01786719766607392,0.016517305837087104,0.010869515860406409,-0.0021625723130138663,0.0032894705884014552,0.007530333939460343,-0.01648991677534506,0.0027988015095403718,-0.02010924393789204,0.006322966281959719,0.009841175616436715,-0.04315949370493699,0.0,0.012784168344968538,-0.010596839976136918,0.004354136620402738,-0.018872907562450414,0.0011577678417000747,0.009771948687500975,-0.004185251610904328,-0.005052163677909505,-0.002347668647336265,0.011347543952367367,0.016640210972382663,-0.0010987974196474681,0.03291496257008353,0.011461759928469206,0.0004416489176040095,0.07073709344332757,-0.003918784709453504,0.009565459328315207,-0.0005565702980385723,0.17988968290267882,0.02316391720289812,0.0022258568701762904,0.0057900915104363015,0.004249948375975476,0.0034934725735000782,0.0060938685191698205,0.03621168765081473,-0.002954149045882093,0.005818687807084277,-0.002766847113334414,0.014288306575343634,0.02184904160562029,-0.0118268107963595,0.014390822346570298,-0.014205346097860061,0.012428598145646008,-0.0032208432174246626,0.003359319879284728
2024-01-11,-0.003222489210411905,-0.006778824836871977,-0.0035006667374100076,-0.004826517026858657,-0.03813952068949855,-0.02245001931294488,-0.016902144123353113,-0.014781464134332567,0.0,-0.010458576930749253,-0.004162819512003146,0.010986581611636126,-0.04347821955569664,0.009549587788984182,-0.03058816925614627,-0.030769354072121224,-0.0025838662249860755,-0.014937837286844835,-0.026620408276600616,-0.0005216207838044662,0.019459108130815972,-0.005205910424746163,-0.032548829749290964,-0.016037935009735493,-0.005194800369332064,-0.0008466525564509997,0.013965295633406871,-0.00142522975040682,-0.007827780980020682,0.004060284025305005,-0.019498625048266827,0.013368428460518444,-0.006285294533106556,0.00655737089809616,0.008775063159303986,-0.03233538268607217,-0.0030610373470063568,-0.008299357377480887,0.0013895102627285993,-0.03458026455837859,0.003404287245972082,-0.012319442810398207,-0.0010121330208017199,-0.01042847274313441,-0.02504809793431828,-0.011330694995206447,0.0027573514872907268,0.002109145470391205,-0.008105885147609126,-0.001642719376982793,-0.002352830540356843,-0.0021038767459399255,-0.019485553990339688,-0.009499969482421822,-0.022338934315576764,-0.007390309715631482,0.005957561162158509,-0.04450625298911692,0.0008743288706061225,0.011523905282362357,-0.01740219210085736,0.00934916338996139,0.011577071656935889,-0.014365955148612386,-0.009868628891704923,0.01830037703710552,0.007252710006334873,-0.017565167262689085,-0.006837448923791456,0.0018106863759590475,0.00082654770795898,-0.00039632589242655225,-0.0006788944331571622,0.0017819979671294117,-0.001574843064249043,-0.0003152794619838417,-0.012351566923141433,-0.0011158965573625501,0.021506605602579665,0.012276865888342536
2024-01-12,0.001778236039027714,-0.009884822698140616,-0.009863577028276227,0.01125067053012807,0.020309481145840635,0.0034665605730062055,0.005918971403467088,-0.010582546532200365,0.048296563298552364,0.004878005285526621,0.006701651945367759,0.0011277377041805092,0.030303000199675578,0.0040638096284422165,0.007281569932448884,0.007760215949585092,-0.001361279538714344,0.015164360029525037,-0.0028536582845921643,0.009916571659506879,0.005823368038316401,0.002378561828536574,0.004054772504871851,0.002669804439034751,0.03655355292245166,-0.001694938214945707,0.0020624338976724665,0.005233211764491541,-0.02268249389775423,0.0012079288218058704,0.00726001863271164,0.008316591977780119,0.0039257060136907995,-0.008143276056180704,0.011325611551525006,-0.01980196150035629,-0.007495685602759705,0.009586019070993546,-0.003861213413452247,0.002116538341113694,0.022900824180658974,0.008676864385593897,0.023363964592857833,0.054115449596893406,0.005270064722095125,0.003198488392750276,0.010502059397452967,0.00978080203799303,-0.00907970497836208,0.0080776780989682,-0.016509382812169626,0.0070275403062993735,0.01271857999782866,0.017062036950454385,-0.003360335392413427,0.013153585464947382,-0.0013891257754753417,0.016739396725373057,-0.00742469235847687,-0.010379699256367725,0.01190124877195986,0.008550045376823245,0.005849428891694597,-0.007815725217668046,0.0,0.015275772586998082,0.01411297411776169,0.004315758639719336,-0.0054132506568825844,-0.008872856673680207,-0.02312139894140508,0.0,0.0,-0.011660149071764825,-0.034384817042530935,0.015452459008068242,-0.006252986103865155,0.0013033821833190462,0.008006407006515337,-0.014333209728098484
2024-01-16,-0.012317174520518726,-0.016876546580760987,0.08310595071960769,-0.009885743975899808,-0.021327049990702784,-0.014768048544729795,-0.04987383726455352,-0.027078521394120925,-0.028571380156558135,0.005663483045545092,-0.0031637037510383603,0.00522261010459979,-0.011029401130226768,0.0018144273687799028,-0.0005162365482090925,-0.0014000898355019942,-0.0005715338689722405,0.01244812753675939,-0.01120935692333136,-0.016537388112051632,-0.019298822081857847,-0.027052688146358528,-0.0006549846244449098,-0.016676106254980727,0.007556667801907446,-0.023599303530747462,0.029003144226574795,-0.008834246483332975,-0.01513618777395287,0.0046683860619698425,-0.009244720557077368,-0.03412974701417382,0.00825558067077381,0.01642034517685098,-0.012987408714676074,-0.029040406168924116,-0.0021476685652913607,-0.017633675461374843,-0.012779358628677406,-0.019983720484703205,-0.04809301604977956,-0.01451603110980837,-0.0022714533527350422,0.0,-0.011304048043105586,-0.04330522466435671,0.02401637531833556,-0.003923360628528716,-0.0061091217276725285,-0.008012952051672406,-0.014388611073057889,-0.01814376829937947,-0.01766073634218146,-0.017172878342508358,-0.008765956908397765,-0.012247998781006686,0.0036605589520328774,-0.00429474771560745,-0.00029329191811233724,0.0038372292734463187,-0.015401834330666775,0.03320383439739949,-0.008091016460105571,0.0011353404892477936,-0.027408523799872797,0.007191181085240528,-0.02584501513703774,-0.025782750544103616,-0.009406423655534235,-0.023706797512949573,0.0016906592398342468,0.01030928668885478,-0.014436143969518866,0.04439099123971513,0.025808567392183512,0.017080792134614553,-0.038883465461894806,0.0031614335608722843,-0.0047069878488791295,-0.03914974068803578
