Date,LAG_04,LAG_08,LAG_09,LAG_14,LAG_15,LAG_18,LAG_24,LAG_29,LAG_30,LAG_33,LAG_37,LAG_41,LEAD_04,LEAD_08,LEAD_14,LEAD_22,LEAD_23,LEAD_24,LEAD_30,LEAD_41,LEAD_42,LEAD_46,NOISE_002,NOISE_012,NOISE_017,NOISE_020,NOISE_032,NOISE_037,NOISE_038,NOISE_046,NOISE_053,NOISE_055,NOISE_064,NOISE_068,NOISE_074,NOISE_086,NOISE_089,NOISE_102,NOISE_105,NOISE_106,NOISE_118,NOISE_119,NOISE_132,NOISE_139,NOISE_144,NOISE_148,NOISE_149,NOISE_155,NOISE_156,NOISE_157,NOISE_163,NOISE_166,NOISE_170,NOISE_178,NOISE_187,NOISE_188,NOISE_199,NOISE_200,NOISE_210,NOISE_216,NOISE_220,NOISE_229,NOISE_235,NOISE_243,NOISE_244,NOISE_246,NOISE_256,NOISE_258,NOISE_260,NOISE_271,NOISE_273,NOISE_274,NOISE_275,NOISE_276,NOISE_281,NOISE_283,NOISE_284,NOISE_286,NOISE_300,NOISE_301
2022-01-03,-0.005325382819146378,0.0021430476789071904,-0.04225499066837526,0.010407822354197932,0.034295066040640164,-0.007609665217346217,-0.015415453150345515,0.011428473696904272,0.00677736468111145,-0.03212934747339298,-0.03799777972609748,-0.004186740200188856,-0.03778724409414434,-0.030835019098342378,-0.011509877917126009,0.018704250430108066,0.006710108824702588,0.02195586703809236,5.063872700487251e-05,-0.026032934134387804,0.027975546500996838,0.012366945146613389,0.02508082377212149,0.008480216357324726,-0.015818045189550153,0.011444687676312694,-0.0024052961762327536,-0.016799527459593837,-0.007955116282921042,-0.016951767342926007,0.01718461774181662,0.04199882648578856,-0.006363977159450979,-0.01428987698761878,0.01405862809470774,0.036016013084974964,0.002820252263452319,0.0039101367186467235,0.010713049378698426,0.003190703739952304,-0.03111630337646411,-0.016757536843458442,-0.01912749685684416,-0.006721951860553489,-0.004453148832472213,-0.00855350992335424,0.04063799115442266,0.011066561919841124,0.008643396971761341,-0.006013193043254837,0.007005635712097893,-0.013050106902246584,0.015936561997055454,-0.00955598402214903,0.018187653326418272,0.0031379927520288732,0.006282105252259624,0.01268274136630324,0.013320755244362435,-0.01191137613147582,0.02656133786907282,0.019596071224681013,-0.0058190421842351,0.025216387929122994,0.001437938389361162,0.016314685932745647,-0.011059697620406612,0.001479250804080563,0.014247066822876511,-0.007802504503311119,0.010469063116229535,0.007001767156864187,-0.012270789210868884,-0.035250137781293954,0.02137150277648027,0.007309793814866356,-0.030759260032591416,0.003379113919846848,-0.017689859009778403,0.002149970182387134
2022-01-04,-0.03940223198454659,-0.028256705089741242,-0.006662914379375936,-0.010458087740093344,0.034474618999368566,-0.011795786066772316,0.010368981029346247,-0.0025744598066567304,-0.007048373916626121,0.021114308705079167,0.009211472832005631,-0.019718375217163686,-0.02068005688516934,0.018495764183066407,-0.008992914723721646,-0.008627162737438637,-0.014436763945248022,-0.0010265098769828538,0.006102272662953099,0.0029606150969997327,-0.04454482415111629,-0.02698975408560528,0.008281521514770823,0.01673828050156589,0.009021236840861611,0.020867267040159208,0.022274516464114363,-0.006448560624214367,0.023003622600571667,0.03755440279863727,0.011728441245383022,0.022868138972980137,0.013561961150756714,0.0010243344686647225,0.03699961197570611,-0.015680551228320405,-0.001699355191420388,0.022840379466720524,-0.006128060007967894,0.04106068804983373,-0.004308227413345445,-0.01741389924978642,0.002127398231590358,0.03065736307236153,0.00735532195699204,0.03783178696666726,0.0061050422443165745,-0.004352753585500796,0.02284701939852527,-0.021481597482786555,-0.03373637538005148,-0.023354221187248624,0.016534845320528763,0.0027781769623549343,-0.00977971138928554,-0.007798714054238934,0.033872389735310066,-0.002246124024716861,0.0166683022482994,-0.023500330748348477,-0.00888526679935844,-0.04441881702973359,-0.01232716387000359,0.006280814819379356,-0.01441403459805982,0.027272512966315225,-0.004215596632748681,0.017778870871382392,0.017400498984402064,-0.01170657145890756,-0.032519401214335907,-0.007011269177619708,0.010384128490188516,0.027807183147087185,-0.007703380813101739,-0.05616266567294852,-0.003761580989333233,0.006354703777449268,0.04300757551090134,0.015412655143521357
2022-01-05,-0.019187339681165712,0.007769355791003478,0.029084488993352083,-0.0011046579092730408,-0.02241992502688519,0.017939412334815462,-0.004293063120006234,0.009543911385260638,0.0011500856940682399,-0.021161792357656133,0.030982680721565695,0.01403860280678027,-0.0014766589799623253,-0.016093040563528373,-0.014178362329653978,-0.02508513046921197,-0.002575753518076909,-0.004714589385715976,-0.002272904152280145,0.004483794076560321,-0.021383959871237992,0.0266025553460228,0.016776453025553553,0.011559229975754062,-0.006450124716064295,-0.019709705804445733,0.04479825224536449,0.02039454816316118,0.0158355475872566,0.015153789377774658,-0.03322950068322509,-0.009187332711901464,-0.006168993528590926,0.008670548650351747,0.02994557080469792,-0.002016101765454096,-0.00829901550785178,-0.0012453271937151835,0.011124403605329028,-0.014136714658934926,-0.029197879984323497,0.029874149986745688,0.003534351786882017,-0.021296693031453835,-0.01421973076576189,0.016272556684883248,0.011470718025123164,-0.010391124806648683,0.010816803047490438,-0.005548719084209943,-0.06435202446011187,-0.03535932913624247,0.007998302206730928,0.010679097625849678,-0.004272265079969778,-0.008988852320282067,-0.0008983492940454381,0.010285907557346749,-0.022219103774737008,-0.026282378875812792,0.04505055201683425,0.00923141365984442,-0.013983686243302255,-0.016724809469230297,-0.013013858265659473,-0.007788496031610631,0.004302155662290899,-0.028830497734767212,-0.01831161354250936,-0.030456961777305294,0.011504136216309182,-0.016650637305424664,-0.04267530793213248,-0.027713931099408177,0.008035533574366217,0.01888690511296567,-0.05083025696862342,0.017660688865944907,0.0336941784300537,0.015023518000050728
2022-01-06,-0.0033584425582676926,-0.002831357665796135,-0.0029471875799983917,-0.014972678061855031,0.0020318273705980123,-0.03950223156855245,-0.012502204791631095,0.0021678509117804877,-0.00658984287722363,0.00984310326218175,0.005137773540916506,0.0025207419977891984,0.023817420599189038,-0.01951342435824273,-0.00669172497135922,-0.010005104163675128,0.03909390567434493,0.005846263606032447,0.004009652853828908,-0.0074225598119157885,0.014604449172973722,0.014431257073427056,-0.0033163047473116097,0.007212599616427717,0.006789184399336785,-0.014145172750430365,0.003161856428011721,-0.022006511296741593,0.011683554615224117,-0.007248471884244716,0.03478352090884785,0.004490072486946061,-0.012587704190073868,-0.002908493512413629,0.009583687491416443,0.009735264712926694,0.009543073896450325,-0.04512486200674658,-0.019019143651864304,-0.01022540706227996,0.03910357986989119,-0.003864998465119395,0.05332138814750235,-0.004830815567610493,0.015438704580370667,-0.018065234408785328,0.00949406608235686,-0.004327690355801453,0.01461192673493419,-0.017571936976847877,0.013148927666191825,-0.02153055825674161,-0.020745548445181453,-0.014130986910739128,0.019873650736916312,-0.02416923483282393,0.005798926348211302,0.0390841713771941,-0.03457030773832069,-0.021488383215406394,0.013628169881624621,0.0015792929125925967,-0.00028893060154678907,0.01778619017276946,0.00890613884768166,0.00962624486415689,-0.01807787710490158,-0.01703538807968174,-0.01200556377820714,-0.02064305843536182,0.03002176394338443,0.013708656761041918,0.001347742287884518,0.0013841075275145105,-0.018602267794987987,-0.013928652174994957,0.000784640363506754,-0.030822102492514696,0.0001450796029082157,0.028467322988633394
2022-01-07,0.01911995876754283,-0.007794044593743532,0.0021396150219703497,0.017858401282624912,-0.014913525286739825,0.0017722158622442384,0.00937554487287201,2.2261699725464185e-05,0.0001237914641922756,-0.025031396424720246,-0.019412174036428594,0.007610417773765092,0.01811246369893281,-0.02809082767990074,-0.016603166311771396,0.006237338316909508,-0.0062928435172709294,0.018011660052357582,0.005482580123675351,-0.004319112987725454,-0.010824851004943625,-0.03488515361377964,-0.002350477272882964,0.011941957497563868,0.007593518865260286,0.000879826419624711,0.00996487613626536,0.0220526730144216,0.018891329984318587,-0.016914101461970105,0.020592222673148277,-0.004659423802873875,-0.0020504092133925697,-0.0232118931900728,0.020721909269835255,-0.00782454223408783,-0.017425599948466097,-0.025669099959562156,0.008951137669598654,0.0048518039272866225,-0.006875204230425599,-0.0037882924016935256,0.03289898861428963,-0.005736421319651601,-0.014240175550733359,-0.010063040852643543,0.014252517919372246,0.00039539890815300504,0.007626495018074099,-0.0431600397816781,0.016507105842799887,0.0137232403698723,0.020565116376784758,-0.005101877847275095,-0.00039602136163345163,-0.0011805359371414874,0.025237273033391187,-0.02794561865799357,0.006088735176353669,0.014117986751787895,0.010782952722390104,-0.021734223039120898,0.012984836644760217,0.04469180865333793,0.049676323467281305,-0.01908860000746621,-0.02095278060544492,0.030909330941724003,0.034113541614991534,-0.0338720597926873,-0.024542068729479997,-0.01933678186894245,-0.019384335525530788,-0.017046045721976943,0.019821178715358264,0.01910099675563442,-0.024693142929012545,0.009119699629360057,0.02890951963305491,0.046496032287140485
2022-01-10,0.014100963340244478,-0.015970249076231367,-0.016323312274515566,-0.025201970750622735,-0.02483359735283906,0.006184173357613392,0.015251918680059852,-0.0020802234318054716,-0.013171968980830309,0.0054626101527923045,-0.017753478158114303,-0.0031472329548910697,0.01006350913997712,-0.04455292245014661,-0.012996765645820637,0.01591700303566265,-0.029797216844549883,-0.0004522010733580369,-0.04213755780298266,0.0033362060969355867,-0.003446941383992876,-0.013959109819920986,0.019414840094627177,-0.01711133711420881,-0.021923174200083655,0.0018103107483945114,0.043989008377107196,-0.008854676937678359,0.026330280905251996,0.015788003094795486,-0.021270576218548668,-0.005694668221947813,0.04979335911920971,0.013531142187443421,0.012842627726803531,-0.017188745612861857,0.002708562646224641,0.03345446285426628,0.012693958302901298,0.0010617356847145902,0.010549522364743921,0.004768720393951489,-0.02357512462921621,-0.029809877677927282,-0.03419780827012317,0.00611843420376347,0.008704175311348802,-0.014924684893031321,-0.009680391931625591,-0.03241375413881936,-0.015226869420872643,0.01764035973349398,0.015599518911123295,-0.0056830239700829425,0.013669768138895479,-0.01762651419589148,0.02263287379718694,-0.020917780428485577,0.020788875161418707,0.008626296512730737,-0.010710412183705815,0.03162852685998524,0.018613821684549343,-0.018730051950214512,0.03570961813229755,-0.01572586480525205,-0.0060944296147021765,-0.02125492128407044,0.012965240266541998,-0.011556409910928796,-0.0030603141326668005,-0.019766714358219882,0.008989246206623183,0.020640504340903726,-0.006490127550106653,-0.009377117943430064,0.01794965142862184,0.01595471775214546,-0.013505650731991264,0.016126684929038057
2022-01-11,0.02360278420238749,-0.049372516862470434,-0.043540298590074536,0.006063290197745642,-0.03362988735795123,0.004422164247545249,-0.007525606697376531,0.0003588525561812211,-0.03993258642585361,0.01915724495120357,-0.00934185035506132,0.004163276133496943,-0.018937646387071645,-0.027954029766444042,0.002483968738651095,-0.028056495662125838,-0.013514182045462843,0.011304716655960308,-0.003293190432614943,-0.02058401721833453,0.008659118292325662,-0.003153511692611605,-0.009353241501207223,-0.03462316746715095,0.006404928287276131,0.0011051724136031064,-0.00187471740336194,-0.006451439051994843,0.007600267630207372,-0.001752507056033747,-0.02041369460065075,0.00490224578200233,-0.015307175362482096,-0.007226174016891471,0.017703798348732466,-0.010634122879839955,0.020144367696094394,-0.00019731784079894324,-0.009924065984327789,0.012747633939576382,-0.02260872138973377,-0.014201620009810683,-0.008827939316321648,-0.030385074758764223,0.02031041704153627,0.05028734397977588,0.00522964613963093,-0.015279238864098944,-0.007985033056115611,0.0001958147324216138,-0.016658812720552668,-0.0016533191843802158,-0.016527915692041338,-0.014692192146003945,-0.011841039574895091,0.04065276692896639,0.005222824223813989,-0.012731308528300738,-0.015383270576777021,0.01761390792914011,-0.0023141913889663792,0.002498648411860468,0.017634124810303624,0.012743683544174116,-0.010335102141035174,-0.025099315840977632,0.014947023405129612,0.004073948027222785,-0.03787936198551774,0.006470951424666659,0.012629751956454502,-0.011505725317117441,-0.011038026180825573,-0.02761790121051426,0.005044860737644193,-0.026867571624070604,-0.017036997041269396,0.0066095478722003635,0.0007812694205230285,0.013587328318217415
2022-01-12,-0.013408558063122205,-0.015641669731353967,-0.026754311059291037,0.004503221807746661,0.020115073379299863,0.015057613694731917,0.007902901108451259,-0.01415995177187125,-0.011262587092940392,-0.002971799845143285,0.006029262155834753,-0.010448272869150383,-0.0038555919586926407,0.004408214311814027,-0.029473986752553433,0.029742782958766992,0.0031543070822754003,-0.01052023656480479,0.006341568206972798,-0.02363534438252758,-0.004453892168237434,0.014516833402671337,-0.0024601887686985053,-0.02218363531658516,0.01591757378560907,-0.008518540331825026,0.013300632860406931,-0.010306152293424185,-0.0037941027114836053,-0.013597550352661174,0.039269915826091566,0.0029335065195062655,0.004163406621400676,0.01682917350109893,0.0002977157989874836,0.007477645322430285,0.04094146625952541,-0.014012941308603963,-0.02235159318297557,0.009686458929255678,0.008411251762984752,0.04798378138154043,-0.029051168309399175,-0.004057041858804864,-0.016163567415723862,0.04875490579765589,0.004336186104236764,0.02266586104351777,-0.00681431780634841,-0.005180910943342043,0.006329322806681944,-0.02135919505586709,-0.006438097762682889,-0.038008285122573086,0.007643399468023109,-0.02359810452189819,0.04295545606294656,0.007313673664309871,0.0031402207972587234,-0.01874877562739635,0.008806650357152824,0.008357757097789418,-0.023076890728794774,0.0227579181590915,0.0011864637132137474,0.006302133934257848,-0.0077274084731659065,-0.0019458528101915368,-0.002400395705759211,0.002679741174227643,0.02734575020122406,0.02931207794160297,-0.02545860692347105,-0.021288179630061407,-0.06003001403230974,-0.016396961543438563,0.004042983257177725,0.034408080203037095,-0.007912525037451807,0.028894182775775358
2022-01-13,-0.007786000057762907,0.0037889256664120027,-0.03342740295131935,-0.023070860479787826,-0.006174047098079562,-0.012012631417270783,-0.001773688599680556,-0.0030038082061992254,-0.01638334974141845,0.01882570944931483,0.011991232118396412,-0.01369263754293157,-0.0116246053565909,0.007716714287758393,-0.018687163700689752,-0.0010715838059365231,-0.018694304037856758,0.017398778999126733,0.011230105747608526,0.026688372171434577,-0.005100099553787583,0.027097318797673377,-0.014233025757636839,0.015147504136818254,0.013980641810743526,0.004933391583268615,0.011610871089082476,-0.004603649738406492,-0.006727153065442874,-0.016836315852165114,-0.009293922888293105,-0.012240377400635279,0.013550706041055512,-0.01887670596657972,0.026333391824555834,0.0241409036643216,0.005932921985012663,0.004479812170405587,0.0024336677863698772,-0.005012935949044066,0.033340287616282695,-0.019242448490837515,0.022914601273371013,0.03595709863007611,-0.004384398242556283,0.022503651973100048,0.016183691090674655,-0.0026075021140551137,-0.023159099088450846,0.006454138994775985,-0.04830322837019116,0.01046634431877278,-0.010262847231364888,-0.012238178390859762,0.009519676131717187,0.009008632390322222,-0.024766408518192763,0.0015727513235786906,-0.02427776914650113,-0.019689394835154167,-0.0027372478543960643,-0.01951602407700936,0.007260782846020715,0.03454512980988683,0.00805638058965551,0.02798927466147892,0.011408290414746653,0.02518714711524176,0.012262337523772355,-0.012651839023746453,0.026915465836933338,-0.0080322044040768,-0.010117495138564017,-0.007915056508130692,0.00886481144714625,0.02845650516729443,0.026799658394349404,0.002585642180727451,-0.008083853450602816,-0.016126585335672076
2022-01-14,0.0051726767212219756,0.021788087955298897,-0.005685902619173684,-0.01682551953930906,-0.011366907889336496,0.0159485963631499,0.022823573810638785,-0.012650381736337986,-0.0024070618175165807,0.003542351355373511,-0.01424884881047542,0.02107444796022591,0.00900232509834771,0.05002337655863623,0.028291387441596077,-0.0007241960415116933,0.013084366120575444,0.015413993036832201,-0.050286256955651976,0.02311800358834911,0.003180872094474956,-0.017129400516730592,0.022847472564948786,-0.00896674191529042,0.026498102490028274,0.01606820037929986,0.03236858925782725,0.008287303455591978,-0.003501897730316319,0.005938789222897409,-0.011213630549811683,-0.025959721195994084,0.00997317414296584,0.0054694205181576765,0.006663631372782515,0.006323412647064938,0.03566573085283364,-0.009078921970678501,-0.02283596821285795,0.005215205341898275,-0.02559889792046791,0.01638966400152282,0.016254983195301304,0.010361819248137926,0.02595587738910189,-0.02280620227517888,0.02252544136233696,0.008209162378450834,0.025345421581131178,-1.9923212426838024e-05,-0.00023926619860450312,-0.02959772107244217,0.007546484005085365,-0.001600801815478609,0.0344261662719217,-0.002545411297405929,-0.014596650954856604,-0.003387611295813436,0.03874866405777821,-0.0006724742930301484,-0.00926237384303852,2.3571394244792853e-05,-0.004901233271402738,0.0027967007665950622,-0.0024152968087318284,-0.009636550809854916,-0.015459772078249268,0.020412824607787716,-0.012712748821037043,-0.02875673069525488,0.006709500776623899,0.001550598472720082,-0.014260573505196756,-0.0043064088564765506,0.03720684982820497,-0.009517635536661682,0.010197782089887872,-0.024316302752430095,0.035078382357153985,0.0027553961240851283
