Date,LAG_06,LAG_07,LAG_25,LAG_26,LAG_28,LAG_47,LAG_50,LEAD_07,LEAD_13,LEAD_23,LEAD_30,LEAD_32,LEAD_33,LEAD_35,LEAD_41,LEAD_47,LEAD_50,NOISE_008,NOISE_011,NOISE_012,NOISE_014,NOISE_027,NOISE_029,NOISE_045,NOISE_048,NOISE_050,NOISE_057,NOISE_067,NOISE_068,NOISE_071,NOISE_083,NOISE_096,NOISE_102,NOISE_103,NOISE_107,NOISE_113,NOISE_117,NOISE_120,NOISE_125,NOISE_129,NOISE_131,NOISE_138,NOISE_141,NOISE_147,NOISE_150,NOISE_157,NOISE_165,NOISE_169,NOISE_176,NOISE_179,NOISE_180,NOISE_186,NOISE_192,NOISE_202,NOISE_206,NOISE_215,NOISE_218,NOISE_219,NOISE_220,NOISE_229,NOISE_231,NOISE_235,NOISE_241,NOISE_244,NOISE_247,NOISE_248,NOISE_249,NOISE_254,NOISE_255,NOISE_256,NOISE_257,NOISE_261,NOISE_263,NOISE_264,NOISE_274,NOISE_276,NOISE_277,NOISE_287,NOISE_292,NOISE_298
2020-01-02,0.01602224620011686,-0.010866882818881712,-0.021635673234240642,-0.003138140184745831,-0.002057379571991636,-0.006120808922215127,-0.0009349459792901416,0.0001613351882227218,-0.008345307306447872,0.006376748067608506,-0.02283972141385363,-0.007825997797967553,-0.0019330781923628166,-0.013984881284581505,-0.023260057155668885,0.0004002761000322097,0.008846725199523944,-0.013691895593511073,0.007591081827927302,0.038926986835283166,0.014035103153003912,-0.018831549521315973,0.0007790311464828432,-0.019774750573725824,-0.013467659146198178,-0.01842781727203211,-0.005947062990134196,0.015170084464955087,0.012447235090456137,-0.018586579979871013,0.015066205767563264,0.01110874539968245,-0.008247064547669696,0.007219415255335882,0.023320647290790277,0.0048298004562913974,0.023941320808101945,0.005111168926453135,0.048106097384284396,-0.01881913727430954,-0.001941385417103248,0.014758175474058237,0.012416049614665357,0.00969846065311632,-0.03992587031419239,0.0023497667609062227,-0.035990666640734484,-0.022602205831557295,0.003899370063898354,-0.013106116167743936,0.0137029343862589,0.01527315690961701,-0.012041562731241686,-7.560225368812372e-05,-0.0063556247164271345,0.0016493575511167002,-0.0003945279004123427,0.01780359577371074,0.012790115176139125,0.007529356334049002,0.04271925864342701,0.02296124854405412,0.0062444008920771975,-0.0074854796746119745,-0.004899252676334478,-0.03053859848115447,-0.0021381522209406954,0.0003481659672501306,0.002513866094164003,-0.013183340170503889,0.01630149906761978,-0.004827000604566076,-0.015381438705640564,-0.026937466405606663,-0.03841780814179302,0.005192817866869416,0.00883719054940304,-0.03250787942705424,-0.0029962299955332977,-0.006154739879267541
2020-01-03,-0.018344290565188225,-0.00047860068271961834,0.015453518337742632,-0.0090751299775064,-0.0038234083042187413,0.00310166675930455,-0.0033702480983948575,0.005825673313805128,-0.030571759645273342,-0.014310255322454973,-0.028671278459308815,-0.0020553492297519936,-0.0029168886594437915,0.00047892764898522497,-0.02900326334073404,0.023949770800763492,0.027711504678829622,-0.006526824409960538,0.008208405107172193,0.0019871582615243267,0.025046334072566654,-0.028598612063952932,0.009837121812843469,0.006814457383111864,0.01973499819022337,0.02301461073548916,-0.004534244701926625,-0.0072046764083737195,0.0023723054793422663,0.017627320642507417,0.006170354698534178,0.010849610487120813,0.02143096087363889,-0.010255681120756078,0.018259112889732795,0.040461682361167796,0.0018166922948946679,0.004782352741616437,-0.026205102996124514,-0.004098844316859246,-0.022141506688389368,0.009620768832843095,-0.0070853325962713,-0.025401870407905165,-0.007999217211847024,0.036632752176088704,0.01137217830700299,0.006291966118863449,0.0007251799848100687,0.0038958466864171975,-0.036772448499929736,-0.008619205221211549,0.01308197883359357,0.004774477895146891,-0.02765897669533855,-0.02869850097164598,-0.039228280716434125,0.005362975315706673,-0.010275679985512123,0.0065006814834514025,0.03892196828076724,-0.012859291906336239,-0.02030643459095931,-0.007657827664368895,0.01152322679309533,0.0005388749900197139,0.007570863783776978,-0.001993852836391206,0.004832178516859689,-0.021820193311755106,0.023326854166976312,0.016736682187634216,0.023262108891686784,-0.01251370836358063,-0.03401441155881867,-0.001759809892136755,0.0027707123150119773,0.02191224629892527,0.003700179146610158,0.025376769948768394
2020-01-06,0.00906441304341985,0.0011805284401479117,-0.04196906815364809,0.010241573217657582,-0.002858059867452096,0.016803391235731352,0.02929130740593872,0.026893703464612298,-0.018046343091890852,-0.006212584796737612,0.004030592115650039,0.003121814769137048,0.013751014391849883,-0.017871619359560217,-0.00810022142901395,0.02846529842131322,-0.010476863406267904,-0.024301222415347445,0.0011917254166832476,0.003739679793741971,-0.020672848515325574,0.01401711339481385,0.04393737320394833,0.006434669812670638,-0.019722142006373043,-0.0013052862207847005,-0.007030497678578059,0.0025434283796721175,-0.005521754172416661,-0.03613717190338384,0.009579551956853016,-0.025914702766678316,0.04032583113559274,0.04053255722745117,-0.0065311331960555205,0.01916378468098881,0.008189329068185827,-0.03468400818834945,-0.013297345597412245,0.04567640097817916,0.005970824489132286,0.03478588956373155,0.003538798928091543,0.024486725138255956,-0.01546466042144315,-0.01279176302538985,0.021515982144144213,-0.005099177916395532,-0.02162840162689464,-0.0012212843800796956,-0.021140567690735825,0.003647530922061655,-0.013331668926373375,0.021650605982314722,0.03300941053907375,-0.01965523781525811,0.017756357415479464,-0.01626986937094611,0.010870537044127309,-0.009516395312743973,0.014767256284382168,0.028124416055504423,-0.03038449797130633,0.001059655236712347,0.0013385840822836162,-0.018192799869870848,0.012850961531436332,0.040876012905019236,-0.03574869927564192,0.007617645129779749,-0.022051843383765167,-0.04690981956322093,-0.039905271186987,0.021586886291598502,-0.014503792484023264,0.006688597020569982,0.0004159739176508339,0.017995652618176153,-0.014633029299907936,0.00663828862461314
2020-01-07,0.037354666896918784,0.020053507286250695,-0.02695904882784589,0.0012957857959690266,0.019164423928364094,0.015195509708552957,0.001988558317581218,-0.012431880903413683,-0.002489132594288442,-0.019229436270210135,0.00815758101794982,0.011411694002397192,-0.02914598575167663,-0.008090301692833906,-0.03098404890295677,0.039451598088938646,-0.008562906619856094,0.0006199100586425743,0.007850347857918579,0.056987328669844024,0.026335464148049183,-0.00728715312654346,0.007259593984531013,0.006695759825321398,-0.014122995490589013,0.011580018507380026,-0.02488585460514762,0.01202391270187065,-0.017945216516520392,-0.00649120884767323,0.003184319502131959,0.007798283456058361,0.0011331563025287449,0.01223151997184333,-0.03777572351352677,0.03651882144458642,-0.006476962577174339,0.00695828915942006,-0.023335297793227353,0.006666030821550012,-0.01068584673607723,0.01707664911980761,0.006812036698156614,-0.0036590293181938158,-6.183084920525825e-05,0.025188296101207985,-0.03291032621546785,6.577365061322165e-05,-0.0013850939058333148,-0.036474967942858046,0.012191490693647092,0.04455362983686235,-0.009921564139613724,0.011550114104842036,0.013965017714180017,0.015807478987640282,0.007157723981294637,-0.022409297785562603,0.01708544353724615,0.020203872460562145,0.016849135385155454,-0.004864523838130056,-0.0037943654454649384,-0.032599633188592735,-0.014445960262963693,0.007272933166239308,0.018608535852988568,0.024525829462793636,0.010919269745338361,0.0020350290773695876,-0.0589934409545151,-0.03614749405372358,-0.02022084993501096,-0.015720063062138457,0.03317706383565812,0.046450676899992924,-0.00905910497061864,0.013251048065666739,-0.011547882437409965,-0.013754783358373643
2020-01-08,0.02906289209776746,-0.015112959398128924,0.008093662090425219,0.005810205206401013,-0.01152642415490434,0.031250800137067096,-0.00109125957339114,0.00843937642866915,-0.011734895214600234,0.01402511278886738,-0.0017429678467085037,-0.02727735867258683,0.007995598352337022,-0.007376065303777374,0.008978854363859952,-0.019253370688180508,0.03214038016498562,-0.005570034824107736,0.007158545838750038,-0.02794428052666448,-0.0025196997239885157,0.003582031354619052,-0.0027487317246243067,-0.01700660939806984,0.02885395079342498,0.007274908037912495,0.011133455881314692,0.01954564153746794,-0.03566916374707048,-0.017132387731877974,-0.042867733375504743,-0.0030266891590140727,0.016776094785783964,-0.0008850129490983389,-0.03189472353487446,0.014360382832557543,0.03496165462961543,0.0008980129844478661,0.013581779894386914,-0.02087699626076758,-0.022284813456028566,-0.007754664486453776,-0.0034292929786087895,0.009038934822597112,-0.019398528794149487,-0.0008322026814558904,-0.027617325313390312,-0.014018039196678137,-0.023539807394832583,0.05027907888053508,0.0480722380884208,-0.015125171794127883,-0.01752128628666853,0.0015389634254540452,-0.013076657919438692,-0.015125826624017485,0.014512708263408565,-0.015023647976318093,0.00016874077774424332,0.011049280594765606,0.009480108164289751,-0.011565354301709524,-0.007403240221698427,0.008859425885567675,-0.006417127701351249,0.017216658193703733,0.0065871402688918055,-0.027444950293177086,0.034461940030073114,-0.009484695998040027,0.01213521962922836,0.0683360982934858,-0.008644982208807847,-0.026402657783060408,0.0031657494240584193,0.04599765332143445,-0.02752380359546535,0.0007711347442966354,0.02979914592990036,-0.002328584673956315
2020-01-09,-0.013081593673248517,-0.002955760962615542,-0.007321784491735971,-0.006466296423555727,0.009615779758969165,-0.02942476630357364,0.020259596446819725,-0.004207152075538237,0.003408859974427257,0.0038734003669633737,-0.022002848325420717,-0.013424221502677776,-0.0032257086732229013,0.009927632930576904,-0.016862046093257383,0.0362850565540055,-0.022401702650510693,-0.019600694380285208,0.031856628448685635,-0.03526049210651189,-0.02241201620984767,-0.00431654718346779,0.041699765212323964,-0.005230971723997851,0.05771048328882819,-0.009531061363071384,0.007697190418455595,-0.0016946343211944887,0.03861767363737922,-0.026149608272065222,0.012387551245727385,0.005144480074642583,0.01120096826699694,0.017197920535592284,0.022088480126632386,-0.01599634297325615,0.018795281339712682,-0.01308991200705226,-0.02122023960309718,0.006699082211998392,0.005787754596221157,0.0008968938822560393,0.040106520703979756,-0.0036064449716358736,-0.024583033968146484,0.007106930925057626,0.0200774560586572,0.0023987537569050105,0.015497703623300281,-0.014122687332483636,0.014001560648497868,0.013230226649284962,0.04150456744384669,0.004467507515345134,0.02006588171225259,-0.028254915177899114,-0.035181468496307225,-0.020645725249321907,-0.008561659939687175,0.008757139266177733,-0.007580871688640001,-0.04698458139457493,0.006734833090703987,-0.013076340777560359,-0.006786626338055985,-0.026774246523636226,0.010518518166253193,-0.03624114236173886,-0.006683869555421482,-0.05382373383570238,0.01188406928941509,0.010674928564244544,-0.01478025228961691,-0.01421369178026068,-0.035216320217647416,-0.012874084778912756,-0.030114831172096183,0.010962123887459319,0.007208555785499413,-0.007017978075869275
2020-01-10,-0.017090070086848555,-0.012350698500220454,-0.012378789757654574,0.018027976454709525,-0.01669354695479435,0.02668700634967923,-0.007148243871984731,0.014368233955532595,0.010672528496329516,0.004633453683901217,0.016871005824442408,-0.04266238435436222,-0.020534209835705322,0.0027103600558359086,0.019640219722431806,-0.0008453599686958608,0.015709651796591527,-0.022521637323563708,-0.009000001444965553,0.02588454720906015,-0.0395605807920072,-0.03280717671312173,0.04492502696827338,-0.005464976979596676,0.0030963917613492406,0.0011153723170073005,-0.013356862029610042,0.027008897742247732,0.02172655369836249,-0.009381794671746511,0.01601972379951981,0.0006225640363721857,0.013576307808944886,-0.0055421203787463695,0.05162052151404689,0.027437457788269243,-0.0013904679405268938,0.0008894122211005693,0.022434339866622195,0.017381051771742616,-0.0035946537110788297,-0.0005196969309645407,0.003698523452602711,-0.008100274042785635,0.011932485762330507,0.01579109351009865,-0.043355058252087186,0.010316113889245441,-0.0035057158215099178,-0.022225230378817643,-0.00646753495776584,0.0010475469200291656,-0.04220734688692443,0.00025702828365839996,-0.025185698552113882,-0.011414289785979546,-0.013521213120153548,-0.013702622129534145,-0.005537151572851053,0.03324690819685177,0.009590331125003772,-0.025635667082381595,-0.019307174993219534,0.002380920435328508,0.022910858288242242,0.037880498376274926,0.024551473525672562,0.01003138254435315,-0.02879039697877986,0.015865820849112807,0.04019120488388968,-0.022354903039256534,-0.02835724515395592,-0.005741479861922135,-0.009875971888323693,0.0037205321832451733,-0.010233040238050406,0.006299958351740971,0.0398193373219753,-0.0018435877085819497
2020-01-13,-0.0285625536739628,0.008659485912038235,-0.04028946844601371,-0.01872993545129786,0.0192769593066629,0.017217935579973986,0.03447321152048989,-0.001286209002384921,0.03482767310573411,-0.010393489564072707,-0.04459353281459962,-0.012502148413873053,0.018863184020003334,0.022673769961970177,0.0018691698353270547,0.016412149518173425,0.004630569604350384,0.0082372047833278,0.03393078785326638,-0.009242329805097578,5.929932092917615e-05,0.01822991356324149,-0.025692147307955906,-0.018079890456778883,0.0502833345531132,-0.03242573210381633,0.009169768898359782,0.011004609079737248,0.0010291984706064306,-0.011942570024062174,-0.011717078428574954,-0.013551025459509496,-0.028221165470055157,-0.017397603786956598,0.02123985499902373,0.01574460915454468,0.0034382183080579587,-0.022396027253242193,-0.04231367091270429,0.042770088632046045,-0.0523180347359181,0.006741342592713961,-0.020769768901352764,0.012413524528406314,0.028287847399512383,-0.010109754801934538,-0.0022259987323860033,-0.03899971494751187,0.0003391516131002083,-0.0301842942405241,0.016461077369702985,0.022854716926345577,0.018731980243189388,0.028755524162969347,-0.009802352938763102,0.020340341985930013,-0.0067955625999537705,0.00748063932895371,0.0022458807316011326,0.02062805496388616,0.02022081275896833,-0.005639545008499079,-0.027566029090483005,0.02993949337634357,-0.016962657698630174,0.03301478643678256,-0.029233979514565748,0.0077361343792216155,-0.007478355939586282,-0.006226633620723653,0.014230777382030435,-0.0004342425175587697,-0.009740005867175976,-0.030367754085235565,0.006297019834815857,-0.004414150603967247,0.01638597349862055,-0.056274730767201284,-0.02945757056096348,-0.020567124744787148
2020-01-14,-0.0242718381297077,0.006497217256131615,-0.009818881363029903,-0.010280876867895208,0.02154579728279996,0.034744871088339235,0.008571689159365278,-0.012379776056953654,-0.018759068176897847,-0.004567215853152783,-0.017569975819390096,-0.0014341269256993672,-0.018085903733031795,0.01629070919390648,-0.004845761963567766,-0.0015621802022557907,-0.02461956993610519,0.005014381640490113,-0.011853842033552147,-0.005143301745331848,0.031008042762481428,0.04654377649807705,0.028952994454916944,-0.020216893969956202,0.00466004046231222,-0.021424167170443344,-0.005230204328821114,-0.002520840567638964,0.03571402896310786,-0.03856986216729967,0.0015414990181663393,0.016272621778574893,0.0021898523365716785,0.0074830277446072645,0.02001115836646271,0.026405171634675637,-0.019837116164883945,0.004737802970925951,-0.007925928712269494,-0.007901280695592969,-0.0013063289699895447,0.01740622014199432,-0.0328676164301453,-0.026571857824648583,0.044978715345620264,-0.023612996524614977,-0.002013054920565311,-0.027639492162835563,-0.03405967000867288,0.008539564132544848,0.0035104224944199364,-0.00048246779102170185,0.04492142368186931,0.01056877789975246,-0.004876335482998858,0.001518273657473948,0.017117022401977752,0.024902994347710723,-0.012957637034509228,0.008800754593912283,0.01854833875583225,0.010287023364012896,-0.00792396053408821,-0.027641918704201802,-0.013205894148962673,0.001990180195820179,-0.03756207303634634,-0.0037779079243643325,-0.008427498214210518,-0.020407731975887525,0.019946174918176917,0.030745430889378044,0.021309754175188104,0.01042742586633934,0.015481472266734924,-0.01125240446781017,-0.009088500096597575,-0.01137861561390425,-0.013520750446398925,0.004040945564100995
2020-01-15,-0.008746490439711522,-0.004158178195993836,0.033058934906909865,0.011982149072409775,-0.011492867611068151,-0.004906357802351711,-0.02245270027601804,-0.016311835424382998,-0.025038445209469053,-0.0035905966795184083,0.006639278571331073,-0.011451720962530545,0.0033267773190131167,0.04139895478139358,-0.01792666665943992,0.023935264499608772,-0.00877049011209964,0.001965755859982685,0.008116519060881964,0.0037923819396110114,-0.0029077186742985364,0.020471515835564322,0.03477181919784792,0.022892433647593143,0.012905242620602879,0.020109615319685848,-0.01845020095325606,-0.010447167291441031,-0.008265101197164918,0.014719768931549047,0.006709143408484697,-0.0002579473200938873,-0.009954327830501396,-0.0004878158186671991,0.03103102685932865,-0.022930627901175584,-0.0045139632100442304,0.027657355970939147,-0.010017647512682398,0.033911422474958,-0.016675969820126157,0.008843853461156669,-0.016497926594417768,0.007802641273914723,-0.004941292492637845,0.007878384204762792,-0.026026774905826874,0.010377231922358269,0.0203463334612779,-0.014549961397704415,-0.02441560528959498,0.031455608050073955,0.015486643527699727,-0.04284553262412958,0.012870647648216289,0.01913340295209745,-0.020191030746408885,-0.038507304563849806,0.03413525347594354,0.012554382170984923,-0.018709369597838636,0.004590352153625806,0.013583252660510848,-0.0012480040789215265,-0.003942372281506929,-0.04140328159824455,0.032608941109586544,-0.013620567038698102,-0.015989963864564992,-0.03489438645507899,-0.023605611850806302,0.02732641391746008,0.04538905330073927,-0.012037541025192253,0.03056501151399263,1.3056434953031295e-05,0.012249231996678154,-0.01589677945604565,-0.0006735933496176049,-0.0029719724737486547
