Date,WVVI,SLNH,NOTV,AVBH,OCC,FRAF,ORMP,ELTK,NECB,STRR,MGYR,AIRT,BVFL,SBET,INOD,KOSS,CLWT,AACG,SGLY,CREX,HGBL,BMRA,WFCF,UONE,ZYXI,PRPH,VIRC,IBIO,RCAT,SFBC,AEHL,DYAI,CZFS,INTZ,FIEE,CRVO,ICCC,BYRN,LINK,ARTW,FKWL,LIXT,BHRB,ISBA,DXR,IPM,LDWY,TOMZ,HFBL,SCWO
2022-01-03,0.051963027389615,0.0018587360594795044,-0.03945804277284881,0.015537824052638483,-0.04283054450187207,0.0,-0.027310882138741555,0.10752686980371506,0.005390705778195004,-0.055517262425915925,0.008143492892638049,-0.005566576213595131,0.0,0.037735849056603765,-0.011824353168792268,0.108614214818884,0.03134791359614897,0.11214953166906039,0.10272531724965295,0.035714310042713304,-0.04812835997278453,0.0694086722947751,0.02549964712079089,0.023655942206107117,0.03209619560493593,0.03347274864614502,0.01661118235099579,0.10909090909090913,0.05288468151403136,0.006818381954016406,0.02515723270440251,0.06415928386654168,0.00016479901803334585,0.1075580460500476,0.04800000000000004,0.06451612903225801,0.023749947547912598,0.017977510431482324,-0.016003858615079358,0.0028248560935075773,0.05949667822584326,0.09243700980938208,0.0,0.009804088985651882,-0.025686444892195515,0.09859154220139099,-0.14731367546661245,0.048484875194735544,-0.03042170960854995,-0.06315783661818375
2022-01-04,-0.007683830676427306,0.01298701298701288,-0.08042563752219689,0.020007855373137318,-0.11478593211601318,0.016012051301853347,-0.07127434847533298,-0.02912618566127323,0.004468536189403016,0.009492524084542264,0.0008073818908889141,0.005597736440112744,0.0,-0.07999998150449805,0.0205128012846727,-0.06165544649516641,-0.006079065338104539,1.142856999748759,-0.013307927158716204,-0.020689581085941322,0.005617972260667514,-0.00240378663737173,-0.018817186210869363,0.06512603526751559,-0.025267036889100813,0.037786866306787736,-0.0032678408682469406,-0.08196721311475408,-0.0273972334300725,0.0,0.05521472392638027,-0.031185051382921936,0.0,-0.01574799207744415,0.0,0.0,0.001221029230061177,-0.0448859899560341,0.023084781998073733,0.039436649798495926,0.019438319390005177,0.03846153846153855,0.0,0.0,0.017272689125754637,-0.016025626330215204,-0.09095532966310871,-0.08092484633026953,0.0,0.11985015883856054
2022-01-05,-0.007743329106150831,-0.026556776556776573,-0.047631874731747015,0.018846145043006413,-0.024175852506203577,-0.0026759341453368446,-0.08294571522988359,0.02250005829764934,0.014234881226118157,-0.05027122635896519,0.0,0.00556665205250817,0.0,-0.07509887303089502,-0.020100484049636713,-0.07290724491207012,-0.16513754576173834,-0.09803921751955846,-0.20616571191436495,0.028168985706974903,0.0,-0.002409693651091449,-0.012328787703611122,-0.05522686397002563,0.031249914077990715,-0.0728218821095784,0.01639317124696027,-0.0357142857142857,0.01408449285348734,0.0,-0.046511627906976716,-0.09227464429584042,0.0,-0.06400004069010412,-0.022900763358778664,-0.06060606060606055,0.1036585855171992,-0.037750368905925424,0.03076942376132563,0.0,-0.027542322838653988,0.6370370652940538,-0.006818182365526226,0.0,0.009830260453664419,-0.0358305855009039,0.12465072809758126,-0.06918239748170008,0.0,0.036789262456513594
2022-01-06,-0.012263166898209943,-0.031044214487300104,-0.002825613897872614,0.00037750958732507556,-0.018018000602490147,0.0017884549684976658,0.01775148262901971,0.002444895970961536,-0.011403531004524736,0.06321400734743232,0.0,0.018188970653228775,0.0,0.029914618159655237,0.0034188002141120055,0.019417456850636006,0.03296700070173797,-0.13913040864219683,0.01699030946545821,-0.041095959012037,0.01117317394007622,0.048309249408762245,0.036754488915883954,0.01670144558312403,-0.045161297600011974,0.03786812815816498,0.0,0.0,-0.06481486080605126,0.0,0.04878048780487809,0.0070922481496633605,-0.009061128448936251,-0.014245014864278316,0.015625,-0.032258064516129004,-0.009944768032163154,-0.015212136418341293,0.014925143691658649,0.013550122368818363,0.0021785887929095527,0.004524904060796864,0.009153399645939864,0.0,0.017699097866309854,-0.020270250677801416,0.06262416843821628,-0.033783831676485354,0.02884603494130955,0.1129032754253041
2022-01-07,-0.001128586410269583,-0.030097087378640808,-0.023802780696962178,0.0,0.050458665929975055,0.008631141547845278,0.028239215420691854,-0.007316987638666839,0.006211236361127304,-0.007163351088572134,0.004035639165737903,0.010097096267255745,0.0323382661771594,-0.05394192754164884,0.023850144131547957,0.011428560529436416,-0.007092151110094758,0.3333333734711408,0.18615749291185568,0.007142907421607392,0.049723776919236684,-0.0368664328626489,-0.003344494406205656,0.03285427679859154,-0.04617115339281985,0.02162163372708359,0.00322598882089431,-0.03703703703703709,0.01485147112526719,0.0,0.04069767441860472,-0.01877943573824914,0.005818783714086395,-0.017340997126628732,0.007692307692307665,0.0,0.015625038250748347,-0.015447197651325073,0.0098040535650874,-0.05080215420747913,-0.01304343056943369,-0.03603608634755984,0.0022676537912917905,0.0,0.0,0.006896544920278691,0.09260998724538605,-0.013986001160915085,0.0,0.3536231918110613
2022-01-10,-0.023728816846909306,0.020020020020020013,0.0020319214303043953,-0.028301886792452824,-0.03930127321770138,0.0029508074362107894,-0.028271436044775222,-0.019656104742574954,-0.00176375195629086,0.017676759857713886,0.0,-0.017685543551456684,0.0,-0.1359649538639146,0.013311134885087839,-0.0489641722874633,-0.03571432199322677,-0.17045455674330345,-0.1026157386424299,-0.06382978243712933,0.015789458824326585,0.031100507124323995,0.02013424150439369,0.003976139183357041,0.040141693254888144,0.013227554728337143,-0.019292520929519608,0.0,-0.058536589053470034,0.0,-0.0949720670391061,-0.004784684628674429,-0.004132103013787969,0.06764703638413372,0.022900763358778553,-0.033333333333333326,-0.06593410508987485,-0.01651526134890191,0.026601992271904962,-0.05915494111766195,-0.015418498006043446,0.168224319889823,0.0,-0.007766925828239235,0.0,-0.04794524015282309,0.045376688281106636,-0.02127657595741339,-0.028529100074852876,-0.004282651092028522
2022-01-11,0.04166662527455389,0.001962708537782243,0.01506374423140322,0.009708737864077666,0.00681812098203749,0.0002940750076663168,0.0016625484794363654,0.02506275116286938,0.015017763568525577,-0.017369719497363212,-0.015273278234189447,-0.02113499116647477,0.0,0.040609163922903146,0.022988483247591285,0.023762352678568854,-0.007407453517269125,0.0456620557167875,-0.013452881045931897,0.08333331326442961,0.0,0.044083540543605526,0.026973674510324397,0.051485097470232555,-0.023836552570347003,-0.001305466788381282,0.0,0.0,0.0621761699635448,-0.010383778132016963,-0.01851851851851849,0.0192307515962582,0.012448114944896727,0.0578513039381654,0.014925373134328401,0.034482758620689724,-0.01176475076114425,0.04114187887455212,0.06676736660462801,0.008982027593025244,0.03132000936154733,-0.07999999999999996,-0.00452504634408557,0.0,0.0,0.039568393757721365,0.03890257002339981,-0.036231849629747126,0.0,-0.010752728969764092
2022-01-12,0.008888880411783928,0.0558276199804113,-0.010559438838886326,0.03846153846153855,0.0383747365420779,-0.014705780264218982,0.002489604356542552,-0.01711502779424867,-0.011314301291041162,0.03463207126988621,-0.0024489388629201914,0.05157932812367605,0.0,0.004878036374968309,0.09470307396172917,-0.02224376136523365,0.0,-0.12227073190132265,-0.09545456279407849,-0.02797200154455226,-0.031088054098535878,0.0,0.004484346575151399,-0.02448213104365282,-0.020930267115292778,0.028758082502948756,0.022950678504428446,-0.038461538461538436,-0.019512176967531936,-0.009580365605805885,0.03144654088050314,-0.028301861329449007,-0.0024590568318447747,-0.04687507761021148,0.044117647058823595,-0.033333333333333326,0.078571527507034,-0.023387094417298027,0.027482372796462817,0.017804208675266997,0.0,-0.06521739130434778,0.0,-0.0007827274670514361,0.001739170240319332,0.010380612560830782,-0.11430829444018797,0.02255636873816247,0.0,-0.010869503246587309
2022-01-13,0.00770921755643017,-0.05380333951762528,-0.0723968403258084,0.0,-0.039130398276171485,0.005970120483849595,-0.0935430564219939,-0.017412860384324436,0.002640923142149143,-0.008019509755542775,0.019639942774317687,-0.030418222823871077,0.0,-0.09223302319268067,-0.05718479963435963,-0.014836758024141417,-0.0410447923196241,-0.07462685416409909,0.25879395564082075,-0.043165482845068825,-0.02139035387755628,-0.07555558946397567,-0.02551024007777314,0.003861000306814244,-0.0023753512568226443,-0.06353240520384773,0.0,-0.020000000000000018,-0.029850717942397798,0.0,-0.07926829268292679,-0.060679613335978266,0.009860328040194988,-0.005464397720770453,0.014084507042253502,-0.06896551724137934,0.0033112286514067613,-0.03303052269780371,-0.020707579233009477,-0.011661796231637989,-0.004338482527652898,-0.03255817502043967,0.0,-0.007050514337709535,-0.013020882486467267,-0.027397315080268658,-0.0008900111716138026,-0.09558823078252043,0.032911041705583566,0.017582400077467586
2022-01-14,0.04918041330057843,0.05784313725490198,0.02176619298074356,0.0,-0.027149294906731902,-0.003857591234480706,0.009132455087817792,-0.010126593838706288,-0.007023849231956869,-0.05588752583300849,0.0,0.04117644066904114,0.0,-0.04278070902780429,-0.05287708939777391,-0.028112422881404364,-0.07392987261456663,0.026881694586956106,-0.07385223674514485,-0.04511279857818873,0.0,0.0552884681514032,0.0013089305047901956,0.0076923006385032355,-0.03095229607320038,-0.009497847256278558,0.006410384581840622,0.061224489795918435,0.0051282001121668586,0.0,-0.026490066225165587,0.05167966201978369,-0.0032545626620115176,-0.010989052448102776,-0.06944444444444442,0.07407407407407418,-0.03080305041485354,0.02305717363021298,-0.026343500867665126,0.020648947220246905,0.004357386974909838,-0.05769225478877493,-0.004090764920378298,0.0,-0.001758971353619465,-0.014084494035883521,-0.1358575073834355,-0.040650464024575284,0.0,0.01511872421037097
