Date,AACG,AEHL,AIRT,ALRS,ANIX,ARTW,ASRV,AVBH,BHRB,BMRA,BVFL,BYRN,CFFI,CHMG,CLWT,CODA,CPSH,CREX,CRVO,CRWS,CZFS,DXR,DYAI,EBMT,ELTK,FIEE,FKWL,FRAF,FSFG,GBLI,GCBC,GREE,HFBL,HGBL,HNNA,IBIO,ICCC,IDN,INTZ,IPM,ISBA,KOSS,KRMD,LDWY,LFMD,LINK,LIXT,LOAN,MGYR,MNSB,NAII,NBN,NECB,NOTV,OCC,OMEX,ORKA,OVBC,OVLY,PEBK,PRPH,RCAT,RGLD,SBET,SCWO,SFBC,SGLY,SHIP,SLNH,SMID,SSKN,STRR,TAYD,TOMZ,TSBK,UNB,VALU,VIRC,WFCF,WVVI
2022-01-03,0.11214953166906039,0.02515723270440251,-0.005566576213595131,-0.0030738237339926755,0.01683500061772092,0.0028248560935075773,0.002590693967297497,0.015537824052638483,0.0,0.0694086722947751,0.0,0.017977510431482324,0.007032506802196359,-0.021528473604003007,0.03134791359614897,0.023749947547912598,0.03166230215975774,0.035714310042713304,0.06451612903225801,0.002747154896864723,0.00016479901803334585,-0.025686444892195515,0.06415928386654168,-0.004786577654461999,0.10752686980371506,0.04800000000000004,0.05949667822584326,0.0,0.0018937998737467154,0.008754373531329351,0.0035373786023831233,0.07725852895005847,-0.03042170960854995,-0.04812835997278453,0.029990234039795505,0.10909090909090913,0.023749947547912598,0.18614721965741632,0.1075580460500476,0.09859154220139099,0.009804088985651882,0.108614214818884,0.05333336194356275,-0.14731367546661245,0.06459948511442493,-0.016003858615079358,0.09243700980938208,0.018181600236144124,0.008143492892638049,-0.013419946559712681,-0.0015809885132375134,0.011754853319450032,0.005390705778195004,-0.03945804277284881,-0.04283054450187207,0.02884617324411587,0.06976753296666738,-0.008094338215201002,-0.008620677516302355,0.0,0.03347274864614502,0.05288468151403136,-0.015587781453034966,0.037735849056603765,-0.06315783661818375,0.006818381954016406,0.10272531724965295,0.010869546351383264,0.0018587360594795044,-0.22042554490109711,-0.006802682251218939,-0.055517262425915925,-0.023809544603050514,0.048484875194735544,0.018050464443357228,0.0056990420091074245,0.01665961249376191,0.01661118235099579,0.02549964712079089,0.051963027389615
2022-01-04,1.142856999748759,0.05521472392638027,0.005597736440112744,0.009592351138896227,0.013245020564786714,0.039436649798495926,-0.005168143285893878,0.020007855373137318,0.0,-0.00240378663737173,0.0,-0.0448859899560341,0.012609176729765137,0.0033001775858181315,-0.006079065338104539,-0.017093943445829263,0.015345253570958395,-0.020689581085941322,0.0,-0.006849461634325427,0.0,0.017272689125754637,-0.031185051382921936,0.005246852966432902,-0.02912618566127323,0.0,0.019438319390005177,0.016012051301853347,0.009451828069308998,-0.005128121392113494,-0.017895661760861215,0.0023135290306193212,0.0,0.005617972260667514,-0.01364862891783536,-0.08196721311475408,0.001221029230061177,-0.049270069340649925,-0.01574799207744415,-0.016025626330215204,0.0,-0.06165544649516641,-0.0569620448949717,-0.09095532966310871,-0.01699021766228026,0.023084781998073733,0.03846153846153855,0.005357168084916042,0.0008073818908889141,0.010717303872088246,0.01425180550631766,-0.006085953295092206,0.004468536189403016,-0.08042563752219689,-0.11478593211601318,0.026168199809568193,-0.039130469699398374,-0.0003402434518071651,0.028985387168196652,0.002174425878149533,0.037786866306787736,-0.0273972334300725,-0.009269036860309554,-0.07999998150449805,0.11985015883856054,0.0,-0.013307927158716204,-0.010752669709574003,0.01298701298701288,0.05431227378865655,-0.0410959154652657,0.009492524084542264,-0.028142607413610188,-0.08092484633026953,0.016666722124131228,0.003333408195075771,0.005252031621193032,-0.0032678408682469406,-0.018817186210869363,-0.007683830676427306
2022-01-05,-0.09803921751955846,-0.046511627906976716,0.00556665205250817,-0.011537265806103147,-0.09150326033517286,0.0,0.025974162315544946,0.018846145043006413,-0.006818182365526226,-0.002409693651091449,0.0,-0.037750368905925424,-0.013410131145344284,-0.0024120644435005056,-0.16513754576173834,-0.020161503853140306,-0.0780856273414341,0.028168985706974903,-0.06060606060606055,0.0013797413288139104,0.0,0.009830260453664419,-0.09227464429584042,0.0004349715602147697,0.02250005829764934,-0.022900763358778664,-0.027542322838653988,-0.0026759341453368446,0.013482970692726415,0.030531316097887506,-0.03147442845889137,-0.05885745394474029,0.0,0.0,0.009224881472753799,-0.0357142857142857,0.1036585855171992,-0.057581610084126544,-0.06400004069010412,-0.0358305855009039,0.0,-0.07290724491207012,-0.006711402952518042,0.12465072809758126,-0.05679018436054262,0.03076942376132563,0.6370370652940538,0.010657360627218448,0.0,-0.014682166139469155,0.022638559902693922,0.0016701914432317722,0.014234881226118157,-0.047631874731747015,-0.024175852506203577,0.008196735550096479,-0.05429867067097505,-0.0108841003518938,-0.019155027303195182,-0.0036164428759347667,-0.0728218821095784,0.01408449285348734,-0.009648262159495657,-0.07509887303089502,0.036789262456513594,0.0,-0.20616571191436495,-0.021739023275857305,-0.026556776556776573,-0.03468806926060153,-0.028571401323590928,-0.05027122635896519,0.0,-0.06918239748170008,0.006278334365184657,0.0049834222593225785,0.029467271236168546,0.01639317124696027,-0.012328787703611122,-0.007743329106150831
2022-01-06,-0.13913040864219683,0.04878048780487809,0.018188970653228775,0.02574690208077124,0.050359750483805366,0.013550122368818363,-0.012658257326322642,0.00037750958732507556,0.009153399645939864,0.048309249408762245,0.0,-0.015212136418341293,0.028737928558234538,0.005715637275691465,0.03296700070173797,-0.007315206787014583,-0.01639349174618998,-0.041095959012037,-0.032258064516129004,0.0013771433748330786,-0.009061128448936251,0.017699097866309854,0.0070922481496633605,0.00391313770484647,0.002444895970961536,0.015625,0.0021785887929095527,0.0017884549684976658,0.006282300994127077,-0.009619234380689012,0.04047909274864958,-0.01839362285551338,0.02884603494130955,0.01117317394007622,0.0018282913218583552,0.0,-0.009944768032163154,-0.02240318942885977,-0.014245014864278316,-0.020270250677801416,0.0,0.019417456850636006,0.060810832580220575,0.06262416843821628,-0.028795784559725424,0.014925143691658649,0.004524904060796864,0.005272315690547202,0.0,0.0037252572885515534,-0.0030534321136057585,0.023061875081323846,-0.011403531004524736,-0.002825613897872614,-0.018018000602490147,-0.024390199777114208,-0.019138695765482105,0.0,0.020677934139278653,-0.0018149427915501448,0.03786812815816498,-0.06481486080605126,-0.026859036596563857,0.029914618159655237,0.1129032754253041,0.0,0.01699030946545821,0.033333200856519474,-0.031044214487300104,0.043175129279258595,0.0,0.06321400734743232,0.0,-0.033783831676485354,0.017330948988721007,-0.006942241836182084,0.02151838541604878,0.0,0.036754488915883954,-0.012263166898209943
2022-01-07,0.3333333734711408,0.04069767441860472,0.010097096267255745,-0.004350917019651179,0.08561643611917269,-0.05080215420747913,0.020512911779376974,0.0,0.0022676537912917905,-0.0368664328626489,0.0323382661771594,-0.015447197651325073,0.0,0.0,-0.007092151110094758,-0.011494272473158929,0.01388894223872672,0.007142907421607392,0.0,-0.0027511948507263906,0.005818783714086395,0.0,-0.01877943573824914,-0.003897884745081348,-0.007316987638666839,0.007692307692307665,-0.01304343056943369,0.008631141547845278,0.0,0.004273540656167141,0.0041091486359385865,-0.0074953913884010515,0.0,0.049723776919236684,0.012773789317582773,-0.03703703703703709,0.015625038250748347,-0.010416705989173769,-0.017340997126628732,0.006896544920278691,0.0,0.011428560529436416,-0.04458601918054628,0.09260998724538605,0.005390830382983713,0.0098040535650874,-0.03603608634755984,0.01048944359049786,0.004035639165737903,0.01855673346019615,0.006891209496317607,0.007604613704639274,0.006211236361127304,-0.023802780696962178,0.050458665929975055,-0.02407409484167289,-0.004878069174385713,0.009628355783837472,-0.005064639968085594,0.001818242798210079,0.02162163372708359,0.01485147112526719,0.007508948261922166,-0.05394192754164884,0.3536231918110613,0.0,0.18615749291185568,0.010752669709574114,-0.030097087378640808,0.0010282030658397279,0.0073528988963604824,-0.007163351088572134,0.010617819883870894,-0.013986001160915085,0.005110703786097792,0.008322423803655887,-0.03497625225576617,0.00322598882089431,-0.003344494406205656,-0.001128586410269583
2022-01-10,-0.17045455674330345,-0.0949720670391061,-0.017685543551456684,-0.008403270442121302,-0.0031545710481332145,-0.05915494111766195,-0.0025125825230152277,-0.028301886792452824,0.0,0.031100507124323995,0.0,-0.01651526134890191,-0.010192277259251536,0.0032786290708317622,-0.03571432199322677,0.003875996213888122,-0.030137022093236654,-0.06382978243712933,-0.033333333333333326,-0.008275656563480172,-0.004132103013787969,0.0,-0.004784684628674429,0.0326085874414308,-0.019656104742574954,0.022900763358778553,-0.015418498006043446,0.0029508074362107894,-0.0011016923146111024,-0.0038684813943488106,0.00818554037364927,0.0044053633349241395,-0.028529100074852876,0.015789458824326585,0.0,0.0,-0.06593410508987485,0.012631566900956015,0.06764703638413372,-0.04794524015282309,-0.007766925828239235,-0.0489641722874633,0.016666650772094727,0.045376688281106636,-0.07238605349754945,0.026601992271904962,0.168224319889823,-0.001729997833938235,0.0,0.00040472062819940646,-0.009885868025685252,0.0024258148027607174,-0.00176375195629086,0.0020319214303043953,-0.03930127321770138,0.1043643629460067,0.0,0.005449651412021472,-0.009049907006474567,0.0,0.013227554728337143,-0.058536589053470034,0.02689083144947335,-0.1359649538639146,-0.004282651092028522,0.0,-0.1026157386424299,-0.02127655960120023,0.020020020020020013,-0.07010784896031863,-0.02189782444609789,0.017676759857713886,0.021967481983799164,-0.02127657595741339,-0.018644012756102724,-0.0013206592414719553,0.014209444753127132,-0.019292520929519608,0.02013424150439369,-0.023728816846909306
2022-01-11,0.0456620557167875,-0.01851851851851849,-0.02113499116647477,-0.0016949858178517685,0.06329107716228477,0.008982027593025244,-0.005037822992034369,0.009708737864077666,-0.00452504634408557,0.044083540543605526,0.0,0.04114187887455212,0.0,0.0023965753566137504,-0.007407453517269125,0.0057915156247632105,0.031073484378464356,0.08333331326442961,0.034482758620689724,0.0,0.012448114944896727,0.0,0.0192307515962582,0.004210432442810053,0.02506275116286938,0.014925373134328401,0.03132000936154733,0.0002940750076663168,0.011029545220616832,0.006213676225381715,0.0013532163844209855,-0.00501255025791747,0.0,0.0,0.015315197208889852,0.0,-0.01176475076114425,0.033264001936692544,0.0578513039381654,0.039568393757721365,0.0,0.023762352678568854,-0.01311474179619243,0.03890257002339981,0.06358382259673379,0.06676736660462801,-0.07999999999999996,-0.017331330262608247,-0.015273278234189447,-0.02185337513726926,0.008448514040693134,0.00564653708652596,0.015017763568525577,0.01506374423140322,0.00681812098203749,-0.039518902455260685,0.024509762022762338,0.02472892921412928,0.0022831098120930093,-0.006170504741985217,-0.001305466788381282,0.0621761699635448,0.0035309392205917778,0.040609163922903146,-0.010752728969764092,-0.010383778132016963,-0.013452881045931897,0.010869546351383264,0.001962708537782243,-0.0988676638186543,0.05223886439305958,-0.017369719497363212,0.0,-0.036231849629747126,0.008980885627108082,0.01652882941408973,-0.009746196273686447,0.0,0.026973674510324397,0.04166662527455389
2022-01-12,-0.12227073190132265,0.03144654088050314,0.05157932812367605,-0.006112011872557055,-0.017857126384770328,0.017804208675266997,0.012658116188171809,0.03846153846153855,0.0,0.0,0.0,-0.023387094417298027,0.00819977402987182,-0.007824409696479684,0.0,-0.0033269382850690254,0.010958893372029044,-0.02797200154455226,-0.033333333333333326,-0.01112660859172232,-0.0024590568318447747,0.001739170240319332,-0.028301861329449007,0.0062896762682373986,-0.01711502779424867,0.044117647058823595,0.0,-0.014705780264218982,0.01818172492466763,0.015052113425564118,-0.004324180477432549,0.006926894355084201,0.0,-0.031088054098535878,-0.01863347556528039,-0.038461538461538436,0.078571527507034,0.012072519547206229,-0.04687507761021148,0.010380612560830782,-0.0007827274670514361,-0.02224376136523365,-0.016611279891927455,-0.11430829444018797,0.005434777327093299,0.027482372796462817,-0.06521739130434778,0.015873209666643184,-0.0024489388629201914,0.015721968225187233,0.0015231914634454835,0.0026738662665859447,-0.011314301291041162,-0.010559438838886326,0.0383747365420779,0.05187834596368868,-0.019138695765482105,0.018843215012246617,0.02107068820155633,0.008034868438237197,0.028758082502948756,-0.019512176967531936,0.0004885873380104933,0.004878036374968309,-0.010869503246587309,-0.009580365605805885,-0.09545456279407849,-0.021505270738763294,0.0558276199804113,0.015936268487339866,0.09219852495670922,0.03463207126988621,0.0,0.02255636873816247,-0.0023963715183434875,0.014959395250985441,0.01701832550422777,0.022950678504428446,0.004484346575151399,0.008888880411783928
2022-01-13,-0.07462685416409909,-0.07926829268292679,-0.030418222823871077,0.009907794170806117,0.03636367445806554,-0.011661796231637989,0.015000120210022505,0.0,0.0,-0.07555558946397567,0.0,-0.03303052269780371,-0.016455399040151586,-0.007667201970114501,-0.0410447923196241,-0.03068427815431396,-0.05149052961359002,-0.043165482845068825,-0.06896551724137934,0.002812928512620383,0.009860328040194988,-0.013020882486467267,-0.060679613335978266,0.0004165747009901022,-0.017412860384324436,0.014084507042253502,-0.004338482527652898,0.005970120483849595,-0.011785657967628649,0.01901128331780355,-0.008143322475570036,-0.07504690717979967,0.032911041705583566,-0.02139035387755628,0.00813710273867474,-0.020000000000000018,0.0033112286514067613,-0.0357853474488502,-0.005464397720770453,-0.027397315080268658,-0.007050514337709535,-0.014836758024141417,0.07432433303208819,-0.0008900111716138026,-0.03243246552193535,-0.020707579233009477,-0.03255817502043967,-0.020833202182007016,0.019639942774317687,0.00610999018058167,0.0,0.03893334242038149,0.002640923142149143,-0.0723968403258084,-0.039130398276171485,-0.03571429150676808,-0.004878069174385713,0.0,-0.002231016319488077,0.003985451458950351,-0.06353240520384773,-0.029850717942397798,-0.01162450950630367,-0.09223302319268067,0.017582400077467586,0.0,0.25879395564082075,0.0,-0.05380333951762528,-0.006938260824936537,-0.025974001846660322,-0.008019509755542775,0.00467291510524781,-0.09558823078252043,0.004117847974366651,0.0003203571271148675,0.02479862114122411,0.0,-0.02551024007777314,0.00770921755643017
2022-01-14,0.026881694586956106,-0.026490066225165587,0.04117644066904114,-0.0023682375771026942,-0.0029239737544372035,0.020648947220246905,-0.012315230857798398,0.0,-0.004090764920378298,0.0552884681514032,0.0,0.02305717363021298,0.019230539962219684,0.017439342028399363,-0.07392987261456663,-0.07668873927921671,0.008571420397077256,-0.04511279857818873,0.07407407407407418,-0.0014024303707645958,-0.0032545626620115176,-0.001758971353619465,0.05167966201978369,-0.017909104588785696,-0.010126593838706288,-0.06944444444444442,0.004357386974909838,-0.003857591234480706,-0.016986001056136457,-0.0018656349675562067,0.009578580633892164,-0.013522650997536911,0.0,0.0,0.016143728310078487,0.061224489795918435,-0.03080305041485354,0.05773200315754701,-0.010989052448102776,-0.014084494035883521,0.0,-0.028112422881404364,0.07232704850475935,-0.1358575073834355,0.01396653402246506,-0.026343500867665126,-0.05769225478877493,0.017730226601406773,0.0,-0.014169871085479846,0.015969585113223328,-0.029517138246983876,-0.007023849231956869,0.02176619298074356,-0.027149294906731902,0.029982376367984287,-0.009803962757284457,-0.026606378515643847,0.006148899299433852,0.006135112700670131,-0.009497847256278558,0.0051282001121668586,-0.016307492881195818,-0.04278070902780429,0.01511872421037097,0.0,-0.07385223674514485,0.01098892074493607,0.05784313725490198,-0.1682867350036733,0.013333320617675781,-0.05588752583300849,-0.013953452886537043,-0.040650464024575284,0.0020509278957143717,0.0038437311284622577,0.0003934169010610944,0.006410384581840622,0.0013089305047901956,0.04918041330057843
