Date,LAG_06,LAG_16,LAG_19,LAG_20,LAG_27,LAG_32,LAG_33,LAG_36,LAG_39,LAG_41,LAG_48,LEAD_02,LEAD_06,LEAD_12,LEAD_15,LEAD_19,LEAD_22,LEAD_24,LEAD_37,LEAD_45,LEAD_49,NOISE_005,NOISE_010,NOISE_017,NOISE_020,NOISE_030,NOISE_036,NOISE_050,NOISE_064,NOISE_069,NOISE_072,NOISE_074,NOISE_082,NOISE_096,NOISE_102,NOISE_103,NOISE_105,NOISE_114,NOISE_119,NOISE_126,NOISE_128,NOISE_132,NOISE_143,NOISE_153,NOISE_156,NOISE_161,NOISE_163,NOISE_166,NOISE_171,NOISE_172,NOISE_178,NOISE_187,NOISE_193,NOISE_216,NOISE_225,NOISE_229,NOISE_230,NOISE_234,NOISE_235,NOISE_237,NOISE_238,NOISE_241,NOISE_245,NOISE_250,NOISE_256,NOISE_260,NOISE_264,NOISE_268,NOISE_270,NOISE_273,NOISE_281,NOISE_285,NOISE_286,NOISE_288,NOISE_289,NOISE_294,NOISE_295,NOISE_296,NOISE_299,NOISE_301
2023-01-03,-0.007266705500669163,0.014684539709235713,-0.008156692552905185,0.022916136979529447,-0.02532775416098331,0.016189275558348405,0.0007768225857343897,0.0018597004334117285,-0.009989028740848938,-0.004013136576661249,0.004030951542118531,0.008098333223021925,-0.04407434427176282,-0.016724750811976375,-0.014691014410632227,0.0064626374282225375,0.002534173769430876,-0.014177839047164988,0.013345997463604499,0.019140717279103204,0.003027754836018565,-0.009332569606846045,-0.022049921506508113,0.028128387475677533,-0.002847159172766807,-0.011275042799209819,0.02033669350264619,-0.019445316240118724,0.00034521920120932954,0.0029453554792124997,0.01989026570812503,0.019927980310246715,-0.014348573983843718,0.02143352347756528,-0.0010654899538250254,8.089683117093936e-05,0.03985969535544814,-0.005300385044367521,0.020992789150608294,0.0061714703687869325,-0.0003035335246844225,0.007892609655001753,-0.019668430225809233,0.000834948351269299,0.003559595588114032,-0.0014996761519155029,-0.005116874116927917,0.0010638824139601502,-0.009534039890874573,-0.0031858143190631773,-0.004191293491438032,0.011577019947104045,-0.03101751049014654,-0.03507460312846019,-0.02905713017938069,0.01198556095501277,0.0006558686419577418,0.009353684310831336,-0.008424143355769523,0.015808093520291302,0.0004892822384858267,-0.01794523365573491,-0.041101551242591204,0.02888136325873379,-0.011486253754790437,0.00945089835292913,-0.014831706616650531,0.005068682555730344,0.006958466843454521,-0.010432739399183393,0.006759476286936891,-0.0010376368386860247,0.011139850718762537,0.034790183111981475,0.002279309684880344,0.03391266002424159,0.022872577420372027,-0.0005612615804144964,0.0007166585662107696,0.00888574973204927
2023-01-04,-0.03378139937732586,-0.019191065802980987,0.028441357594757466,0.014073697963828926,-0.019040724431373512,-0.018883100091011747,0.039071479334822454,0.01859638993006767,0.04200437634602672,-0.015490295695902113,-0.003179330297201753,-0.0034261295054631227,-0.011741198195863594,-0.035030531487225375,-0.01303356880226964,-0.010948485598542317,0.05941870407455351,0.03681165820690447,-0.009199268360641364,0.004088674198855864,0.016777809518549232,-3.406453665728041e-05,0.011954854812769325,-0.0067072462542096655,0.0225351151424108,0.031008906684227934,0.01790888158531818,-0.019533181721987515,-0.02566956390834504,0.0006571553490605841,-0.0257818605606237,-0.016628204714736694,-0.02533422893881766,-0.0166287391504982,0.02258642147574737,0.0117203478406501,-0.017754080080046045,0.03953346216302742,0.01543790910336354,-0.019992615951254396,-0.012784057657669748,0.027398912048335018,-0.011025095297186333,0.02747356232679129,-0.0010972416448636604,-0.009977574324230354,0.020121535917079374,-0.022604173407236302,-0.001744449339305623,-0.0008117849160250137,-0.024589632360141486,0.006252419109524454,0.005696211291498042,0.003999675594939119,0.041987582639311065,0.030637720095926614,0.004019122383929807,0.016054879456790502,-0.01714152209716088,-0.013176904510077848,0.03320307181010186,-0.045049028644597984,0.04209979034288525,0.007475252621236688,0.010902639827015037,0.02314291771102291,0.0033348997089935814,-0.017091639428997014,0.013875020737634079,0.027473772026171985,-0.008712819563852635,-0.012223808212514524,0.0019707179857731886,0.008352994339716353,0.024241611121867457,-0.01773494174371527,-0.024184900890560097,0.025443723634044485,-0.014828643660665393,0.008720603013655289
2023-01-05,0.004746025031316884,-0.019761202139847014,0.004140378404133463,-0.0394170700362351,0.009135711241105297,-0.017751184999185956,-0.017511724109781676,0.024341981266312863,-0.007000248082979375,0.04782249521166458,0.014107369943042632,-0.014739466999211574,0.008902626673091293,0.01120468970547558,-0.009617075105918414,-0.019122580458332754,0.011615159679513837,-0.014226604079401656,-0.03211561626615653,0.021958095143334803,-0.014654399386454362,0.024232606636506206,0.01918867820911843,0.019661077476720502,-0.025307363086337135,-0.005362077570758049,-0.04933396320125768,0.009117486602659554,-0.019811418015922632,0.007525422828352716,-0.020054531752789036,0.003072029467280167,-0.03528027739317482,-0.009712881150250303,0.012322387080579297,-0.007208599964044299,0.0119039635808797,-0.010936870474752954,0.07363782324224898,-0.01544918085370182,0.01245819329816561,-0.01998394850626314,-0.023281442923467517,-0.004272609592528603,-0.0007154331286565147,0.013650015917705647,-0.0292147217606989,-0.008127920201855456,-0.01305589125701637,0.02641804271772257,0.01338354472305793,0.02635748991961376,-0.012806837310414576,0.018973971359635904,-0.0044803321358592545,-2.6535876872323022e-05,0.044939231632154276,-0.00042836322433628985,-0.0341609330916906,-0.03525759353626603,-0.03968689569461014,-0.02507636253106219,0.023319013321527932,-0.006489609394071626,-0.006191076582031694,-8.125885894621372e-05,-0.005841122832244098,0.017411687617215288,-0.02500937488073286,-0.003164796931491687,0.009895281417430667,-0.029648395196633363,0.01093449028239429,-0.014934396817373179,0.005997100324037007,-0.003920221309364326,-0.028168705003957153,-0.014195225911764722,0.016361233172995964,0.009877039044799552
2023-01-06,0.009339685603664853,-0.009474747988901449,-0.012094404287681604,0.01082254349525806,-0.00469147283193369,-0.00346388768133491,0.004880124068711704,0.02989668725495216,0.017696547851552405,0.007557705173929907,0.0057881784775508545,-0.024795610825860424,0.004145124636039792,0.00781897422549539,0.03610616112932461,-0.005782645320456064,-0.007496050037177566,-0.013623224339331474,0.010895017886391396,-0.0053426258844143405,-0.032263719638975674,0.022992670184483317,-0.011477523295216006,0.0020549469716515845,0.013598288337306093,0.009108306534161148,-0.001204796679228395,-0.009645180281145069,-0.0030586540398438652,-0.025079886155251235,-0.03880817829819568,0.026942002883624118,0.021911951349914697,-0.02654937261195357,0.00144029488409639,0.023936648739229946,0.004443898172684596,0.0035594685830302414,0.01295007023820201,0.017121335667392705,0.023852794964082526,-0.00628681757539451,0.031723308983602434,-0.00698390496165637,0.026279149306391872,0.016578456407833918,0.04409402992545587,0.011174663910714186,-0.010616522792184262,-0.01704491833890498,-0.036360689030139226,0.023803898551303035,-0.0024047419625793944,-0.01847854852223037,0.0159770400943752,0.010630467886275927,-0.005629239933314541,-0.01834708455280685,0.01872617550009,-0.023848036451095813,-0.0024849467999340465,-0.0026994008904474005,-0.004905396233665863,0.060563333724514064,0.022236888417066676,-0.001607304053627419,0.017412336674702215,-0.03313120075297886,-0.030722072155711874,0.023915090100861302,0.008153043140626015,0.015665194084981553,-0.03391959560600766,0.03753752341735247,-0.012952149203914616,0.027648140776130682,-0.03042421261379611,0.01840634329092244,0.0007062575350184025,-0.004997539962806134
2023-01-09,-0.005843676399726982,0.025974833713238037,-0.016236356860084875,-0.006356866730704004,-0.01704281760702541,-0.005764479429537067,-0.012754299433725575,-0.004399356524614918,-0.0032381197685826023,-0.03596821050841833,-0.012879440686613633,0.020256160193409714,-0.01516303089497502,0.0013332541947199295,-0.007802740569890433,-0.031766800925691924,-0.004561964717121225,-0.026964989164489635,-0.004983998714966251,-0.017371772208601238,0.026312254658591005,-0.019938774278688825,0.02386432779225142,0.0018092852607118405,0.00528573392093145,-0.009007681719887074,-0.006946872812204537,-0.03563606734049924,0.03067289580500108,-0.024128643224026226,-0.023280124467982385,0.0008659059148103282,0.00047160834521581783,-0.033906964299012556,-0.0390490349044562,0.000339727539193897,0.008993761781850098,0.03623867439853802,-0.001845181165789578,0.04170782386584402,-0.03640132412632982,0.014531044737416182,0.042565327465071454,-0.0027444228576418987,0.006081528426189765,0.015790179864495713,-0.007130247712667955,-0.01357170560949969,-0.02038045853089201,-0.016897525551260104,-0.016438152072602706,-0.027271604674100804,0.004071158306865293,-0.013442840555024198,-0.015615584353566173,0.03356589611370382,0.02099434572111958,0.00047284625196250286,0.009098057306071048,0.0020087291366342962,-0.01254066240857239,0.021167269764509392,0.005218409994064243,0.011628769684673189,0.0006788313772241972,0.007230753510509311,-0.025121785344744386,-0.009881956449764025,-0.028443626196189575,0.010851635938853408,-0.012089576785794665,0.014622872157681197,0.0005549154179592056,0.010321024405920263,-0.007257055944623019,-0.000921701080922995,0.017099462870867083,-0.036381242478936565,-0.008866838822369294,-0.0012394602141253537
2023-01-10,-0.015701786516488597,0.00315686694072035,-0.023702901664964752,0.008490270308357918,0.002740136012117537,0.03183003270665184,-0.013312102285454512,0.006569134093084836,-0.030910700063120532,-0.011149719829781655,-0.027339073532437697,0.007417718779743653,-0.01819972748360582,-0.03178266935045741,0.01194972490689108,-0.0186697022332346,0.02465743085129176,-0.03844102806891174,-0.009129375026096965,-0.011781259116378024,-0.01718801580519646,0.037267595221485865,-0.011328231735663599,-0.014999492460841382,-0.01709259145294499,-0.01590961282569668,-0.00804273317875351,0.008846477814500705,0.006602127623178901,0.03655218789081388,0.0021254955637655037,0.0033253561633076727,0.012514639096944563,0.005687409170710093,-0.028466517473941397,-0.019145171716583,-0.007863133142654103,0.00030689861927128817,0.06293607266927553,-0.018879713612850558,-0.00791284041953241,-0.016268450596751152,0.01737031681695318,-0.007478841286989366,0.006348353125974493,-0.004054843743912085,0.0224603107612504,0.026582850903582672,0.01046578631855876,0.05234628531327545,-0.0011408798388474976,-0.012435167917320274,0.002654474141915695,0.013195828600206676,0.022687305439276405,0.0007578903238275003,0.0035674743735714556,-0.046838681020818236,-0.010629627853434284,-0.00656111242465198,0.006602995697733878,-0.010887656612410588,-0.02433051119342859,0.003465507645757144,0.030160752090914983,0.011537454206693892,0.03807937184507399,-0.017907529179847056,-0.011755469818905422,-0.0024119548587405782,0.01596122539870621,0.028353322601797484,-0.018746976288376502,0.00432399282458215,-0.003708853945516762,0.018147068632541407,-0.02667354064417049,0.008663916076012626,0.00845879222144971,0.016440062689686882
2023-01-11,-0.005478295819704314,-0.0014279704728206001,-0.01683212799488592,-0.014687781808235129,0.05026833059563485,0.01907156968953582,0.011549646352908926,0.019085581385931912,-0.0028897665806307798,0.007874727160580207,0.004379412893687004,-0.008163111358696924,-0.02886363240125514,-0.010886519530053304,0.010921595073611004,-0.0019093733462585147,-0.007841038876051016,0.017685326164315212,0.01115687487118763,0.00935391889025627,-0.004869632752776864,-0.004677826393997601,0.017535624919958553,-0.021094113750493554,-0.015743591872919148,0.017470601099896663,-0.005974278422924905,0.023174625065464187,-0.022221495665507227,-0.042282033009874466,0.0013965784984102025,0.03268624904652133,0.023454889492722036,-0.015754859381070737,0.02806407965556777,0.013549857901817335,0.004864348526839567,-0.022101206669230745,0.006499652336785158,0.023189335489051267,0.00364408666899742,-0.009677236000572208,0.00706207867397922,-0.013706281256600512,0.024176592957030858,-0.018264496525684685,-0.009088824474760438,0.02261540097045092,-0.036301097525709515,3.562636601926355e-07,0.00012833619524886438,0.010839661707054048,0.014217268481144024,0.053416774910496845,-0.012453476896537603,0.009563660405242603,0.009449338579577176,-0.02232224509507728,0.007518433993812689,-0.0018208700680833493,-4.593913555034788e-05,-0.002012719736242916,0.01060877962026459,-0.013388005259300123,0.007235087299364793,0.002232563959834945,0.02951669351308188,-0.017066728944699384,0.060300613545407264,-0.0036558937908739214,0.002829451182691814,-0.028433998094758817,-0.015589150186692236,0.012885469579438787,0.01105879034770407,0.026369500299092435,0.0141113756934387,-0.02656852426691958,-0.05031589026775603,0.019419126883307113
2023-01-12,-0.02291505787563891,-0.023452048838872527,-0.012846432883505622,-0.012003348409254808,-0.022910000343794618,-0.02237894613588541,-0.00492396354187542,-0.030714146399861864,-0.013819898960717114,0.0506425196418761,0.011055282868752295,-0.029004006353364323,0.0085594493339906,0.0030217561331363986,-0.020998984353217467,0.032822205264646874,-0.01792233008964324,0.020624171024708524,0.0011662105719038845,0.0024919667259000714,-0.047843619836348536,-0.011539314247236572,-0.028067162748017172,0.015078249172029774,0.019296988560818736,0.023997109186130787,0.004994933207831022,-0.01609730443557465,0.008049353676610013,0.015475910160145386,0.03746118907906805,-0.03151977620597014,-0.012373323558311396,0.004795507620887769,-0.008216456892072956,0.006312947142311327,-0.027995929416404018,-0.0062753928761049155,0.014102435689305887,0.005634953925240041,-0.029305381143083092,0.009140185920695282,0.01606013489380711,-0.005120810927250059,-0.01691169609623104,0.0414002649835106,-0.00917576200472644,-0.005040083120446733,0.013508037138775504,-0.010276915443637,0.013918118915418571,-0.011312750278419584,-0.03411400939034292,0.002749549781317322,-0.04022566414247835,0.027281763876976287,0.006016442930077355,-0.0017433693039381084,0.0031172838537863075,0.0353329891280224,-0.02642331668218732,0.020996748763732084,-0.025365146342463358,0.006135270118881042,0.011169322788003819,-0.024216721047018372,-0.011495497231290806,0.027797182544592777,0.0038046431662099324,0.01083251621565106,0.011164944148178415,-0.006546958211057583,-0.002530724100323797,5.725472020199625e-05,-0.02176161220572134,0.013035034024126771,0.02590653126795802,-0.0472396517373852,-0.021150885301120873,-0.021544963683194286
2023-01-13,0.00119027364823031,-0.00876335524394645,0.02752326830228826,0.00340540612268138,-0.032249957725582264,0.008009633077409381,-0.017623024927375823,-0.0057675662262417545,-0.015205729151716729,0.007210929786065403,0.007749763153106498,0.017624567843925926,0.047803618321655285,0.030857701067951746,-0.009206377428072352,-0.005495988309840823,0.004655642756447368,-0.029747099689295387,-0.004246679349804115,-0.0016231618281358012,0.017460315504274227,-0.03624888623027425,0.015141281089193798,-0.0465427114825273,-0.0017621262349885205,-0.003642111619696357,-0.006893376161136039,0.007242799000670846,-0.03316982334664079,0.0004841206871500899,-0.004374053905167005,0.0020479412323114983,-0.01907148533895054,0.015069237763067341,-0.010323837100011593,-0.007477099785930183,-0.03253559461747788,0.029692054076417836,0.033893352274921025,0.017667855000438097,0.03825685989885066,-0.0013610080212031312,0.008023885329205638,0.028621572327804438,-0.03527141271500311,0.019617774610740067,0.02484652112467765,-0.00048465688573780567,8.9413993201068e-05,-0.0022039651834342743,0.018375707432393855,0.01608465455974903,-0.0031473246955139663,-0.010318844011757585,-0.01886012913337913,0.0059669286246559405,0.01155126555170202,0.012097970549450292,0.0046612335891719585,-0.010799809203018476,-0.011953932210027341,0.021045081966777554,0.017639364936204768,0.0037915324931389826,-0.0040110574965770765,0.015919104888267265,-0.028020746759807112,0.016275017129394893,0.018349013946356556,-0.008016605351198546,4.812817439873638e-05,-0.014382500352990284,0.005664465017309628,0.027851288936487476,-0.01689724822576074,-0.02113398421908411,0.004762138585774056,-0.0032614162418105296,-0.03905559863305461,-0.033302685611149435
2023-01-17,0.04017810493072113,0.020189815724324614,-0.014898812196899647,-0.013158843533602579,-0.003704136861819819,0.04463259072805742,0.014582721488512307,-0.0027074297152517553,0.005109307625932945,0.017106595607144212,0.019326918509848353,0.021031582390461875,0.0017063341035455973,0.006194450402937611,0.021057941151989234,0.017613969135755837,-0.007819883944389603,-0.03731600083660946,0.016723674634648408,0.024022009829260116,-0.03591640798162809,-0.053070233868102834,0.019503660035102777,-0.00491080250722254,-0.017943904989644453,0.004274364006082702,-0.03153994284958334,-0.004965096275499206,0.025650808814538958,-0.042931534173686704,-5.0729409688226576e-05,0.022682193181970553,0.020495249871930292,0.013933501836414406,-0.03071845851830271,-0.009917111703800557,-0.04985870232255206,-0.014525619690900955,-0.009366298725832826,0.007068932716585066,-0.010075439687765158,0.008905046342483448,-0.00808056842855481,-0.006021084712992772,-0.030966649741090157,0.026266595564678568,-0.014562134931515073,0.044407336901439075,0.013556755295645975,0.04981968530078487,0.040196599895605055,0.0007176466167013635,-0.019753182649873954,0.002265117967261323,-0.011108800956273446,-0.012566871596965741,-0.00896001218151699,0.014655933527658448,-0.0341280629039714,0.02521667258106143,0.04180030952564331,-0.018970165975621463,-0.009783194864008945,-0.010378219047480017,0.025704880563198675,-0.02096338267178042,-0.00457830421663741,-0.002389691497441046,-0.029767917127250968,0.02528383040167933,0.0020426709747210247,-0.011732228320277649,-0.004522428859777164,-0.02901194460062047,0.007564573413761816,-0.004266849753760127,-0.03751223710494716,-0.026914674120141507,-0.009646036969587102,-0.014133016570666339
