Date,LAG_02,LAG_05,LAG_11,LAG_12,LAG_17,LAG_35,LAG_36,LAG_37,LAG_42,LEAD_01,LEAD_03,LEAD_14,LEAD_19,LEAD_21,LEAD_22,LEAD_26,LEAD_28,LEAD_30,LEAD_32,LEAD_37,LEAD_42,LEAD_50,NOISE_001,NOISE_003,NOISE_006,NOISE_014,NOISE_019,NOISE_025,NOISE_029,NOISE_033,NOISE_034,NOISE_038,NOISE_043,NOISE_044,NOISE_049,NOISE_064,NOISE_065,NOISE_066,NOISE_071,NOISE_076,NOISE_087,NOISE_091,NOISE_100,NOISE_102,NOISE_103,NOISE_105,NOISE_113,NOISE_117,NOISE_126,NOISE_130,NOISE_144,NOISE_148,NOISE_151,NOISE_160,NOISE_161,NOISE_164,NOISE_167,NOISE_170,NOISE_173,NOISE_188,NOISE_201,NOISE_206,NOISE_214,NOISE_215,NOISE_221,NOISE_224,NOISE_227,NOISE_245,NOISE_248,NOISE_258,NOISE_260,NOISE_261,NOISE_276,NOISE_277,NOISE_282,NOISE_283,NOISE_284,NOISE_287,NOISE_293,NOISE_296
2021-01-04,-0.022462747743508205,-0.009218097560086926,-0.04938808662744521,-0.009964984130587124,0.0051554232250147145,0.01291821996670377,0.006154325344807569,-0.025849650183801247,-0.018904697319136736,-0.006209671286251793,-0.0023593516833736827,-0.02907212890219048,-0.011909799849785734,-0.03862122984068025,0.017799001921521732,0.002346469936685475,-0.0050723695789390765,-0.03732035347088982,-0.0003852151214672987,-0.0043419612465335055,0.007023402855234626,-0.0012446211394499889,0.00899548555909852,0.022581805225167093,-0.0056232598438880985,-0.011822645541074112,0.027157036432555657,-0.009833648460583334,-0.02251520642664352,-0.011135599886187413,0.010312540249553257,-0.019088871805264553,0.00925712695806218,-0.007129531618243839,0.015639847499789413,0.044629486521500755,0.00991213629622068,0.024724602686590658,-0.005616653751759525,0.019726617076341036,-0.039465035837812835,-0.002299156471351347,0.0013772954638700825,-0.02498885644638832,-0.026238710587494253,-0.016192836237621484,-0.01880445595893568,-0.014907705753508057,-0.004159308135066962,0.009371824381104215,0.004529733334832968,0.008566302284405334,-0.014702857571017249,0.0025308160167407234,-0.028199743092502297,-0.017071511828541525,0.01316104019550553,-0.009373845929090423,0.01540954473934741,0.012336128205569136,-0.0038679591571765,0.010001579980944307,-0.0008776617942411098,0.018429197722483855,0.026668554584612435,0.02993097305016572,0.004627170086442827,0.008443969623341568,0.009709281292570615,-0.008081799880096047,-0.008799527191500262,0.05108083892432963,0.007834197812633557,-0.0021259494316908448,-0.007606727271377381,0.00830687201255961,-0.004036877068295928,-0.011291424838248479,0.013903286499413492,-0.007283243807715315
2021-01-05,-0.01015592927620243,0.001462127118650361,0.02777683783971649,-0.0014539686511649223,0.020657153423534812,0.00251671571937419,-0.013996574778112827,-0.008536331380348167,0.024155752427954688,0.021143690771021822,-0.014442697406574953,-0.04034577954557959,0.013357078265756448,-0.004344986568361957,0.016248698016478432,-0.010327949693215408,0.022191564830018988,0.02301406549333457,-0.012985773227220226,-0.01253967547543275,-0.006030186794002557,0.024742614155773942,-0.0009492535414335553,-0.021034947130699803,0.018581797133153086,0.02083479758445305,0.014005839173520634,-0.0051410745104500935,-0.02911755976121276,-0.03582495389104374,0.023851332665274824,0.009184854391269422,-0.0045198652379216135,0.002349159642308094,0.0012897874509233448,-0.004095046324552099,-0.01627899030278927,0.02914416145322272,0.0029704566754371986,0.005743734671843237,-0.017351423776100106,0.024823134482175276,-0.0014407363993471734,-0.024400560106348692,-0.017865204243537523,-0.016716050004559765,0.0033525046170028066,-0.02183752915211777,-0.010613291009980904,0.029631985686066068,-0.001525152711951589,-0.007352868282551589,-0.03708139958089857,-0.028733927745124163,0.008870859560693436,-0.03066949479835997,0.01703379981124399,0.005068589839526984,-0.03685225759373377,0.012957125932269923,-0.025214690000469078,-0.018873649747407774,-0.007373123039492816,-0.011391574020559425,-0.03487729036894596,-0.001460280631140738,-0.02617446307677009,-0.009387682323933017,-0.015894821833565886,0.02080965997639322,-0.00870494402776623,-0.02416653494707171,0.0038364045268992047,-0.014795230447071745,0.029842305517236045,0.02937192463059347,-0.023254892103039496,-0.0033304548709194247,-0.03578877669451651,0.0035756522351794774
2021-01-06,0.014071354557692881,-0.012032333458618597,-0.025647919204069478,0.02363849512995487,0.015480978411244403,-0.023702764385613855,0.0388163935876732,-0.009858874140583033,-0.007078717163019168,-0.016501859466700332,-0.0257444636100819,-0.013810560516430141,0.012300752555220888,-0.0021633049306919385,-0.03688433407734478,-0.014971264401877547,0.02998575516951374,-0.021083980555655437,0.012814927619973077,0.004511240342048354,-0.003280943762964079,-0.01938238688596613,-0.00014046653961872176,-0.007669734794515196,0.050351506568043554,0.026896850499327957,0.004213553813515739,0.01381522655233687,-0.02449205538109562,-0.019296393191987803,-0.03603959097618672,-0.010104515704062341,-0.02397348285832411,-0.024472421966898507,0.02511140816285454,-0.02622249837199882,-0.07587911360026783,0.016254781092861152,-0.018851392800270952,0.037414578357908054,-0.022179844210229657,-0.0029737385821966785,-0.0076424657082132495,-0.009855251541025834,-0.004718826135113289,-0.011173573728250863,-0.010539441945159553,0.0065839969488503845,-0.01921917257437792,0.011038314987698474,-0.0032035997455449033,0.012582430695445887,-0.0306373781638458,-0.0030735101840981354,-0.03461692047403945,0.005187081882530067,0.020146984472021862,-0.036005651752037106,0.0058926982588277865,0.007980572710281731,0.00422211304993252,0.014899990335624095,-0.029466331146848507,0.008286210377429874,0.010899415385464137,0.0131880878730701,-0.024154507951406164,-0.026845954650592713,-0.021760646236046982,-0.0071223509228369895,-0.008328944618965344,-0.01925868099576872,0.010153109994412466,0.006303305787909848,-0.010749606747423663,0.032094905673268975,-0.017284156547548453,0.03366945027591788,0.0004719816075566897,-0.0045006458328004754
2021-01-07,0.02935779886950774,-0.032139231925556566,-0.005783718126558509,-7.87775764107268e-05,-0.007983878018400965,-0.014309653058070318,-0.010797232236574618,0.018584471865738028,-0.016953236441210846,0.002988823052274351,-0.020891995787568365,-0.003768116323014981,-0.012152573690499996,-0.008124857458036695,-0.00479255761565028,0.0046153707732921444,0.011860469544261613,-0.016954684596524577,0.013071933678919354,0.009621114482835877,0.004055607256099897,-0.01598539449160826,0.0007093910847668276,-0.022858374061812556,0.016400435774491032,-0.017187711314021956,-0.025503571344848288,0.003296337449737455,-0.0013036285648658113,0.029577533554850422,0.01335493965870145,-0.025328043120643115,-0.04954380704247786,0.014384859137145075,-0.010428871014750285,0.01677254855985055,0.014976482017973894,-0.0017648247313387503,0.0034824803873735495,0.0031516600607675556,-0.03368336626810314,0.008372828354543787,-0.013101178851971394,0.012199574505094297,-0.033119500739155705,-0.0020997730543908934,0.012494321990787479,-0.021782781935372555,0.010670901149819228,-0.03619243229123067,-0.010563414019805557,-0.01259142421281363,-0.006320228519558672,-0.029394649339883828,0.017570525730048022,0.022165530785742363,0.021473549897971175,0.03689089870834481,-0.008737993729328892,-0.002415597988200058,0.007844777261828403,0.009801076102144344,0.03173637928786855,0.01182028624412858,-0.03710457484339201,-0.0006702425530168851,0.016158144215700464,-0.03044745624469054,0.001432324284790767,-0.02290563952849479,-0.015523782565572613,0.012904159103184064,-0.00012552001080061055,-0.007500627390764504,0.023658232305405567,0.02164845908346273,0.02780447874363988,-0.01516219739554874,-0.01952441769220382,0.007940158122226525
2021-01-08,0.00788387127221077,-0.021291665623148815,0.014484899480725833,0.010448911608505215,0.01564912566255959,-0.00103779704226337,-0.012713522744926587,-0.008943134261994116,-0.014720120254124478,0.020781808439534723,-0.0032819450222479345,0.008977016626830094,0.025296072364343676,-0.014986826002400828,-0.00504839443480743,-0.028887710289965413,-0.011883845410777137,0.015256652833489686,0.004082932090161111,0.017363585461064403,0.004000683242603439,0.00325923341712694,0.012995013863274786,-0.04636837179125017,0.012301075541694939,-0.007103379163737135,-0.0016831062622479562,0.029371352591721113,-0.013779885693748198,0.04052769521821375,-0.022798319151823537,-0.005266563999915355,0.016116530539629657,0.012371504883043607,-0.005862421860954191,0.06854305791030975,-0.02702221834220721,0.006318647516138898,-0.009269975891849502,0.00020645452900508676,0.03657205951280121,-0.02104728538147921,0.011895472150860259,0.0069514377905982175,-0.04251063580296358,0.010607000106235087,0.053410106007255494,-0.006296365751541565,-0.023179394387524237,-0.0037073066715401625,0.030186264170398023,-0.0036241210397845213,0.004051137119797179,0.030603434219355203,-0.00616067709285131,0.010550816811503095,0.0021989715520139724,-0.021343095886470625,-0.0022157478836699303,0.04107857586065733,-0.034280855255462754,-0.050571277569122115,-0.013073267295770706,-0.01868797604701803,0.03821261137389727,-0.00229075713757644,-0.02043526164468103,0.0416326394083442,-0.016571746737214076,0.0056769619205237175,0.02872964102595405,0.016319942694291406,-0.013066452356540123,-0.028278029372116906,0.0010541178308874257,-0.04135134913854633,0.015863808840415834,0.00917064765836795,0.024388161966438476,0.006595250818186771
2021-01-11,-0.01168159124290487,-0.027324662480677386,0.022101624913574626,0.014491444616017181,0.018530263651725633,0.003862523084307199,-0.0009264254404901997,0.012923637832019257,0.0016476091796595758,-0.02348705924634629,-0.03162950856084363,0.04194023822427228,-0.013752494381226967,0.00172918180084884,-0.007204435426120712,0.008518762218971772,-0.027876088917992998,-0.00022337234559062226,-0.0010439501092572075,-0.009619054593768536,0.04015976212940312,-0.00024862704363599577,-0.040768643507445565,0.01160873790877762,-0.03440409468550191,0.02081959225034943,0.008419624059810121,0.005339769230957252,-0.008194886954984302,-0.0157613422652489,-0.02626130436736713,-0.025611372127567575,-0.0078225866632492,-0.02942149827940378,0.0040964246033774,-0.010823332194309232,0.005190375999151938,0.0010086004777670526,-0.009541084097170483,-0.00391513527601562,0.017104403104044857,0.014673183275439218,0.01847737428716022,-0.02038429006429099,-0.0024022760491169744,-0.013965710905260062,0.023541599082879498,-0.028052271279847617,0.010144704750622997,-0.024083030143750923,0.002593625576058974,-0.028607687188262898,0.020177371779040644,-0.01729498649893352,0.017217708096178477,0.007736223954999748,0.007262205055128252,-0.03161187917402428,0.028735768196526058,-0.0133787890538904,-0.03804461167764667,0.014793155757439443,-0.048050351947508355,0.028314121240522114,-0.005324590447416261,0.011338959502692416,-0.013164993486343587,-0.011851690430950199,-0.027498794022796407,0.0012909590127813744,0.03028877848460858,0.022863010781361895,-5.2535642855249215e-05,0.020607255947122604,-0.029039927209100196,0.022583090963628344,0.0011986081474520155,0.01786149270051842,-0.01960557572792179,0.008647154588379113
2021-01-12,0.024488464058277315,-0.01851462997508465,0.027343825156953667,0.007877851090459456,0.005582612382775659,0.011019392592057427,0.013370523472912345,-0.01885146142798,0.024996233237763454,0.0026630905634323094,0.012401037352781679,0.03548837065760008,-0.002750174888615533,-0.03386145707662819,-0.0006312342526457775,0.0061718043789974674,-0.029705903635642163,0.0036176724913169972,0.022069950025446518,-0.02939424729347511,-0.025375958250577823,0.010256391273164508,0.019768870843384658,-0.036575736912761635,-0.022695611260908518,-0.006033861653216153,0.00458258402926942,-0.013512275231281479,-0.01827323920733283,0.019803366000934453,-0.015168738207916045,-0.022546245690420602,0.044678665059984905,0.03707567074460317,0.004900089048326235,-0.019371978213715543,-0.019313983236870513,0.0054601479526225835,-0.015724874588547284,0.028180436294847133,0.009612735801423165,-0.010258024563971554,0.012095722186062752,-0.016102139869101778,0.02793056567459827,0.012504713524644507,0.028596270815934136,-0.04002675494780448,0.02505997841444318,0.03438712298274635,-0.02486725313650084,0.022305807785677558,0.032059653360204624,0.05610803194767226,-0.02356587630072306,-0.043563450155030055,-0.015643851226327384,-0.00800596750438846,-0.03837606851813582,-0.015103809759588438,-0.006283666825028628,-0.004549369972796652,0.022832344806278108,-0.019041457483541534,0.011408742769730735,0.040241401676773675,-0.006835024455482262,0.023112943228006926,0.012671775331272702,-0.007678390676710118,0.011603977486962984,4.241797778886929e-05,-0.027286035282996994,0.019502340773174857,0.012623246909217917,-0.02122888262951777,0.03338588021868686,0.022393425861649243,0.013907313043465852,0.022456582530491355
2021-01-13,0.027124800462914645,-0.0043563124371623334,0.005547780496041929,0.012484420555721605,0.004058533512606101,-0.004316928464584865,0.00401790122249638,-0.03854267940046327,-0.003929586177915039,0.0038998058419899176,-0.013176056527435517,-0.003924033201581636,0.002049569640660642,-0.031039460244963245,0.0009769693380854577,0.03901857994136249,0.038244008412178676,0.011265837915423944,0.011538343608073777,0.03240223210012874,0.008478880781412646,0.017183455213479748,0.0186215371739981,0.01596101197172374,-0.008113944114331728,-0.019584700769809095,-0.01101988478052639,-0.03986347985724001,0.0026491657349851667,0.006401125719569355,-0.008979412614947356,-0.02551472412402668,-0.014716967930796552,-0.009690111804593251,-0.020304973706532364,-0.023938814860355834,0.028116674134566418,0.03775150833519427,-0.015281174078943676,-0.018894521156221672,0.03335360572907157,0.026355208356887223,-0.005835837696610409,0.017642083881393808,0.019983176327300903,-0.026412372603626277,0.024006999361181836,-0.0060678684330804575,-0.0013248337356121956,0.01752072969950824,0.06829731309103322,0.002170179131766183,-0.0038626891269676732,-0.020786640056511096,-0.0107912288107381,0.003779440382406125,0.0028345191095642415,-0.007920996969720042,-0.011010941357061304,0.005474463674367904,-0.01901071021280937,-0.01778599224632225,0.005620437751051231,0.00546881512346228,-0.04191235723538734,-0.010926778349386764,0.0027897706506433135,-0.02425222017753484,0.035236097491019795,-0.0035339322773118116,0.00372958125006485,0.040732236197467124,-0.015879154090187208,0.03346417917564999,0.0029863080927673806,-0.007581775361564025,0.006667224503522309,-0.00010990700683979317,-0.023440242999493377,-0.0007911071478265854
2021-01-14,-0.016901042637634298,0.020578354574180415,-0.003717481620136841,-0.007760539124812263,0.007874988317513418,-0.004037660285349512,-0.017109738672451226,0.016590032486382668,0.0013408277851126972,0.018030359964763324,0.010873617977533874,0.0015491162959227706,-0.017236577028729123,0.022321973315451063,-0.010979100825622177,0.010607573836755762,0.008458572170225708,-0.018801349107837036,-0.002031591774456712,-0.007509452244048775,0.025045598910317844,0.004711044225761808,-0.029152079341848193,0.04255083066583082,0.0003322355889202577,0.017683265587402814,0.005831979518080568,0.01880442880001313,0.01475690803554631,0.02240503338396516,0.0002123169876414885,0.036642690277468165,0.022125210122174832,0.015208538153505572,-0.016698095565722382,0.02241155323040857,0.001178067679331422,-0.010803052861598788,-0.009816694471910139,-0.01322833076066873,0.013776192057262318,-0.0045983522205635735,0.01069960019807577,0.031442748724241534,-0.0005294683788228141,-0.006067409542512936,0.005440797264940863,-0.02537874253099919,-0.03462486008310989,-0.008822227181367557,6.636282660783108e-05,0.004476428319367989,0.0471272485307707,-0.029606092387640493,-0.0007199984456994952,-0.0142284592273275,0.00323315006604049,-0.021084724423251714,0.00420099485304015,-0.010703980814034841,0.012996565707254224,0.005035980778138419,0.004928097727550021,0.018397175205238255,0.03419040199024344,-0.040110807390800494,-0.00040295208748816904,-0.02402541064851838,0.015302304647994439,-0.007408062898685209,0.0065832900064164155,-0.01599933628137991,-0.03379016709777069,0.006682395729270006,0.044650142322358505,0.0027516995505612735,-0.029336339899978112,0.007969982144011714,-0.01833369691485691,-0.012278818892179987
2021-01-15,-0.015532007099441896,-0.014684381169813028,-0.011818312347130855,-0.007385870163047727,0.00569937004069675,-0.015346604932994973,-0.02805397439433544,-0.007144282679830664,0.010530597344037858,-0.04310725342115835,0.0033733552003858266,-0.005598211463409631,-0.023649158944906667,0.01713486351687744,0.028614119952812635,0.036867743281437174,-0.005368152481499233,0.0151308157437481,-0.008005769626581796,-0.01427112981877507,0.03527075004884707,0.001955895656393494,-0.025623449782876034,-0.007277979971925957,-0.03861143033234746,0.01858820769678919,-0.01440334198858586,0.02161879519148435,-0.006867749745757218,-0.005348182143994362,0.008801730049093051,0.007992247732236443,-0.02212407681699568,-0.013428541009874737,0.00726856990397688,0.008589200357874032,0.011752987858687478,-0.0005852249447149527,-0.004151258539204399,-0.003719226323945903,-0.007397123477170057,0.01079294200238398,-0.015385838392985924,-0.02837659002452906,0.014925654869072807,0.00520645086333397,0.0030824767908890446,0.021811816263188687,0.009329807977280538,-0.0002090515100385641,-0.013633013709300455,0.011938852680071001,0.027017378276542995,-0.013354634403224526,-0.028481817349554572,-0.06263918589134299,-0.0017884849646183866,0.02255510201713484,-0.02433196309439123,-0.012845861589598122,-0.03145354624970369,-0.02673181572926932,0.006877521515070462,0.009989656557990563,-0.025629194995546303,-0.01432639165170829,-0.01971663396507067,0.002366846514518979,0.014106419923408536,0.012705023660462058,0.0019494002527341554,0.005613817655625392,-0.004033508766083231,-0.019643176883727433,-0.02052764066507205,0.012866386786530834,-0.008937198430559096,-0.015202868437373744,0.002211664290549001,-0.008632279043332356
