Ticker,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
AAPL,13,Apple Inc,Technology,Consumer Electronics,USA,4047240000000.0,36.72,273.9,-0.08,11359586
ACGL,45,Arch Capital Group Ltd,Financial,Insurance - Diversified,Bermuda,34590000000.0,8.93,95.38,-0.35,541422
ACIC,48,American Coastal Insurance Corp,Financial,Insurance - Property & Casualty,USA,619560000.0,7.33,12.7,-0.9,23414
ACNT,55,Ascent Industries Co,Basic Materials,Chemicals,USA,145440000.0,167.35,15.53,-0.06,6181
ACWI,63,iShares MSCI ACWI ETF,Financial,Exchange Traded Fund,USA,,,139.95,-1.3,1107397
AEC,89,Anfield Energy Inc,Energy,Uranium,Canada,78760000.0,,4.96,-3.88,16422
AGNC,118,AGNC Investment Corp,Real Estate,REIT - Mortgage,USA,11110000000.0,15.66,10.36,0.0,3721953
AIFU,130,AIFU Inc,Financial,Insurance Brokers,China,38910000.0,,2.91,-2.25,1074
ALRS,184,Alerus Financial Corp,Financial,Banks - Regional,USA,592010000.0,11.23,23.31,-0.77,18644
AMGN,204,AMGEN Inc,Healthcare,Drug Manufacturers - General,USA,175010000000.0,25.13,325.0,-0.1,674725
AMKR,207,AMKOR Technology Inc,Technology,Semiconductor Equipment & Materials,USA,10050000000.0,32.78,40.67,-7.37,2100259
AMTX,218,Aemetis Inc,Basic Materials,Specialty Chemicals,USA,94400000.0,,1.44,0.69,202591
APRE,268,Aprea Therapeutics Inc,Healthcare,Biotechnology,USA,5810000.0,,0.92,-0.48,12678
ARKR,291,Ark Restaurants Corp,Consumer Cyclical,Restaurants,USA,22680000.0,,6.29,-8.31,44718
ARTL,300,Artelo Biosciences Inc,Healthcare,Biotechnology,USA,3700000.0,,1.84,0.27,30231
ASRV,320,Ameriserv Financial Inc,Financial,Banks - Regional,USA,52040000.0,10.29,3.15,-0.32,1376
ATOS,348,Atossa Therapeutics Inc,Healthcare,Biotechnology,USA,94150000.0,,0.73,1.99,331474
AVAV,368,AeroVironment Inc,Industrials,Aerospace & Defense,USA,11720000000.0,,234.66,-0.28,383619
AVBH,369,Avidbank Holdings Inc,Financial,Banks - Regional,USA,300270000.0,,27.42,1.33,8453
AWRE,391,Aware Inc,Technology,Software - Application,USA,45310000.0,,2.12,0.95,612
BANF,413,Bancfirst Corp,Financial,Banks - Regional,USA,3750000000.0,16.01,112.58,-1.03,17065
BANR,415,Banner Corp,Financial,Banks - Regional,USA,2270000000.0,12.16,66.69,-0.35,35039
BGRN,482,iShares USD Green Bond ETF,Financial,Exchange Traded Fund,USA,,,47.99,0.03,3079
BHRB,486,Burke & Herbert Financial Services Corp,Financial,Banks - Regional,USA,1040000000.0,9.87,69.47,-0.67,13865
BLMN,522,Bloomin Brands Inc,Consumer Cyclical,Restaurants,USA,590130000.0,,6.93,-0.93,234681
CAC,683,Camden National Corp,Financial,Banks - Regional,USA,776230000.0,13.07,45.87,0.42,26397
CASY,713,"Casey's General Stores, Inc",Consumer Cyclical,Specialty Retail,USA,20230000000.0,33.57,545.82,-0.2,54857
CCEC,733,Capital Clean Energy Carriers Corp,Industrials,Marine Shipping,Greece,1240000000.0,5.24,20.97,1.21,370
CDC,750,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,Financial,Exchange Traded Fund,USA,,,66.06,-0.96,11031
CDNS,757,"Cadence Design Systems, Inc",Technology,Software - Application,USA,87620000000.0,83.06,321.89,1.09,685262
CME,876,CME Group Inc,Financial,Financial Data & Stock Exchanges,USA,97830000000.0,26.3,271.29,-0.33,558783
CPSS,945,"Consumer Portfolio Service, Inc",Financial,Credit Services,USA,211330000.0,11.89,9.57,1.0,2115
CRAI,948,CRA International Inc,Industrials,Consulting Services,USA,1320000000.0,24.15,200.84,0.83,52909
CRIS,965,Curis Inc,Healthcare,Biotechnology,USA,15390000.0,,1.19,0.0,30244
CWST,1037,"Casella Waste Systems, Inc",Industrials,Waste Management,USA,6380000000.0,418.77,100.46,-0.01,265653
CXDO,1039,Crexendo Inc,Communication Services,Telecom Services,USA,206660000.0,47.73,6.72,2.36,23755
CZFS,1049,"Citizens Financial Services, Inc",Financial,Banks - Regional,USA,296940000.0,8.7,61.78,0.57,1887
DRS,1146,Leonardo DRS Inc,Industrials,Aerospace & Defense,USA,8830000000.0,33.65,33.18,-1.48,267777
DSGR,1152,Distribution Solutions Group Inc,Industrials,Industrial Distribution,USA,1330000000.0,,28.84,0.09,38773
DWSH,1193,AdvisorShares Dorsey Wright Short ETF -1x Shares,Financial,Exchange Traded Fund,USA,,,6.77,0.37,4177
DYAI,1203,"Dyadic International Inc., DE",Healthcare,Biotechnology,USA,32570000.0,,0.9,8.91,48200
EMXC,1279,IShares MSCI Emerging Markets ex China ETF,Financial,Exchange Traded Fund,USA,,,69.75,-2.45,1166193
ERIE,1309,Erie Indemnity Co,Financial,Insurance Brokers,USA,13280000000.0,23.19,285.22,-0.63,34871
FAD,1384,First Trust Multi Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,162.01,-0.28,2608
FANG,1387,Diamondback Energy Inc,Energy,Oil & Gas E&P,USA,42300000000.0,10.26,147.62,-4.18,773647
FBNC,1399,First Bancorp,Financial,Banks - Regional,USA,2210000000.0,22.36,53.37,-0.19,26732
FNK,1517,First Trust Mid Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,56.09,-0.86,839
FPA,1536,First Trust Asia Pacific ex-Japan AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,36.72,-1.36,640
