Ticker,Company,Sector,Industry,mcap_2019,mcap_2020,mcap_2021,mcap_2022,mcap_2023,mcap_2024,pe_2019,pe_2020,pe_2021,pe_2022,pe_2023,pe_2024
TOMZ,TOMI Environmental Solutions Inc,Industrials,Pollution & Treatment Controls,13948309,76723074,32535244,"9684337,95",20082794,13948309,"-5,969321135","17,18459545","-6,524483514","-3,361337678","-5,887517739","-4,689152919"
TRMD,Torm Plc,Energy,Oil & Gas Midstream,805412000,521700000,623565688,2386629018,2607119699,805412000,"4,831648818","5,944742039","-14,77051011","4,213789979","3,921449946","2,972277551"
TRVG,Trivago NV ADR,Communication Services,Internet Content & Information,923259180,856430740,781625920,473041350,168622544,923259180,"47,91914118","-2,851212362","63,14529235","-3,432070938","-0,9197783244","-6,014933967"
TRVI,Trevi Therapeutics Inc,Healthcare,Biotechnology,66879637,46989231,24096299,189396049,133311069,66879637,"-2,567356526","-1,334110954","-0,5264173965","-4,272979152","-4,565791152","-8,688845584"
UNIT,Uniti Group Inc,Real Estate,REIT - Specialty,2622099040,4511330810,6220164080,2167167420,2270851200,2622099040,"205,7315232","-3,382028271","27,54566567","-138,409867","-16,49688611","14,50105425"
UONE,Urban One Inc,Communication Services,Broadcasting,91360891,204030446,255564850,214369509,192320719,91360891,"97,61423105","-23,37292938","6,340157647","6,4823308","93,66443041","-0,6926430182"
UXIN,Uxin Ltd ADR,Consumer Cyclical,Auto & Truck Dealerships,669412000,322964778,625838000,135878400,33668882,669412000,"-3,510356069","-3,923274269","-17,59223854","-5,026610857","-0,2955918819","-0,9036544292"
VIR,Vir Biotechnology Inc,Healthcare,Biotechnology,1363519945,3420947202,5530164101,3370152012,1354164638,1363519945,"-7,752462899","-10,68451065","10,28839983","6,506468608","-2,193858976","-1,915957123"
VIRC,Virco Manufacturing Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",65567792,40034720,48259330,73273652,196658187,65567792,"-40,5111772","27,09596977","-20,26358871","-3,130508721","4,780068895","8,909817435"
VKTX,Viking Therapeutics Inc,Healthcare,Biotechnology,580295120,421022660,356099800,719917800,1863117259,580295120,"-22,38690119","-10,34862951","-6,457707365","-10,48745553","-20,44120927","-39,90113838"
VMD,Viemed Healthcare Inc,Healthcare,Medical Devices,235791294,303644198,206825488,287399410,302167938,235791294,"27,43044655","9,535353129","22,58860736","46,96799207","29,39367933","27,59122059"
VRCA,Verrica Pharmaceuticals Inc,Healthcare,Biotechnology,396680502,294683624,252074497,113008637,338999814,396680502,"-14,02585575","-6,323467053","-7,061780319","-3,836706518","-4,954201567","-0,4735730945"
VRDN,Viridian Therapeutics Inc,Healthcare,Biotechnology,21828643,104232908,516512838,1184217419,1082069669,21828643,"-0,3592166026","-0,5285076029","-2,967183411","-7,21676262","-4,100272765","-4,820816599"
VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,10452000000,22610027871,16378069072,13589001919,12997083000,10452000000,670,"-16,81816391","-12,88713577","6,490268931","237,646234","-23,42570956"
WKSP,Worksport Ltd,Consumer Cyclical,Auto Parts,49269272,140423757,121098410,52377668,82309208,49269272,"-56,41102235","-68,15487109","-35,25355969","-5,734288364","-7,209701019","-1,575888822"
WORX,SCWorx Corp,Healthcare,Health Information Services,21721566,13499885,14622021,"5152118,4",2226400,21721566,"-1,565975665","-1,651787878","-3,553809876","-2,565406738","-0,4772762402","-2,16962995"
WVE,Wave Life Sciences Ltd,Healthcare,Biotechnology,276381270,386429639,190022174,657955466,553619122,276381270,"-1,402664899","-2,059377985","-1,331197818","-3,411076732","-9,316001659","-17,6324868"
XBIO,Xenetic Biosciences Inc,Healthcare,Biotechnology,"8975995,2",17842370,173376735,"4322478,15","5303050,2","8975995,2","-0,3215291086","-1,197089632","-2,348982379","-0,6187033193","-1,275178386","-1,55290797"
XOMA,XOMA Royalty Corp,Healthcare,Biotechnology,266475300,496021200,236230500,210716799,212320522,266475300,"-120,7012614","35,42214017","14,89775921","-12,27778297","-5,197362298","-22,24891687"
Z,Zillow Group Inc,Communication Services,Internet Content & Information,9616361006,31571773200,15869406700,7609483660,13479759920,9616361006,"-31,04881501","-179,3547556","-30,22438911","-77,22841812","-85,53575633","-154,7625165"
ZVRA,Zevra Therapeutics Inc,Healthcare,Biotechnology,12645368,50841056,307909431,158403103,248244639,12645368,"-0,4583325112","-3,494272727","-30,30565545","-5,913028238","-5,042750396","-3,655877901"
ACWX,iShares MSCI ACWI ex US ETF,Financial,Exchange Traded Fund,4136345539,4466444776,4682019788,3831508999,4298026798,4136345539,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
AGNG,Global X Aging Population ETF,Financial,Exchange Traded Fund,47384508,56153457,57943449,52674035,57199295,47384508,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
AIA,iShares Asia 50 ETF,Financial,Exchange Traded Fund,413795580,623487347,613919328,504138077,565283498,413795580,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
AROW,Arrow Financial Corp,Financial,Banks - Regional,550264076,450888453,550156860,560491855,475035880,550264076,"15,06731688","11,32891542","11,31912329","11,47017931","15,82755711","16,17613148"
BATRA,Atlanta Braves Holdings Inc,Communication Services,Entertainment,1507208412,1293240422,1523752242,1911777408,2662067680,1507208412,"-19,6357614","-12,435","-114,9471222","-59,39999991","-21,07389153","-81,6"
BCBP,BCB Bancorp Inc (NJ),Financial,Banks - Regional,241352579,189463050,262001400,304318840,216856600,241352579,"10,73029048","9,134329002","7,689313376","6,697652647","7,352694773","10,81259088"
BNDX,Vanguard Total International Bond ETF,Financial,Exchange Traded Fund,115622833420,119648584248,112721023179,96924549118,100888994096,115622833420,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
CALM,"Cal-Maine Foods, Inc",Consumer Defensive,Farm Products,2072220750,1821816200,1808293140,2649155850,2796442530,2072220750,"33,0865098","116,6149067","848,4283689","17,48037037","3,051634777","10,81146861"
CARZ,First Trust S-Network Future Vehicles & Technology ETF,Financial,Exchange Traded Fund,21072952,32330165,37328517,25297527,35506396,21072952,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,Financial,Exchange Traded Fund,280583426,261230932,338918162,326552529,324168124,280583426,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
COLB,"Columbia Banking System, Inc",Financial,Banks - Regional,8960589040,7911175300,7113066240,2353273520,5551654440,8960589040,"25,31974162","-5,189525016","17,0514562","19,41371514","14,94260562","10,55058909"
COMT,iShares GSCI Commodity Dynamic Roll Strategy ETF,Financial,Exchange Traded Fund,776199858,629026138,728321228,664876147,591289287,776199858,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
CPB,Campbells Co,Consumer Defensive,Packaged Foods,14924840000,14650050000,13124920000,16968250000,12882540000,14924840000,"58,97317536","9,19541769","13,22071856","19,71410832","15,96757576","24,79365079"
CYRX,CryoPort Inc,Industrials,Integrated Freight & Logistics,618049116,1922140714,2938416459,841627090,758468903,618049116,"-29,98417691","-51,78469752","-9,863010509","-2,892060712","-20,32553504","-3,807492876"
DENN,Denny's Corp,Consumer Cyclical,Restaurants,1119244000,957884680,1013488000,530845980,577379840,1119244000,"10,14978894","-174,495731","13,35591049","7,491445952","30,53927902","14,28626999"
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,Financial,Exchange Traded Fund,7990661540,8895731312,10857540108,9950821757,11586211946,7990661540,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
DRH,Diamondrock Hospitality Co,Real Estate,REIT - Hotel & Motel,2229382811,1743579255,2042043901,1732162698,1985973131,2229382811,"12,19851014","-4,218785289","-10,47294243","15,91313771","23,00395849","39,52142003"
ENSG,Ensign Group Inc,Healthcare,Medical Care Facilities,2426160750,3951680640,4589841320,5266087210,6293073430,2426160750,"21,94001158","22,85577775","23,50165711","23,11214153","29,85207513","25,26129314"
ENZL,iShares MSCI New Zealand ETF,Financial,Exchange Traded Fund,111307927,131198798,113485900,93575755,93479385,111307927,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
ERIC,Telefonaktiebolaget L M Ericsson ADR,Technology,Communication Equipment,29088139999,39769600000,36197100000,19448031785,20979897302,29088139999,"127,4246997","20,95852505","13,69127934","10,70137432","-8,422194679","14201,05439"
ERII,Energy Recovery Inc,Industrials,Pollution & Treatment Controls,542483480,775802280,1220266670,1147726860,1068887400,542483480,"49,10699166","28,79716375","85,83499685","47,90088112","49,45149554","36,48724946"
ESPO,VanEck Video Gaming and eSports ETF,Financial,Exchange Traded Fund,126386365,232178153,219675487,142139061,188136932,126386365,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
EVO,Evotec SE ADR,Healthcare,Drug Manufacturers - Specialty & Generic,3865609165,5542327680,8202179730,2857216572,4150914360,3865609165,"89,92597025","735,4034832","32,25384037","-15,19818954","-44,75267736","-7,238406276"
FCBC,First Community Bankshares Inc,Financial,Banks - Regional,558328793,381317240,562033631,550172897,687467229,558328793,"12,54406525","10,68127707","11,32287992","12,00180018","13,90361516","14,80606852"
FER,Ferrovial S.E,Industrials,Engineering & Construction,21740876527,20555665410,20034587732,18192001806,25787509549,21740876527,"72,54722872","-39,70775487","14,77196007","90,49466589","53,39240155","9,303834569"
FEX,First Trust Large Cap Core AlphaDEX Fund,Financial,Exchange Traded Fund,781842670,880127353,1106661563,959713975,1080652079,781842670,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FHB,First Hawaiian INC,Financial,Banks - Regional,3747499600,3063820140,3486105480,3316376280,2917233180,3747499600,"13,4998263","16,48850738","13,26343459","12,49539718","12,41027853","14,40015317"
FIEE,FiEE Inc,Technology,Communication Equipment,24874606,127620294,57484187,8873000,"5186633,73",24874606,"-6,502301423","-23,74015798","-22,60180764","-0,5669711075","-0,2169310699","-0,1645204222"
FJP,First Trust Japan AlphaDEX Fund,Financial,Exchange Traded Fund,190302281,195063617,188299497,160449461,190415646,190302281,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FKU,First Trust United Kingdom AlphaDEX Fund,Financial,Exchange Traded Fund,53297335,49059546,57379130,41155942,47655617,53297335,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FNY,First Trust Mid Cap Growth AlphaDEX Fund,Financial,Exchange Traded Fund,207254409,283064409,321164238,244141971,294927311,207254409,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FORM,FormFactor Inc,Technology,Semiconductor Equipment & Materials,1973849850,3338265960,3577407120,1711087560,3240199640,1973849850,"49,49916586","42,01083275","42,37669368","33,98949387","39,17004746","51,01635878"
FTGC,First Trust Global Tactical Commodity Strategy Fund,Financial,Exchange Traded Fund,1893616013,1934651033,2307969623,2451091764,2245916667,1893616013,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
FYT,First Trust Small Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,133498522,144783030,184905727,156798942,189433462,133498522,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
GECC,Great Elm Capital Corp,Financial,Asset Management,78270910,84246609,84240192,63143263,80960884,78270910,"-10,56375172","-1,499376342","-7,326270552","-3,32567743","3,195865184","30,44911733"
GLPI,Gaming and Leisure Properties Inc,Real Estate,REIT - Specialty,9259624500,9869660000,12044858460,13454243068,13231934353,9259624500,"23,64252637","18,34613208","21,4551669","19,22722378","17,74658483","16,74459524"
GSHD,Goosehead Insurance Inc,Financial,Insurance Brokers,1008048978,3501847819,4021754824,1173597210,2858575514,1008048978,"176,6844968","225,4868741","461,7924264","1276,050088","128,275686","86,89027608"
HBAN,"Huntington Bancshares, Inc",Financial,Banks - Regional,15351440000,12857340000,22180544340,20346300000,18418560000,15351440000,"11,10255648","15,72179927","15,03223761","9,080444102","9,430461958","12,17248437"
HBNC,Horizon Bancorp Inc (IN),Financial,Banks - Regional,848511728,696564047,908115766,657098197,624625561,848511728,"12,41947459","10,19801311","10,48664673","7,033878469","22,31318752","19,87183437"
IBRX,ImmunityBio Inc,Healthcare,Biotechnology,1452249835,5101943715,2419125241,2046474116,3367754066,1452249835,"-22,07435643","-23,02347559","-6,824140455","-4,867147422","-4,378206846","-4,316426768"
IDN,Intellicheck Inc,Technology,Software - Application,120990082,210764548,86276157,37677942,36773236,120990082,"-46,40996971","-79,54184008","-11,49032551","-9,059375331","-18,46567682","-58,94985795"
IFGL,iShares International Developed Real Estate ETF,Financial,Exchange Traded Fund,153484010,138084786,144844182,107032227,110589803,153484010,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
IVAL,Alpha Architect International Quantitative Value ETF,Financial,Exchange Traded Fund,173738670,161362441,155056459,129125314,147630722,173738670,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
JBHT,"J.B. Hunt Transport Services, Inc",Industrials,Integrated Freight & Logistics,12315692721,14439942969,21417728595,18054988810,20617168192,12315692721,"24,2754118","28,54329246","28,30600652","18,73214631","28,30912565","30,47591817"
KRNY,Kearny Financial Corp,Financial,Banks - Regional,1124918370,851906880,924717500,660054500,558822030,1124918370,"29,06070666","15,21991193","15,56979188","11,66330422","11,19473181","-4,323029527"
KTCC,Key Tronic Corp,Technology,Computer Hardware,59214400,74778750,73433700,46599460,46491840,59214400,"-6,821047357","11,98570828","16,16106888","14,05401836","11,83256545","-14,9826193"
LAZR,Luminar Technologies Inc,Consumer Cyclical,Auto Parts,3304188000,11321490000,5896347900,1801750500,1381076550,3304188000,"-34,88447814","-30,40027822","-24,6065632","-3,954603096","-2,12655404","-0,6185798492"
LFVN,Lifevantage Corporation,Consumer Defensive,Packaged Foods,222473720,131141720,83392400,46659960,75672000,222473720,"25,2759187","16,51221751","8,020358306","17,96605769","21,50509843","26,6805652"
LOAN,Manhattan Bridge Capital Inc,Real Estate,REIT - Mortgage,61390148,50119913,63222197,61268056,56892454,61390148,"13,66685466","11,86440469","13,08569967","11,75578221","10,40957501","11,4572003"
LPRO,Open Lending Corp,Financial,Credit Services,968098040,4433036236,2837328891,848901903,1015804770,968098040,"6,341636097","-29,70860839","19,44422544","12,7774125","46,58970278","-5,270014073"
LULU,Lululemon Athletica inc,Consumer Cyclical,Apparel Retail,30189149370,45362230200,50502921750,40834353280,64539114120,30189149370,"49,76010293","73,77570682","44,40724979","45,19238996","39,40205055","27,97684642"
MANH,"Manhattan Associates, Inc",Technology,Software - Application,5071462000,6694181100,9828989370,7566497800,13256391120,5071462000,"59,88270738","76,60392985","89,29921654","59,08882048","75,38419442","75,86654723"
MASI,Masimo Corp,Healthcare,Medical Devices,8514218020,14797936440,16187513419,7856144999,6188688000,8514218020,"43,04326885","61,09191011","70,3462608","55,26216028","75,93482209","-29,88750738"
MDB,MongoDB Inc,Technology,Software - Infrastructure,7494350091,21721133702,35452152256,13685347847,29580031747,7494350091,"-48,53920561","-52,23827631","-82,83219889","-85,23306555","-42,5620909","-161,5891408"
MKTX,MarketAxess Holdings Inc,Financial,Capital Markets,14141940330,21378883199,15374917680,10452797200,11049230500,14141940330,"68,61102444","71,19969483","59,81633562","41,76038478","42,60853733","30,99815086"
MU,Micron Technology Inc,Technology,Semiconductors,59749580000,84201600000,104234850000,54528180000,94215360000,59749580000,"7,882524949","19,13892817","14,13902064","7,336102222","-13,1055066","135,7388817"
NRIM,"Northrim Bancorp, Inc",Financial,Banks - Regional,247595040,211231200,258184239,310446400,315343600,247595040,"12,41218501","6,562144247","7,163416051","10,23188576","12,61625581","11,61039085"
NTRA,Natera Inc,Healthcare,Diagnostics & Research,2637489030,8627289280,8926029420,3953049360,7472952000,2637489030,"-18,77244466","-35,09231933","-17,92860878","-7,216240555","-16,56714699","-103,6773308"
NTRS,Northern Trust Corp,Financial,Asset Management,22191531357,19383628427,24881865704,18443351270,17396624600,22191531357,"15,27358413","16,04468011","16,10559138","13,79735285","15,7929976","10,15684112"
NXTG,First Trust Indxx NextG ETF,Financial,Exchange Traded Fund,260409027,328178924,391775446,289195820,363889723,260409027,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
OCFC,OceanFirst Financial Corp,Financial,Banks - Regional,1529233040,1114819200,1304005800,1244910000,1026323200,1529233040,"14,46518888","17,63242146","11,98093317","8,512871496","9,837038518","10,54472193"
OCSL,Oaktree Specialty Lending Corp,Financial,Asset Management,769647043,816851623,1354721065,1260137877,1589492800,769647043,"5,787713855","17,39371915","4,824015932","37,40498922","12,36701537","22,65119731"
PEY,Invesco High Yield Equity Dividend Achievers ETF,Financial,Exchange Traded Fund,881135999,806432000,977184000,960016000,980896000,881135999,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PRN,Invesco Dorsey Wright Industrials Momentum ETF,Financial,Exchange Traded Fund,109678091,149387184,186814331,138797021,190317602,109678091,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PRPO,Precipio Inc,Healthcare,Diagnostics & Research,17162477,36979183,35879556,12573963,"9230812,5",17162477,"-0,8816006192","-3,210118984","-3,898844959","-1,027292835","-1,441317529","-1,892533734"
PSCI,Invesco S&P SmallCap Industrials ETF,Financial,Exchange Traded Fund,107375599,119284611,147351578,132854301,173488567,107375599,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PSCM,Invesco S&P SmallCap Materials ETF,Financial,Exchange Traded Fund,"9805682,28",11729088,13744769,12737954,15132985,"9805682,28",#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,Financial,Exchange Traded Fund,13265062,13582516,17187892,13572438,13632906,13265062,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PSEC,Prospect Capital Corp,Financial,Asset Management,2344905017,2088243342,3481760907,2779818303,2461547443,2344905017,"16,69242302","-115,9369988","3,331471798","4,686184","-24,30901686","8,874079559"
PTF,Invesco Dorsey Wright Technology Momentum ETF,Financial,Exchange Traded Fund,57029110,103808036,122603732,83684021,238483571,57029110,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
PUI,Invesco Dorsey Wright Utilities Momentum ETF,Financial,Exchange Traded Fund,212784000,196726000,221402000,211978000,197842000,212784000,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
RFDI,First Trust RiverFront Dynamic Developed International ETF,Financial,Exchange Traded Fund,114329686,122794315,139437606,101346775,116655553,114329686,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
RICK,RCI Hospitality Holdings Inc,Consumer Cyclical,Restaurants,189112500,354956450,739009939,860167743,620667425,189112500,"9,840680004","-29,73060837","20,33664788","13,31670242","19,36404051","136,8643025"
RNEM,First Trust Emerging Markets Equity Select ETF,Financial,Exchange Traded Fund,18147946,16122691,16585015,14683966,17813279,18147946,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
RPAY,Repay Holdings Corporation,Technology,Software - Infrastructure,551203744,2049456422,2064786954,712579849,778906669,551203744,"-9,944226045","-13,4656271","-30,39340534","55,68551314","-6,960044968","-67,55144696"
SBRA,Sabra Healthcare REIT Inc,Real Estate,REIT - Healthcare Facilities,4383136342,3672898641,3125844305,2871159211,3299578466,4383136342,"57,89110907","25,87906288","-26,19065467","-36,99094562","239,8424244","31,91649315"
SNSR,Global X Funds Global X Internet of Things ETF,Financial,Exchange Traded Fund,177785964,239585239,294978492,217880128,266113709,177785964,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
UIVM,VictoryShares Emerging Markets Value Momentum ETF,Financial,Exchange Traded Fund,222161714,#ERROR!,237242308,199613095,222595342,222161714,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
UPWK,Upwork Inc,Communication Services,Internet Content & Information,1217649730,4324631080,4418899067,1376179920,2031539400,1217649730,"-70,33566389","-179,1872363","-77,23876722","-15,15944913","42,74296457","10,13379046"
USLM,United States Lime & Minerals Inc,Basic Materials,Building Materials,510839994,646398376,731043980,799699894,1318417300,510839994,"19,46122755","22,8","19,72477033","17,59375","17,63782494","34,87323074"
VOD,Vodafone Group plc ADR,Communication Services,Telecom Services,56897270953,48861850703,43093685311,27735970662,23517187499,56897270953,"-9,667806811","-32,6154057","653,3244853","16,4668002","2,380059118","19,4117188"
VONG,Vanguard Russell 1000 Growth Index ETF,Financial,Exchange Traded Fund,3321393948,4549200864,9788161854,10835126579,20949959423,3321393948,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
VSDA,VictoryShares Dividend Accelerator ETF,Financial,Exchange Traded Fund,175154913,194170052,233229500,218821121,233180492,175154913,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!
WDFC,WD-40 Co,Basic Materials,Specialty Chemicals,2662047680,3639816000,3346430560,2192322518,3241311060,2662047680,"44,9945929","46,09070301","46,73926355","38,40007842","44,20930796","51,15348573"
WING,Wingstop Inc,Consumer Cyclical,Restaurants,2542664010,3937530300,5158252800,4118140880,7545248060,2542664010,"123,874558","168,352036","120,5889446","77,69797458","108,8440331","76,80948646"
WTW,Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,26252200000,27388400000,28023820000,26414640000,24843600000,26252200000,"25,14578544","27,49839357","7,200075793","27,1486224","24,0056872","-326,0253061"
WYNN,Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,14809251501,12526386600,9782151200,9263112870,10173433710,14809251501,"120,5324076","-5,826130115","-12,80011855","-22,10771774","14,04391068","18,90857423"
ADEA,Adeia Inc,Technology,Software - Application,244231049,583403940,521230000,996679800,1328728380,244231049,"-3,841304974","3,121415625","-9,442901708","-3,342927133","19,59573799","23,50378441"
ADP,Automatic Data Processing Inc,Technology,Software - Application,73315000000,75025960000,103095098000,98959698000,95773967000,73315000000,"31,56823535","26,00519441","32,58483972","29,82968293","26,64921542","25,79053891"
ADPT,Adaptive Biotechnologies Corp,Healthcare,Biotechnology,3771666998,8217163294,3976024891,1092938076,710013278,3771666998,"-54,22696596","-53,06017147","-19,00027941","-5,438913867","-3,14085745","-5,533895117"
AGAE,Allied Gaming & Entertainment Inc,Communication Services,Entertainment,60481428,60864929,66753110,40428910,39451830,60481428,"-2,510020588","-1,005930034","1,060949758","-3,790235766","-11,48370786","-1,731799546"
AGIO,Agios Pharmaceuticals Inc,Healthcare,Biotechnology,3276045322,3013320288,1790357111,1538487334,1244845342,3276045322,"-6,962172972","-9,132413163","1,238166443","-6,637103959","-3,520025151","2,77068243"
AHCO,AdaptHealth Corp,Healthcare,Medical Devices,460907460,4173254040,3278202580,2564249523,969497100,460907460,"-37,23974505","-12,1971471","19,7819418","37,20415921","-1,440572165","14,08238172"
ALGN,"Align Technology, Inc",Healthcare,Medical Instruments & Supplies,21930311680,42216020000,51747667559,16353396900,20742622000,21930311680,"50,05346487","23,69956259","67,17788925","45,60703095","47,05220277","37,05270829"
ALNT,Allient Inc,Technology,Electronic Components,687705750,731036548,530090230,545507510,484296479,687705750,"40,16592947","53,34542981","21,82827135","30,92442809","20,01254223","30,4818563"
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,Biotechnology,12985187160,15216887600,20378513390,29294164900,24043584330,12985187160,"-14,20122747","-17,41239806","-23,5534185","-25,56622681","-54,30707988","-107,9877796"
ANAB,AnaptysBio Inc,Healthcare,Biotechnology,443040000,588261500,963026750,881541540,569472120,443040000,"-4,517432553","-29,45128812","-16,49296412","-6,780657506","-3,524726005","-2,587448499"
AQMS,Aqua Metals Inc,Industrials,Waste Management,45014654,200633400,88470702,98287250,82396008,45014654,"-0,8814667016","-7,087345703","-4,732724674","-6,141128248","-2,982211045","-0,6588227245"
ARCT,Arcturus Therapeutics Holdings Inc,Healthcare,Biotechnology,157843270,1138421340,976167358,449575680,839580840,157843270,"-5,047517602","-12,20866691","-4,782113426","47,97381538","-28,24493995","-5,660789958"
ARQ,Arq Inc,Industrials,Pollution & Treatment Controls,351492750,184115250,221607810,81345465,99756990,351492750,"5,363902412","-4,888286868","2,001092035","-5,028685657","-6,771687485","-53,4167293"
ASPS,Altisource Portfolio Solutions S.A,Real Estate,Real Estate Services,2396456080,1619347170,1432210560,1218069524,800458880,2396456080,"-8,02953622","-23,93260349","120,3613816","-22,76718709","-11,34241677","-4,211719609"
ATRO,Astronics Corp,Industrials,Aerospace & Defense,861251300,403989917,372120000,332493805,601364860,861251300,"17,25308628","-3,518617004","-14,63414638","-9,279279422","-21,775","-34,69565217"
BAND,Bandwidth Inc,Technology,Software - Infrastructure,1509246594,3844200729,1809790931,581233145,373754123,1509246594,"581,4440766","-84,1873217","-65,80382034","29,64947206","-22,67736133","-70,98623544"
BCRX,Biocryst Pharmaceuticals Inc,Healthcare,Drug Manufacturers - Specialty & Generic,531838200,1321205350,2560837300,2145864560,1206439910,531838200,"-3,662359845","-6,816431728","-13,47790663","-8,636526328","-5,081977143","-17,48803366"
BLDP,Ballard Power Systems Inc,Industrials,Electrical Equipment & Parts,1679991635,6744101481,3738002349,1428971960,1105656200,1679991635,"-42,80800119","-113,172354","-32,42117871","-8,230064229","-6,218043686","-1,532345102"
BNC,CEA Industries Inc,Industrials,Farm & Heavy Construction Machinery,16048567,"8202237,68",22353272,"6689269,44","4415083,36",16048567,"-11,81294354","-4,656666386","-5,721185135","-1,084067013","-1,516186253","-1,923019127"
BNTC,Benitec Biopharma Inc,Healthcare,Biotechnology,31928835,56964756,85639195,18727893,33269000,31928835,"13,42851236","-3,905058206","-5,260187221","-2,082418137","-0,2876199305","-3,425011725"
BTCS,BTCS Inc,Financial,Capital Markets,"1564296,48","9077998,6",38450172,"8257503,87",24972058,"1564296,48","-0,6584100339","-2,217729121","-1,338333096","-0,5058761844","2,937861477","-31,60176651"
BYND,Beyond Meat Inc,Consumer Defensive,Packaged Foods,4663002632,7867718500,4135392757,784776274,574553357,4663002632,"-256,8490831","-147,6020933","-22,60405535","-2,13906854","-1,692388098","-1,548422768"
CENN,Cenntro Inc,Consumer Cyclical,Auto Manufacturers,"7808137,16","9526191,02",38868822,"6146128,92","7770234,16","7808137,16","-0,01252583027","-145,6511007","-85,27278588","-1,052448695","-0,808341633","-0,7355167776"
CENX,Century Aluminum Co,Basic Materials,Aluminum,671089500,993803000,1578925719,750106000,1122950000,671089500,"-8,259059406","-8,006366586","-8,939030521","-53,02496454","-26,02635731","5,02023753"
CHRW,"C.H. Robinson Worldwide, Inc",Industrials,Integrated Freight & Logistics,10594066800,12626265960,14045607370,10915050720,10246285950,10594066800,"18,56234835","25,12215892","16,88969157","12,24107953","31,50017651","26,5804561"
CNXN,"PC Connection, Inc",Technology,Electronics & Computer Distribution,1302879760,1237673880,1132378150,1234032800,1767959049,1302879760,"15,92717297","22,18173639","16,16218179","13,81415506","21,21686145","20,93489798"
COLL,Collegium Pharmaceutical Inc,Healthcare,Drug Manufacturers - Specialty & Generic,701792159,700083352,625971582,779107086,994231274,701792159,"-30,30015355","25,76223904","9,125379162","-31,39126006","21,56690969","13,36386476"
CREX,Creative Realities Inc,Technology,Software - Application,14940734,14609246,20465197,11595360,24565303,14940734,"14,36843783","-0,7807853663","23,65516034","2,060298198","-6,813224379","-7,291334094"
